node_key,label,node_type,source_type,example_mention,canonicalization_source,mention_count,source
EVENT_CLUSTER:663,Soviet note on Laos | The Soviet Union sent a note regarding negotiations in Laos. | Communication,EventCluster,Event,,,1.0,
EVENT_CLUSTER:664,14-nation conference proposal | Moscow proposed a 14-nation conference to be convened early in April. | Negotiation | early April 1961,EventCluster,Event,,,1.0,
EVENT_CLUSTER:665,ICC meeting in New Delhi | Proposed meeting of the ICC to discuss activities and powers before an international conference. | Meeting | 1961-04-03,EventCluster,Event,,,1.0,
EVENT_CLUSTER:666,Cease-fire talks | Talks that should be left to the interested parties of Laos according to Moscow's position. | Negotiation,EventCluster,Event,,,1.0,
EVENT_CLUSTER:667,Djakarta press conference | Chen Yi cited the threat posed by Chinese Nationalist irregulars. | Communication | 1961-04-01,EventCluster,Event,,,1.0,
EVENT_CLUSTER:668,Cease-fire request | Souvanna Phouma stated he would request his followers to support a cease-fire. | Negotiation,EventCluster,Event,,,1.0,
EVENT_CLUSTER:669,"Souvanna's travel plans | Souvanna plans to visit Belgrade, Warsaw, Moscow, and Peiping. | Travel | 1961-04-12",EventCluster,Event,,,1.0,
EVENT_CLUSTER:670,Withdrawal of government troops | Government troops withdrew due to heavy Pathet Lao harassment | MilitaryAction | 1961-03-31,EventCluster,Event,,,1.0,
EVENT_CLUSTER:671,Psychological tactics instruction | Operational headquarters instructed to spread reports of impending attacks | PolicyAction | 1961-04-02,EventCluster,Event,,,1.0,
EVENT_CLUSTER:672,Transport flights to Nam Bac | Soviet transport flights scheduled to Nam Bac area | MilitaryAction | 1961-04-02,EventCluster,Event,,,1.0,
EVENT_CLUSTER:673,Accusation of North Vietnamese troops involvement | Vientiane accuses North Vietnamese troops of participating in fighting. | Communication,EventCluster,Event,,,1.0,
EVENT_CLUSTER:674,Clashes in Katanga | Clashes reported between Katanga gendarmerie and Baluba tribesmen. | Violence,EventCluster,Event,,,1.0,
EVENT_CLUSTER:675,Mobutu's military planning | Mobutu plans to move troops into northern Katanga to pressure Tshombé. | MilitaryAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:676,Letter to Salazar | Moniz drafted a letter endorsed by 17 generals to Premier Salazar regarding Portugal's situation. | Communication | 1961-03-25,EventCluster,Event,,,1.0,
EVENT_CLUSTER:677,Meeting on military action | A meeting where military actions and recommendations were discussed. | Meeting | 1961-03-25,EventCluster,Event,,,1.0,
EVENT_CLUSTER:678,Approach to Salazar | General Beleza Ferraz approached Salazar regarding his resignation. | Communication | 1961-03-01,EventCluster,Event,,,1.0,
EVENT_CLUSTER:679,Cabinet remodeling postponed | The expected cabinet remodeling was postponed due to minister's departure. | PolicyAction | 1961-03-20,EventCluster,Event,,,1.0,
EVENT_CLUSTER:680,Visit of French Foreign Minister | Visit of Couve de Murville to Lisbon. | Travel | 1961-04-08,EventCluster,Event,,,2.0,
EVENT_CLUSTER:681,Adenauer's visit to the United States | Adenauer views his trip as a means to enhance his prestige. | Travel | 1961-04-05,EventCluster,Event,,,3.0,
EVENT_CLUSTER:682,Demonstrations against UN | Civilian demonstrations against the UN occurred. | Demonstration | 1961-04-04,EventCluster,Event,,,2.0,
EVENT_CLUSTER:683,Confrontation at Elisabethville airport | A confrontation between UN and Katangan forces over control of the airport. | Violence | 1961-04-03,EventCluster,Event,,,1.0,
EVENT_CLUSTER:684,Discussion in New York | Hammarskjold discussed relations between the UN and the Leopoldville regime. | Communication | 1961-04-05,EventCluster,Event,,,1.0,
EVENT_CLUSTER:685,General Phoumi's military operation | A military operation planned by General Phoumi involving parachute and infantry battalions. | MilitaryAction | 1961-04-04,EventCluster,Event,,,1.0,
EVENT_CLUSTER:686,Reception in Peiping | A reception where Vice Premier Lu Ting-yi expressed support for Soviet proposals. | Meeting | 1961-04-04,EventCluster,Event,,,1.0,
EVENT_CLUSTER:687,Soviet IL-14 flights to Phong Saly | Soviet IL-14 aircraft flew to the Phong Saly area. | Travel | 1961-04-03,EventCluster,Event,,,1.0,
EVENT_CLUSTER:688,North Vietnamese IL-14 flight to Xieng Khouang | One North Vietnamese IL-14 flew to Xieng Khouang. | Travel | 1961-04-03,EventCluster,Event,,,1.0,
EVENT_CLUSTER:689,Airlift of White and African units to Kongolo | White and African units were airlifted to Kongolo. | MilitaryAction | 1961-04-03,EventCluster,Event,,,1.0,
EVENT_CLUSTER:690,Discussion on US defense policy | Adenauer discusses US defense policy and atomic weapons with the President. | Meeting | 1961-04-05,EventCluster,Event,,,1.0,
EVENT_CLUSTER:691,Indo-Soviet Relations Deterioration | Deterioration of relations between India and the Soviet Union due to Indian policies. | Communication | 1961-04-05,EventCluster,Event,,,1.0,
EVENT_CLUSTER:692,Negotiation readiness expressed | Laotian government spokesmen expressed readiness to negotiate with Souvanna Phouma and the Pathet Lao. | Negotiation,EventCluster,Event,,,1.0,
EVENT_CLUSTER:693,Watch Committee meeting | The Watch Committee reached conclusions concerning Laos. | Meeting | 1961-04-05,EventCluster,Event,,,2.0,
EVENT_CLUSTER:694,Opposition to UN Troops | Congolese officials oppose the return of UN troops to Matadi. | PolicyAction | 1961-04-06,EventCluster,Event,,,1.0,
EVENT_CLUSTER:695,"Presidential Elections in South Vietnam | Presidential elections are set to take place, with potential for a coup. | Other | 1961-04-09",EventCluster,Event,,,2.0,
EVENT_CLUSTER:696,Guerrilla Campaign by Viet Cong | Viet Cong continue extensive guerrilla attacks as elections approach. | Violence | 1961-04-06,EventCluster,Event,,,1.0,
EVENT_CLUSTER:697,"Financial Support to African Nationalists | UAR provided over $140,000 to nationalist leaders in Uganda, Kenya, and Rhodesia. | EconomicAction | 1961-01-06",EventCluster,Event,,,1.0,
EVENT_CLUSTER:698,Support for Ghanaian UN Resolution | UAR supports a Ghanaian resolution to sever relations with South Africa. | PolicyAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:699,Cuban Delegation in UN | Cuban delegation passed up an opportunity to press charges against the US. | Communication | 1961-04-05,EventCluster,Event,,,1.0,
EVENT_CLUSTER:700,General Phoumi's Arrival in Bangkok | General Phoumi plans to arrive in Bangkok to see Premier Sarit. | Travel | 1961-04-06,EventCluster,Event,,,1.0,
EVENT_CLUSTER:701,Chinese military transport aircraft arrival | Arrival of Chinese Communist military transport aircraft at Hankow. | MilitaryAction | 1961-04-04 to 1961-04-05,EventCluster,Event,,,1.0,
EVENT_CLUSTER:702,Belgium's notification to the UN | Belgium notified the UN about compliance with a resolution regarding military personnel. | Communication | 1961-04-06,EventCluster,Event,,,1.0,
EVENT_CLUSTER:703,"Tripartite conversations proposal | Belgian Foreign Ministry proposed conversations among the UN, Belgium, and Congo. | Meeting",EventCluster,Event,,,1.0,
EVENT_CLUSTER:704,Gizenga's criticism of Mulele | Gizenga criticized Mulele for not securing assistance. | Speech,EventCluster,Event,,,1.0,
EVENT_CLUSTER:705,Kamitatu's trip to Stanleyville | Kamitatu's trip to Stanleyville with unclear results. | Travel,EventCluster,Event,,,1.0,
EVENT_CLUSTER:706,Red Cross shipment arrangement | Red Cross trying to arrange a shipment of relief supplies from bloc countries. | PolicyAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:707,Broadcast by Liberation News Agency | Announcement of the reorganization of self-defense armed forces into the Liberation Army of South Vietnam. | Communication,EventCluster,Event,,,1.0,
EVENT_CLUSTER:708,Insurgent Activity in Cuba | Skirmishes between government forces and insurgent bands occurring almost daily. | Violence | 1961-04-06,EventCluster,Event,,,1.0,
EVENT_CLUSTER:709,Travel of Fidel Castro | Fidel Castro traveled to supervise operations against insurgents | Travel | 1961-04-03,EventCluster,Event,,,1.0,
EVENT_CLUSTER:710,Skirmishes with insurgents | Frequent skirmishes between government forces and insurgents | Violence | 1961-04-03,EventCluster,Event,,,1.0,
EVENT_CLUSTER:711,Comment on US White Paper | Cuban media's violent comment on the US 'White Paper' | Communication | 1961-04-03,EventCluster,Event,,,1.0,
EVENT_CLUSTER:712,Rapprochement discussion | Kamitatu believes a rapprochement could be reached between Gizenga and the Leopoldville regime. | Meeting | 1961-04-04,EventCluster,Event,,,1.0,
EVENT_CLUSTER:713,Native uprisings in Angola | Continuing native uprisings in northern Angola. | Demonstration,EventCluster,Event,,,1.0,
EVENT_CLUSTER:714,Conference of the Peoples of the Portuguese Colonies | A planned conference by three nationalist organizations to outline a campaign for liberation. | Meeting |,EventCluster,Event,,,2.0,
EVENT_CLUSTER:715,Troop Movements in Cuba | Troop movements and insurgent activity reported in Cuba. | MilitaryAction | 1961-04-06,EventCluster,Event,,,1.0,
EVENT_CLUSTER:716,Cease-fire Negotiations in Laos | Pathet Lao expresses willingness to enter negotiations for a cease-fire. | Negotiation | 1961-04-05,EventCluster,Event,,,1.0,
EVENT_CLUSTER:717,Ambassador Presentation | An ambassador from Mali was to present his credentials to Gizenga. | Communication | 1961-04-06,EventCluster,Event,,,1.0,
EVENT_CLUSTER:718,Gizenga's Presidential College Creation | Creation of a 'presidential college' to replace Kasavubu. | PolicyAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:719,Aid Competition | Evidence of Sino-Soviet competition in aid programs to Asian nations. | EconomicAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:720,Aid Negotiation | Trade negotiations for a protocol covering 1961 commodity deliveries between Soviet and Chinese trade officials. | Negotiation | 1961-03-27,EventCluster,Event,,,1.0,
EVENT_CLUSTER:721,Political Unrest | Public dissatisfaction and protests against the Qasim regime. | Demonstration,EventCluster,Event,,,1.0,
EVENT_CLUSTER:722,Taxi and Bus Drivers' Strike | Strike that led to riots and increased opposition to Qasim's regime. | Demonstration | March 1961,EventCluster,Event,,,1.0,
EVENT_CLUSTER:723,"Arrest of Monsignor Manuel Mendes das Neves | Monsignor Mendes das Neves was arrested by Portuguese authorities. | Arrest | April 1, 1961",EventCluster,Event,,,1.0,
EVENT_CLUSTER:724,Violent Demonstrations Against Protestant Missions | Demonstrations staged by Portuguese against Protestant missions. | Demonstration,EventCluster,Event,,,1.0,
EVENT_CLUSTER:725,Conference in Casablanca | Conference co-sponsored by various nationalist organizations. | Meeting,EventCluster,Event,,,1.0,
EVENT_CLUSTER:726,Civil Defense Organization Announcement | Announcement by the Portuguese Government to create a civil defense organization in African provinces. | PolicyAction ,EventCluster,Event,,,1.0,
EVENT_CLUSTER:727,Reprisals Against Natives | Civilian authorities reportedly carrying out large-scale reprisals against natives. | Violence | 1961-04-03,EventCluster,Event,,,1.0,
EVENT_CLUSTER:728,NATO Anniversary Celebration Speech | Portuguese Government spokesman renews attacks on US policies during NATO anniversary. | Speech | 1961-04-04,EventCluster,Event,,,1.0,
EVENT_CLUSTER:729,Discussion on Laos | Discussion between Soviet Deputy Foreign Minister Pushkin and UK Ambassador Roberts regarding the situation in Laos. | Communication | 1961,EventCluster,Event,,,1.0,
EVENT_CLUSTER:730,Military operations in Katanga | Tshombé's military operations resulting in the capture of Manono and Kabalo | MilitaryAction | 1961-04-07,EventCluster,Event,,,1.0,
EVENT_CLUSTER:731,Political conference | Conference between Gizenga and Leopoldville government representatives postponed due to safety concerns | Meeting | 1961-04-09,EventCluster,Event,,,1.0,
EVENT_CLUSTER:732,Concerns over violence in Kenya | African leaders express concerns about potential violence due to political impasse | Violence | unclear,EventCluster,Event,,,1.0,
EVENT_CLUSTER:733,Signing of trade protocol | The signing of a trade protocol between the Soviet Union and Communist China. | Negotiation | 1961-04-07,EventCluster,Event,,,1.0,
EVENT_CLUSTER:734,Resignation of civilians | The resignation of two civilians from El Salvador's ruling civil-military directorate. | Other | 1961-04-06,EventCluster,Event,,,1.0,
EVENT_CLUSTER:735,"Funeral of the King of Laos | The funeral of the late King of Laos, affecting conference scheduling. | Other | April 1961",EventCluster,Event,,,1.0,
EVENT_CLUSTER:736,Military engagement at Muong Kassy | Enemy force estimated at two companies was repulsed by government paratroop battalion. | MilitaryAction | 1961-04-08,EventCluster,Event,,,1.0,
EVENT_CLUSTER:737,Trail widening by enemy forces | Enemy forces reported to be widening a trail toward Pak Sane. | MilitaryAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:738,Control extension by Pathet Lao | Pathet Lao forces extended control to about six miles south of Lak Sao. | MilitaryAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:739,Diplomatic bargaining in the Congo | Sendwe announced himself chief of the Luluaba state and called for resistance against Tshombé. | Negotiation | 1961-04-07,EventCluster,Event,,,1.0,
EVENT_CLUSTER:740,Clashes between UN and Tshombé's forces | Clashes resulted in casualties on both sides. | Violence | 1961-04-09,EventCluster,Event,,,1.0,
EVENT_CLUSTER:741,Transfer of Irish battalion | Transfer of the Irish battalion to Elisabethville. | MilitaryAction | 1961-04-05,EventCluster,Event,,,1.0,
EVENT_CLUSTER:742,Appointment of Theo Lefevre | Appointment of Theo Lefevre to negotiate with other party leaders. | PolicyAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:743,Legislative elections in Kenya | Elections held leading to the formation of the legislature. | Other | February 1961,EventCluster,Event,,,1.0,
EVENT_CLUSTER:744,Visit to London | Ronald Ngala's visit to London to obtain grant aid. | Travel,EventCluster,Event,,,1.0,
EVENT_CLUSTER:745,All African People's Conference | A conference where Ronald Ngala sought nationalist support. | Meeting,EventCluster,Event,,,1.0,
EVENT_CLUSTER:746,Government Changes in El Salvador | Changes in the Salvadoran government due to opposition to reforms. | PolicyAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:747,warning about reforms | the government warned violators that the reforms are in line with recommendations agreed to by 18 Latin American governments | PolicyAct,EventCluster,Event,,,1.0,
EVENT_CLUSTER:748,social explosion | the potential event of social unrest mentioned in the context of army support for peasants | Violence,EventCluster,Event,,,1.0,
EVENT_CLUSTER:749,Government patrol activity in Laos | Government troops ordered to conduct patrols and improve defensive positions | MilitaryAction | 1961-04-09,EventCluster,Event,,,1.0,
EVENT_CLUSTER:750,Communication regarding UN police unit | Hammarskjold communicated with Western representatives about Kasavubu's letter. | Communication | 1961-04-08,EventCluster,Event,,,1.0,
EVENT_CLUSTER:751,Request for overflight privileges | UAR ambassador requested overflight and stopover privileges from Sudan. | Communication,EventCluster,Event,,,1.0,
EVENT_CLUSTER:752,"Indian UN contingent decision pending | The 2,300-man Indian UN contingent is awaiting a decision regarding its deployment. | Other",EventCluster,Event,,,1.0,
EVENT_CLUSTER:753,"Sukarno's visit to the US | Sukarno plans to visit the US, which may affect Sino-American relations. | Travel | 1961-04-24",EventCluster,Event,,,1.0,
EVENT_CLUSTER:754,Demands for reforms | Defense Minister Botelho Moniz repeated demands for reforms to President Thomaz. | PolicyAction | 1961-04-05,EventCluster,Event,,,1.0,
EVENT_CLUSTER:755,Khrushchev's vacation | Khrushchev left Moscow for a vacation on the Black Sea coast. | Travel | 1961-04-08,EventCluster,Event,,,1.0,
EVENT_CLUSTER:756,Faction leaders maneuvering | Faction leaders in Japan's Liberal-Democratic party begin maneuvering for influence. | Other | 1961-04,EventCluster,Event,,,1.0,
EVENT_CLUSTER:757,Ichiro Kono's visit | Ichiro Kono is visiting to assess American attitudes on the China issue. | Travel | 1961-04-08 to 1961-04-16,EventCluster,Event,,,1.0,
EVENT_CLUSTER:758,Clash with students | Police clashed with college students demonstrating against military court sentencing. | Demonstration | 1961-04-11,EventCluster,Event,,,1.0,
EVENT_CLUSTER:759,Ayub's postponed visit | President Ayub postponed his plans to visit Australia. | Travel | May 1961,EventCluster,Event,,,1.0,
EVENT_CLUSTER:760,Reorganization of Guatemalan Labor party | Top leaders of the Guatemalan Labor (Communist) party are back in the country reorganizing. | Other,EventCluster,Event,,,1.0,
EVENT_CLUSTER:761,Chiriboga's note to Cuba | Ecuadorean Foreign Minister Chiriboga rejected Cuba's view on the OAS. | Communication,EventCluster,Event,,,1.0,
EVENT_CLUSTER:762,Phoumi's military action belief | General Phoumi expressed belief in military action to prevent Communist takeover. | MilitaryAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:763,Conversation about Laos proposals | Gromyko discussed the British proposals on Laos with Ambassador Thompson. | Communication | 1961-04-10,EventCluster,Event,,,1.0,
EVENT_CLUSTER:764,French Foreign Ministry meeting | A French official outlined the government's preliminary thinking on Laos. | Meeting | 1961-04-07,EventCluster,Event,,,1.0,
EVENT_CLUSTER:765,Military flights into Laos | Soviet transports flew at least 20 sorties into Laos. | MilitaryAction | 1961-04-08,EventCluster,Event,,,1.0,
EVENT_CLUSTER:766,Political demands to President Thomaz | Moniz demanded extensive policy changes from President Thomaz. | Communication | 1961-04-05,EventCluster,Event,,,1.0,
EVENT_CLUSTER:767,Policy Ultimatum | Moniz reportedly gave Salazar an ultimatum regarding socio-economic reforms. | PolicyAction | 1961-02-15,EventCluster,Event,,,1.0,
EVENT_CLUSTER:768,Cabinet Reshuffle Consideration | Consideration of a cabinet reshuffle to forestall moves by Moniz. | PolicyAction | 1961-03-15,EventCluster,Event,,,2.0,
EVENT_CLUSTER:769,Negotiations on postwar aid | Japan is ready to begin negotiations on its obligations for postwar aid. | Negotiation | mid-April 1961,EventCluster,Event,,,1.0,
EVENT_CLUSTER:770,Indus waters settlement | Settlement between Pakistan and India regarding water resources. | PolicyAction | September 1960,EventCluster,Event,,,1.0,
EVENT_CLUSTER:771,Clashes with police | Clashes occurred during student demonstrations. | Violence | late February,EventCluster,Event,,,2.0,
EVENT_CLUSTER:772,Political maneuvering by Ydigoras | Ydigoras manipulates opponents to weaken the PR. | PolicyAction | current time,EventCluster,Event,,,1.0,
EVENT_CLUSTER:773,Cuba's Complaint in UN | Cuba's complaint against the US discussed in the UN General Assembly. | Communication | 1961-04-11,EventCluster,Event,,,1.0,
EVENT_CLUSTER:774,Boundary Dispute Support | Cuba backing Ecuador in its boundary dispute with Peru. | PolicyAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:775,"Sputnik XI Launch | The launch of Sputnik XI, which successfully orbited and recovered a man from space. | Other | 1961-04-12",EventCluster,Event,,,1.0,
EVENT_CLUSTER:776,Official Announcement | Moscow made its first official announcement of the launching about 50 minutes after lift-off. | Communication | 1961-04-12,EventCluster,Event,,,1.0,
EVENT_CLUSTER:777,Capsule Landing | The capsule landed intact about 100-110 minutes after launch. | Other | 1961-04-12,EventCluster,Event,,,1.0,
EVENT_CLUSTER:778,Muong Kassy operation | Laotian government military operation facing challenges. | MilitaryAction | 1961-04-05,EventCluster,Event,,,1.0,
EVENT_CLUSTER:779,Dayal's return to Congo | Announcement of Dayal's return as UN representative. | Communication | 1961-04-11,EventCluster,Event,,,1.0,
EVENT_CLUSTER:780,UN forces incident | Incident expected between UN forces and Congolese forces. | Violence | 1961-04-11,EventCluster,Event,,,1.0,
EVENT_CLUSTER:781,Uprisings in Cabinda | Expected uprisings by African nationalists in Cabinda. | Demonstration,EventCluster,Event,,,1.0,
EVENT_CLUSTER:782,De Gaulle's press conference | De Gaulle discusses Algeria and negotiations with rebel leaders | Speech | 1961-04-11,EventCluster,Event,,,3.0,
EVENT_CLUSTER:783,Military goods unloading | Soviet ship unloads military goods in Cuba | Other | 1961-04-10,EventCluster,Event,,,1.0,
EVENT_CLUSTER:784,Gold sales by USSR | USSR sells gold on the international market | EconomicAction | 1961-03-15,EventCluster,Event,,,2.0,
EVENT_CLUSTER:785,USIB conclusions on Berlin | USIB reviews Berlin situation and concludes no increase in tensions | Communication,EventCluster,Event,,,1.0,
EVENT_CLUSTER:786,Speech by Sihanouk | Sihanouk praised President Kennedy's objective regarding Laos. | Speech | 1961-04-10,EventCluster,Event,,,1.0,
EVENT_CLUSTER:787,Political discussions in Laos | Laotian politicians proposing various formulae for a new government. | Negotiation,EventCluster,Event,,,1.0,
EVENT_CLUSTER:788,Request for funds | Gizenga answered a request from Cairo regarding funds for Stanleyville. | Communication | 1961-04-06,EventCluster,Event,,,1.0,
EVENT_CLUSTER:789,"Failed courier attempt | An earlier attempt to send $380,000 to Stanleyville failed when the courier lost the money. | Other",EventCluster,Event,,,1.0,
EVENT_CLUSTER:790,Negotiations between capitals | Indecisive maneuvering and telephone contact between leaders in Stanleyville and Leopoldville. | Negotiation,EventCluster,Event,,,1.0,
EVENT_CLUSTER:791,Mobutu's journey | Mobutu traveled to northern Congo allegedly to negotiate with Gizenga's military aides. | Travel,EventCluster,Event,,,1.0,
EVENT_CLUSTER:792,Harassment of UN officials | Tshombé is continuing his harassment of UN officials to halt military operations. | Violence,EventCluster,Event,,,1.0,
EVENT_CLUSTER:793,UN investigation for airlift | The UN is investigating means of airlifting part of the Indian contingent into Katanga. | PolicyAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:794,"Clashes in Angola | Clashes involving natives, police, and white civilians resulting in deaths and arrests. | Violence | 1961-04-10",EventCluster,Event,,,1.0,
EVENT_CLUSTER:795,Soviet proposals on Berlin | Moscow may advance proposals for negotiations on Berlin and Germany. | Negotiation | 1961-04-12,EventCluster,Event,,,1.0,
EVENT_CLUSTER:796,East German central committee plenum | Ulbricht called for a solution in the spirit of the Soviet memorandum. | Meeting | 1961-03-12,EventCluster,Event,,,1.0,
EVENT_CLUSTER:797,Government reorganization discussions | Discussions by King Savang and General Phoumi on deferring government reorganization. | Meeting | 1961-04-13,EventCluster,Event,,,1.0,
EVENT_CLUSTER:798,Withdrawal of government battalions | Phoumi ordered government battalions to withdraw to Luang Prabang. | MilitaryAction | 1961-04-13,EventCluster,Event,,,1.0,
EVENT_CLUSTER:799,Communication regarding Belgian Government's response | Taieb Sabhani communicated with American officials about the Belgian Government's unresponsiveness regar,EventCluster,Event,,,1.0,
EVENT_CLUSTER:800,Defense Minister's plans regarding Prime Minister | Plans of Defense Minister Botelho Moniz to force Prime Minister Salazar to change policies or step aside. | ,EventCluster,Event,,,1.0,
EVENT_CLUSTER:801,Discussion on German problem | Khrushchev discussed the German problem with Walter Lippmann. | Communication | 1961-04-10,EventCluster,Event,,,2.0,
EVENT_CLUSTER:802,Speech by Chiang Kai-shek | Chiang Kai-shek declared his intention to recover the mainland. | Speech,EventCluster,Event,,,1.0,
EVENT_CLUSTER:803,Negotiations with IPC | Prime Minister Qasim deadlocked negotiations with IPC. | Negotiation,EventCluster,Event,,,1.0,
EVENT_CLUSTER:804,"Arms Shipment to Ghana | Arms arrived in Ghana aboard a Soviet ship, destined for Gizenga. | EconomicAction | 1961-04-14",EventCluster,Event,,,2.0,
EVENT_CLUSTER:805,Meeting about Laos | Phoumi discusses governmental problems with Ambassador Brown. | Meeting | 1961-04-11,EventCluster,Event,,,1.0,
EVENT_CLUSTER:806,Funeral Ceremonies for King Sisavang Vong | Ceremonies planned for the late King Sisavang Vong. | Other | 1961-04-28,EventCluster,Event,,,1.0,
EVENT_CLUSTER:807,Negotiations in Brussels | Negotiations regarding Belgian policy in the Congo | Negotiation | April 1961,EventCluster,Event,,,1.0,
EVENT_CLUSTER:808,"Meeting between Tshombé and UN officials | A meeting involving Tshombé and UN officials, reported to Hammarskjold | Meeting | date not specified",EventCluster,Event,,,1.0,
EVENT_CLUSTER:809,Gromyko's proposal extension | Gromyko extended the Soviet plan for an interim agreement on Berlin to 18 months. | Negotiation | 1959-06-19,EventCluster,Event,,,1.0,
EVENT_CLUSTER:810,Gromyko's 18-month solution submission | Gromyko submitted another proposal for an 18-month solution regarding Berlin. | Negotiation | 1959-07-28,EventCluster,Event,,,1.0,
EVENT_CLUSTER:811,US embassy construction | Construction of the new US embassy in Warsaw. | Other | 1959-1960,EventCluster,Event,,,1.0,
EVENT_CLUSTER:812,Construction of Basement Shelters | Construction of basement shelters in the USSR and Czechoslovakia has been reduced or suspended. | PolicyAction | 1961-04-13,EventCluster,Event,,,1.0,
EVENT_CLUSTER:813,Chinese Nationalists' Concerns | Chinese Nationalist officials express concerns about US intentions regarding UN representation. | Communication | 1961-04-13,EventCluster,Event,,,1.0,
EVENT_CLUSTER:814,Iraqi Oil Negotiations | Negotiations between Qasim and IPC regarding oil concessions and demands. | Negotiation | 1961-04-13,EventCluster,Event,,,1.0,
EVENT_CLUSTER:815,Demonstrations in Iraq | Demonstrations that grew out of a strike against higher gasoline prices. | Demonstration | Late March 1961,EventCluster,Event,,,1.0,
EVENT_CLUSTER:816,Press Conference by Qasim | Qasim accused IPC of fomenting riots during a press conference. | Speech | 1961-04-13,EventCluster,Event,,,1.0,
EVENT_CLUSTER:817,Withdrawal of government forces | Withdrawal of government paratroop and infantry units to Luang Prabang. | MilitaryAction | 1961-04-14,EventCluster,Event,,,1.0,
EVENT_CLUSTER:818,Proposed international conference on Laos | Cambodia suggests the conference take place in Geneva to address the situation in Laos. | Negotiation,EventCluster,Event,,,1.0,
EVENT_CLUSTER:819,Challenge to Tshombé's power | Tribal traditionalists led by Munongo challenge Tshombé's hegemony in Katanga politics. | Other | 1961-04-12,EventCluster,Event,,,1.0,
EVENT_CLUSTER:820,Military reshuffling | Salazar reshuffled military supporters following cabinet changes. | PolicyAction | 1961-04-13,EventCluster,Event,,,2.0,
EVENT_CLUSTER:821,Repatriation Resumption | Repatriation of Korean residents in Japan to North Korea resumes. | PolicyAction | 1961-04-14,EventCluster,Event,,,2.0,
EVENT_CLUSTER:822,Repatriation Program Pressure | Pressure on Pyongyang to resume the repatriation program for Koreans. | PolicyAction | 1961-04-14,EventCluster,Event,,,2.0,
EVENT_CLUSTER:823,Anticipated Fighting | Anticipation of fighting between Afghan Army and Pakistani troops. | Violence,EventCluster,Event,,,1.0,
EVENT_CLUSTER:824,Meetings with French Government leaders | Souvanna had meetings with high French Government leaders before his departure. | Meeting | 1961-04-11,EventCluster,Event,,,1.0,
EVENT_CLUSTER:825,Constitutional changes in Katanga | Proposed changes in the Katanga constitution to subordinate the executive to the legislature. | PolicyAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:826,Statement on Portugal's African problems | Couve de Murville made a statement to Ambassador Elbrick regarding Portugal's stance on African issues. | Communicati,EventCluster,Event,,,1.0,
EVENT_CLUSTER:827,De Gaulle's remarks on Algeria | De Gaulle offered peace and cooperation to Algeria during a speaking tour. | Speech | 1961-04-12,EventCluster,Event,,,1.0,
EVENT_CLUSTER:828,De Gaulle's overture to rebels | De Gaulle made another overture to the rebels regarding settling the rebellion. | Speech | 1961-04-13,EventCluster,Event,,,1.0,
EVENT_CLUSTER:829,Meeting between British delegation and Ferhat Abbas | A British parliamentary delegation met with rebel Premier Ferhat Abbas. | Meeting | 1961-04-10,EventCluster,Event,,,1.0,
EVENT_CLUSTER:830,Repatriation agreement | Agreement for repatriation between Japanese and North Korean Red Cross Societies. | PolicyAction | 1959-00-00,EventCluster,Event,,,1.0,
EVENT_CLUSTER:831,Severing of trade with Japan | Syngman Rhee's government severed trade with Japan. | EconomicAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:832,Guerrilla Operations Preparation | Afghan Army prepares regular units for guerrilla operations in Pakistan. | MilitaryAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:833,"Manufacturing of tribal-type clothing | The Afghan army uniform factory in Kabul manufactured 10,000 sets of tribal-type clothing for Afghan soldiers. | Economi",EventCluster,Event,,,1.0,
EVENT_CLUSTER:834,Potential Afghan incursion into Pakistan | Afghan troops may cross the border to assist tribesmen against Pakistani Government forces. | MilitaryAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:835,Funeral Ceremonies Invitation | The Boun Oum government is working out steps to invite Laotian factions to the late King's funeral ceremonies. | Meeting | end o,EventCluster,Event,,,1.0,
EVENT_CLUSTER:836,Military Command Consideration | Hammarskjold is considering sending UN military commander McKeown to assume command of UN forces in Katanga. | Communication | ,EventCluster,Event,,,1.0,
EVENT_CLUSTER:837,Arms Supply Communication | Pierre Mulele advised Stanleyville about the availability of arms and ammunition in Cairo. | Communication | April 1961,EventCluster,Event,,,1.0,
EVENT_CLUSTER:838,Meeting suggestion | Gizenga suggested a meeting with the Leopoldville government. | Meeting,EventCluster,Event,,,1.0,
