node_key,label,node_type,source_type,example_mention,canonicalization_source,mention_count,source
EVENT_CLUSTER:3866,Cabinet shift in Turkey | Resignation of Turkish Defense Minister Semi Ergin and replacement by Etem Menderes. | PolicyAction | 1958-01-19,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3867,Communication from Mikhail Menshikov | Mikhail Menshikov communicated the importance of improving Soviet-American relations. | Communication | 1958-01-20,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3868,Khrushchev-Gomulka talks | Discussions between Khrushchev and Gomulka regarding Warsaw Pact arrangements and NATO decisions. | Meeting | 1958-01-20,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3869,Production of new Soviet fighters | Production of new Soviet supersonic interceptors at Plant 31. | Other | 1957-12,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3870,Service testing of new aircraft | Testing of MIG-21's scheduled for flights. | Other | 1957-04,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3871,Negotiation over ship offers | Negotiations between Indonesia and Japan regarding ship offers. | Negotiation | 1958-01-23,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3872,Attempt to stop illegal trading | Indonesian government issues decree to cease illegal barter trading. | PolicyAction | 1958-01-11,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3873,Request for rice import | Sumatran authorities request an American oil company to import rice. | Other,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3874,Formation of rival government | Reports of intentions to set up a rival government in Sumatra persist. | Other,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3875,Closure of Severodvinsk port | Closure of the port to Soviet merchant shipping by decree | PolicyAction | mid-October,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3876,Statements to French National Assembly | Strong statements made by Premier Gaillard and Foreign Minister Pineau regarding the Tunisian issue | Speech | 1958-01-,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3877,Proposal for control of outer space | Khrushchev parries US proposal for control of outer space. | Communication | 1958-01-27,EventCluster,Event,,,2.0,
EVENT_CLUSTER:3878,Rightist-centrist deal in Guatemala | Possible rightist-centrist deal in Guatemala. | Negotiation,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3879,"Peasant resistance in Rumania | Peasants in eastern Rumania resist agricultural collectivization, requiring armed intervention. | Violence | 1958-01-20",EventCluster,Event,,,1.0,
EVENT_CLUSTER:3880,Soviet protest to Pakistan | Moscow made its first formal protest to Karachi regarding American military facilities. | Communication | 1958-04-17,EventCluster,Event,,,3.0,
EVENT_CLUSTER:3881,Union proposal | President Nasir proposes resolutions for union with Syria | PolicyAction | 1958-01-27,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3882,"Soviet bombers landing | At least six Soviet BULL piston medium bombers landed at Anadyr airfield, possibly indicating preparations for Arctic exercises. | Mili",EventCluster,Event,,,1.0,
EVENT_CLUSTER:3883,Presidential Selection | Congress is expected to select the president after checking ballots. | Other | within ten days after 27 January,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3884,Ankara bombings | Bombings of a US Embassy warehouse and an Ankara bookstore. | Violence | 1958-01-27,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3885,Military pressure in Venezuela | Venezuelan military pressuring the governing junta's policies. | PolicyAction | 1958-01-26,EventCluster,Event,,,2.0,
EVENT_CLUSTER:3886,Political rallies | Political rallies in connection with legislative elections. | Demonstration | 1960-05-11 to 1960-05-15,EventCluster,Event,,,2.0,
EVENT_CLUSTER:3887,Rescue of Castro aides | Castro's rebels rescued two aides from a local jail. | Violence | 1958-01-26,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3888,Military meeting | A group of military officers met to protest the junta's policy on political activity. | Meeting | 1958-01-26,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3889,Proposed talks on Saimaa Canal | USSR proposed reopening discussions with Finland regarding the Saimaa Canal. | Negotiation | 1958-01-23,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3890,Jordanian support request | Jordanian Government seeks support from Saudi Arabia and Iraq for confederation plans. | Communication,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3891,Arms Purchase | Indonesian military mission purchased 30 MIG-17's during its visit. | EconomicAction | 1958-01-30,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3892,Discussions in Ankara | Discussions between British and Turkish governments regarding Cyprus. | Meeting | not specified,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3893,Threat to seek Czech assistance | Foreign Minister Balafrej threatened to seek Czech assistance for ammunition. | Communication | 1958-01-16,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3894,Libyan financial discussions | Discussions between the Libyan Government and Britain regarding financial support. | Negotiation | 1958-01,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3895,Discussion on Afghan trade agreement | Opportunity for discussing additional means of increasing cooperation between Afghanistan and Pakistan. | Negotiation | 1,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3896,Israeli note to the UN | Israel charges Syrian aggression in a note to the UN. | Communication | 1958-02-01,EventCluster,Event,,,2.0,
EVENT_CLUSTER:3897,Visit of Czech Premier Siroky | Czech Premier visits Indonesia to align with local issues. | Travel,EventCluster,Event,,,2.0,
EVENT_CLUSTER:3898,Political developments in Venezuela | Civilian support for the governing junta may not last long. | Other,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3899,Meeting of Sumatran Commanders | Meeting ordered by General Nasution for Sumatran army commanders to discuss regional problems. | Meeting | 1958-02-04 to 1958-0,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3900,Spanish offensive in West Africa | A military offensive being prepared by Spain against the Army of Liberation. | MilitaryAction | Early February 1958,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3901,Polish delegation to Indonesia | A Polish delegation departs for Djakarta to investigate shipping and personnel offers. | Travel,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3902,Announcement of willingness to negotiate | Kishi announced Japan's willingness to undertake peace treaty negotiations with the USSR. | Communication | 1958-02-1,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3903,UN observer patrol suggestion | Suggestion to establish a UN observer patrol along the border | PolicyAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3904,"Federation plan for Kuwait | Iraq and Jordan consider bringing Kuwait into their federation, facing opposition from Britain. | PolicyAction",EventCluster,Event,,,1.0,
EVENT_CLUSTER:3905,Egypt's claim to sovereignty | Egypt reaffirms its claim to sovereignty over areas along the Sudanese border. | PolicyAction | 1958-02-13,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3906,Closure of Ports | Djakarta ordered the closure of ports in rebel areas to all shipping. | PolicyAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3907,Potential Tripartite Conference | The British government is considering a tripartite conference regarding Cyprus. | Meeting,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3908,Support declaration for rebel government | Military commander and deputy declared support for the rebel government. | Communication | 1958-02-17,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3909,Potential resignation of Burmese President | Rumors suggest the Burmese President may resign soon. | Communication,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3910,Warning of Serious Incidents | A member of French Foreign Minister Pineau's staff warned of inevitable serious incidents in Tunisia. | Communication | 1958-03-0,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3911,Gharani group's conspiracy | The Gharani group was conspiring against the Shah but failed to implement their plot. | Other | 1958-03-01,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3912,Moroccan annexation campaign | The King of Morocco declared the intention to press for the return of the Sahara. | PolicyAction | 1958-02-25,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3913,Appointment of United Arab Republic Cabinet | Nasir appointed a 131-man cabinet for the United Arab Republic. | PolicyAction | 1958-03-07,EventCluster,Event,,,2.0,
EVENT_CLUSTER:3914,Support pledge by Barlian's troops | Barlian's troops pledged support to him as a warning against Djakarta. | Other | 1958-03-01,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3915,Warning by Prime Minister Djuanda | Warning issued to persons in Java about listening to dissident broadcasts. | PolicyAction | 1958-03-01,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3916,Caretaker premier appointment | Greek King names caretaker premier pending early elections desired by Karamanlis. | Other,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3917,Bombing threat in Djakarta | Djakarta warns it will bomb American- and Dutch-owned oil storage tanks. | Violence,EventCluster,Event,,,2.0,
EVENT_CLUSTER:3918,Presses blown up in Jordan | Nasir sympathizers blow up presses of progovernment newspaper. | Violence,EventCluster,Event,,,3.0,
EVENT_CLUSTER:3919,Offer from Rumania | India receives a firm offer from Rumania to finance and construct a government-owned refinery. | EconomicAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3920,Troop Presence in Jordan | Saudi troops were moved to Jordan ostensibly to protect against Israeli attacks. | MilitaryAction | 1956-1957,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3921,Approval of working paper | Norwegian cabinet's inner security group informally approved a working paper rejecting the Rapacki plan. | PolicyAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3922,Military moves in Indonesia | Indonesian military forces are making moves to invade. | MilitaryAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3923,Meeting of the United Nations Emergency Force Advisory Committee | Meeting called by Hammarskjold to discuss Egypt's military actions. | Meeting | 1958-03-05,EventCluster,Event,,,2.0,
EVENT_CLUSTER:3924,Conscription Announcement | Announcement of conscription for males aged 15 to 45 in rural defense corps. | PolicyAction | 1958-03-06,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3925,Jordanian Terrorist Action | Jordan sent terrorists into Syria to blow up bridges. | Violence | 1958-03-02,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3926,Establishment of autonomous Arab Palestine government | Scheduled establishment or revival of an autonomous Arab Palestine government. | Other | 1958-03-15,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3927,Response to Istiqlal initiative | The Tunisian Neo-Destour party proposed a meeting to discuss the Istiqlal initiative. | Meeting | 1958-03-02,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3928,Elections for Ryukyu Islands legislature | Elections expected to result in significant gains for the extreme leftist party. | Other | 1958-03-16,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3929,Troop Reduction Decision | French decision to reduce ground forces in Morocco. | PolicyAction | 1958-03-08,EventCluster,Event,,,2.0,
EVENT_CLUSTER:3930,Election of Ryukyu Islands legislature | Election where the Liaison Council for the Protection of Democracy is expected to gain seats. | Other | 1958-03-16,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3931,Proposal for western Mediterranean pact | Premier Gaillard's statement regarding a western Mediterranean pact. | PolicyAction | 1958-03-07,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3932,Attack on Marshal Konev | Belgrade breaks ideological truce by attacking Marshal Konev. | Communication | 1958-03-10,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3933,Accusation against Konev | Borba accuses Konev of ignoring Yugoslav contributions to WWII. | Communication | 1958-03-06,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3934,Territorial Dispute | Spanish and Moroccan governments are unable to negotiate an early settlement of their territorial dispute. | Negotiation,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3935,Criticism of Konev | A stinging attack on Soviet Marshal Konev regarding his treatment of Yugoslav contributions to WWII. | Communication,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3936,Creation of legislative council in Gaza | Egypt plans to create a legislative council to appeal to Palestinian refugees. | PolicyAction | 1958-03-15,EventCluster,Event,,,2.0,
EVENT_CLUSTER:3937,Economic Blockade Threat | Jordan may face an economic blockade from the United Arab Republic due to King Husayn's plan. | PolicyAction | 1958-03-11,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3938,Petition for Merging Palestine | Petition signed by Palestinian refugees presented to UAR President Nasir. | Communication,EventCluster,Event,,,5.0,
EVENT_CLUSTER:3939,Jordanian cabinet authorized reprisals | The Jordanian cabinet authorized reprisals against Syria. | PolicyAction | 1958-03-04,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3940,Negotiations resumed | Syria agreed to resume negotiations after Jordan held up Syrian vehicles. | Negotiation | 1958-03-05,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3941,Discussion on UAR Threat | British Foreign Secretary Lloyd discusses the threat of the United Arab Republic to Western interests. | Communication,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3942,Military precautions by UAR | UAR has continued military precautions and taken additional measures. | MilitaryAction | March 1958,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3943,Military Movements in Jordan | Concentration of Jordan's armored and infantry units reported. | MilitaryAction | 1958-03-09,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3944,Chinese Nationalist interference with British shipping | Two British merchant ships were briefly detained on orders of Chinese Nationalist naval headquarters. |,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3945,Reappointment of ministers | Other ministers resigned briefly and were reappointed under Gonzalo Guell | Other | 1958-03-12,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3946,"Rejection of church mediation | Fidel Castro rejected church mediation, affecting the political situation | Communication | 1958-03-11",EventCluster,Event,,,1.0,
EVENT_CLUSTER:3947,Construction of military area | Yemen is constructing a military area on the coast. | MilitaryAction,EventCluster,Event,,,2.0,
EVENT_CLUSTER:3948,Soviet Union's offer to supply vessels | USSR agreed to provide ten small merchant vessels to Indonesia under a loan. | EconomicAction | 1958-03-11,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3949,Creation of New Communist Journal | A new Communist journal is established to replace Cominform. | Other | 1958-03-11,EventCluster,Event,,,2.0,
EVENT_CLUSTER:3950,Nasir's funding order | Nasir ordered payment of funds to the NUP to buy allegiance of independents. | PolicyAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3951,Communication between Lloyd and Brentano | Lloyd warned Brentano about potential withdrawal of British forces from Germany. | Communication | 1958-03-06,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3952,Bundestag session discussion | Discussion regarding the location of the Bundestag session. | Meeting,EventCluster,Event,,,2.0,
EVENT_CLUSTER:3953,Dispatch of Egyptian naval ships | Egypt may dispatch naval ships to be based in Yemeni waters. | MilitaryAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3954,Arrival of Soviet survey team | Soviet survey team apparently to arrive in early October. | Other | early October,EventCluster,Event,,,2.0,
EVENT_CLUSTER:3955,Evacuation recommendation | The American consul recommended the evacuation of all American dependents. | Communication | 1958-03-16,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3956,Dispute over Outer Mongolia's UN entry | Dispute regarding Outer Mongolia's entry into the UN | Negotiation | 1955,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3957,Intelligence Mission | Egyptian commander authorized dispatch of intelligence parties into Israel. | MilitaryAction | 1958-03-07,EventCluster,Event,,,2.0,
EVENT_CLUSTER:3958,Soviet objections to agreements | Soviet counselor communicated objections to American officials regarding agreements. | Communication | 1958-03-17,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3959,Socialists' Meeting | Socialists discussed their policy toward Algeria. | Meeting | 1958-03-15,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3960,Appointment of new Republican government | Appointment of a new Republican government in West Pakistan to counter opposition efforts. | PolicyAction | 1958-03-1,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3961,Diplomatic change in Egypt | Replacement of Egyptian ambassador Ahmad Hussein with Mustafa Kamil. | PolicyAction | 1958-03-20,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3962,Call for Batista to resign | Church leaders urge Batista to resign and allow new elections. | Communication,EventCluster,Event,,,2.0,
EVENT_CLUSTER:3963,Pakistan-Britain Military Negotiations | Negotiations for the purchase of military aircraft between Pakistan and Britain. | Negotiation,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3964,Mediation Efforts | Catholic Church leaders resumed efforts to mediate the crisis in Cuba. | Negotiation | 1958-03-21,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3965,Transfer of military troops | Transfer of military police and army commandos to reinforce troops in Siantar. | MilitaryAction | 1958-03-17,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3966,Independents Decision | Decision expected from the Independents regarding their continuance in the coalition. | Other | 1958-03-25,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3967,Pressure on Tokyo by Chinese Nationalist Government | Chinese Nationalist Government may pressure Tokyo regarding a trade delegation. | PolicyAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3968,Request for Visas | Indonesian ambassador requests permission for Soviet pilots to deliver aircraft. | Communication | 1958-03,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3969,Japanese ambassador's return to Taipei | Japanese ambassador scheduled to return with an explanation of Tokyo's position | Travel | about the end of March 1958,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3970,Demonstrations in Djakarta | Local Communists are organizing demonstrations against foreign intervention. | Demonstration | not specified,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3971,Deployment of Egyptian MIGs | An Egyptian MIG jet fighter squadron will be deployed to Syria. | MilitaryAction | 1958-04-01,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3972,Naval ship departure | Two naval ships built for the Indonesian Government are scheduled to depart for Djakarta. | Travel | 1958-03-29,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3973,Soviet ship arrival | A Soviet ship carrying cranes and trucks expected to reach Indonesia. | Travel | 1958-04-12,EventCluster,Event,,,2.0,
EVENT_CLUSTER:3974,Pineau's visit to Adenauer | Pineau is expected to discuss a proposal for disengagement in central Europe with Adenauer | Meeting | 1958-03-28,EventCluster,Event,,,2.0,
EVENT_CLUSTER:3975,Khrushchev Assumes Premiership | Khrushchev becomes chief executive of both government and party. | Other,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3976,Meeting between Bourguiba and Ambassador Jones | Bourguiba told Ambassador Jones he could make no further concessions to the French. | Meeting | 1958-03-26,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3977,Political differences in Panama | Political and personal differences within Panama's ruling clique threatening stability. | Other,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3978,Reaction to Khrushchev's appointment | Yugoslavia's Foreign Ministry expressed sympathy towards Khrushchev's appointment. | Communication | 1958-03-28,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3979,Visit to South Celebes | Lt. Col. Sukendro visited South Celebes to appraise the situation. | Travel | 1958-03-23 to 1958-03-26,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3980,Torrington by-election | The Conservatives lost the parliamentary seat to the Liberals. | Other | 1958-03-27,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3981,Resignation of ambassador to London | Another son of Harmodio Arias resigned as ambassador to London. | Other,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3982,UK-Saudi relations discussion | High-level representatives from the British Foreign Office met to discuss UK-Saudi relations. | Meeting | 1958-03-26,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3983,"Ousting Batista | Castro sets a target date for ousting Batista, relying on popular support. | Other | 1958-04-12",EventCluster,Event,,,2.0,
EVENT_CLUSTER:3984,Concerns over Good Offices Mission | Tunisian government expresses concern over the good offices negotiations regarding the Algerian-Tunisian border. | Communic,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3985,Cuban Rebellion Final Phase | Final phase of Castro's rebellion against Batista scheduled to take place. | Other | 1958-04-15,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3986,Withdrawal of candidacy | President Chamoun offers to withdraw his candidacy in favor of General Shihab. | Other | 1958-04-24,EventCluster,Event,,,5.0,
EVENT_CLUSTER:3987,Diplomatic Clearance Request | Burma seeks diplomatic clearance from the UAR for military overflight. | Communication,EventCluster,Event,,,2.0,
EVENT_CLUSTER:3988,Discussion on Palestine | Nasir may discuss Palestine problem during Moscow visit. | Communication | end of April 1958,EventCluster,Event,,,3.0,
EVENT_CLUSTER:3989,Reinforcement of Troops | Israelis reinforce Lake Hula troops; both sides maintain defensive readiness. | MilitaryAction,EventCluster,Event,,,2.0,
EVENT_CLUSTER:3990,Kashmir report release | UN representative Graham's report on Kashmir is scheduled for release. | Communication | 1958-04-03,EventCluster,Event,,,4.0,
EVENT_CLUSTER:3991,Soviet campaign against West German armament policy | Soviet campaign intensified following Gromyko's speech | Communication,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3992,Warning Issued by Czechoslovakia | Czechoslovakia sent a warning memorandum to the United States and various European countries. | Communication | 1958-04-01,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3993,Communication from Yeh | Yeh informed Japan that Nationalist China could not accept postponement on the Communist flag issue. | Communication | 1958-04-01,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3994,Request for amendment of WEU restrictions | The West German Defense Ministry requested an amendment to WEU restrictions on armament production. | PolicyAction |,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3995,Withdrawal of army paratroopers | Order for the withdrawal of one company of army paratroopers from Medan. | MilitaryAction | 1958-03-28,EventCluster,Event,,,2.0,
EVENT_CLUSTER:3996,Defections from dissident movement | An army major and the Bukittinggi police chief defected from the dissident movement. | Other | mid-March,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3997,Conference of Pakistani Ambassadors | Ambassadors discuss new attitudes toward the Near East. | Meeting | 1958-03-28 to 1958-03-29,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3998,Letter from Bourguiba to Secretary Dulles | Bourguiba formally objects to neutral surveillance of the border. | Communication | 1958-04-02,EventCluster,Event,,,1.0,
EVENT_CLUSTER:3999,Pastoral letter | A letter from the Catholic Church addressing the power crisis in the government. | Communication,EventCluster,Event,,,2.0,
EVENT_CLUSTER:4000,Negative Reaction in Peiping | Peiping receives somewhat negative reaction to suggestion that Asian diplomats volunteer for labor. | Communication,EventCluster,Event,,,1.0,
EVENT_CLUSTER:4001,Political conflict | Conflict between President Siles and Juan Lechin threatens economic stabilization. | Other | 1958-03,EventCluster,Event,,,1.0,
EVENT_CLUSTER:4002,Voluntary Labor by UAR Ambassador | Ambassador Rajab of the United Arab Republic and his staff participated in voluntary labor at a reservoir project. | Other |,EventCluster,Event,,,1.0,
EVENT_CLUSTER:4003,Dissident Activity in North Sumatra | Dissidents are well armed and maintaining strong defensive positions. | Violence,EventCluster,Event,,,1.0,
EVENT_CLUSTER:4004,Meeting between Rimawi and Nasir | Exiled Jordanian Baath party leader Rimawi met with Nasir on a serious matter. | Meeting | 1958-03-27,EventCluster,Event,,,1.0,
EVENT_CLUSTER:4005,Discussion of non-Arab federation | Iran is exploring the formation of a non-Arab federation with Pakistan and Turkey. | Negotiation,EventCluster,Event,,,2.0,
EVENT_CLUSTER:4006,Modification of repatriation demands | West Germany appears to have modified repatriation demands in entering an agreement with USSR. | PolicyAction,EventCluster,Event,,,2.0,
EVENT_CLUSTER:4007,Secret talks on Iranian-Pakistan union | Informal discussions suggested by the Shah of Iran regarding a union between Iran and Pakistan. | Communication,EventCluster,Event,,,1.0,
EVENT_CLUSTER:4008,Ambassadorial conference in Karachi | Conference held by Pakistan to discuss ways to reduce Nasir's prestige. | Meeting,EventCluster,Event,,,1.0,
EVENT_CLUSTER:4009,Preparatory diplomatic talks | The USSR is inclined to accept preparatory diplomatic talks regarding a summit conference. | Negotiation | 1958-04-10,EventCluster,Event,,,1.0,
EVENT_CLUSTER:4010,Negotiation on border territory | Peiping agreed to negotiate on a territory near the Tibetan border claimed by both China and India. | Negotiation,EventCluster,Event,,,1.0,
EVENT_CLUSTER:4011,Conflict in Cuba | Castro's strike attempt partially effective in Santiago. | Violence,EventCluster,Event,,,3.0,
EVENT_CLUSTER:4012,Distribution of antiregime pamphlets | Pamphlets were distributed by police personnel at the instigation of certain army elements. | Demonstration | 1958-04-03 ,EventCluster,Event,,,1.0,
EVENT_CLUSTER:4013,Communication from Sulh | Sulh stated he is receiving reports of dissidence within Syria. | Communication | 1958-04-07,EventCluster,Event,,,1.0,
EVENT_CLUSTER:4014,Cairo's consideration of Soviet airliners | Cairo is considering the purchase of Soviet civil jet airliners. | PolicyAction | 1958-04-12,EventCluster,Event,,,1.0,
EVENT_CLUSTER:4015,Currency stabilization attempt | Saudi Arabia attempts to borrow money for currency stabilization. | EconomicAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:4016,Warning from Balafrej | Moroccan Foreign Minister warns Spain about potential retaliation. | Communication | 1958-04-11,EventCluster,Event,,,2.0,
EVENT_CLUSTER:4017,Speech on military action | President Sukarno reiterated Djakarta's determination for a quick military defeat of the Central Sumatran regime. | Speech | 1958-04,EventCluster,Event,,,1.0,
EVENT_CLUSTER:4018,Soviet IGY cruise | The Vityaz is on a cruise related to the International Geophysical Year. | Other,EventCluster,Event,,,1.0,
EVENT_CLUSTER:4019,"Naval Operations | Naval forces are positioned offshore, with expectations of shelling beaches prior to a landing by government troops. | MilitaryAction | 1958-",EventCluster,Event,,,2.0,
EVENT_CLUSTER:4020,Chancellor's visit to London | Meeting between Macmillan and Adenauer regarding the free trade area. | Meeting | 1958-04-16 to 1958-04-19,EventCluster,Event,,,2.0,
EVENT_CLUSTER:4021,Dissident Appeal | Lt. Col. Sumual directed an appeal to commanders of the revolutionary air force. | Communication | 1958-04-13,EventCluster,Event,,,1.0,
EVENT_CLUSTER:4022,"Uprising in Medan | Uprising by upwards of 1,000 government troops in sympathy with dissidents. | Violence | mid-March 1958",EventCluster,Event,,,1.0,
EVENT_CLUSTER:4023,Landing at Palu | Indonesian Navy landed two battalions and an armored platoon without opposition. | MilitaryAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:4024,"Shipping Acquisition | The Indonesian government acquired 17,000 tons of shipping from Soviet sources. | EconomicAction",EventCluster,Event,,,1.0,
EVENT_CLUSTER:4025,"Arrival of Patrol Escorts | Two PCE's ordered from Italy are en route to Indonesia, expected to arrive in early May. | Travel | 1958-05-01",EventCluster,Event,,,1.0,
EVENT_CLUSTER:4026,Economic reform in Yugoslavia | Yugoslavia is implementing a far-reaching economic reform. | PolicyAction | 1961-04-19,EventCluster,Event,,,3.0,
EVENT_CLUSTER:4027,"Central government landings in Indonesia | Central government landings near Padang believed imminent with an attacking force of 6,500 men. | MilitaryAction | 19",EventCluster,Event,,,1.0,
EVENT_CLUSTER:4028,US Embassy observation on British nuclear disarmament | US Embassy in London sees drive for unilateral British nuclear disarmament declining. | Communication | ,EventCluster,Event,,,1.0,
EVENT_CLUSTER:4029,Threat to expel Egyptian teachers | King Mohamed V ordered a direct approach to Nasir including threats to expel Egyptian teachers. | PolicyAction | 1958-04-05,EventCluster,Event,,,1.0,
EVENT_CLUSTER:4030,Collectivization Campaign | Renewed campaign to increase agricultural socialization. | PolicyAction | 1958-04-15,EventCluster,Event,,,1.0,
EVENT_CLUSTER:4031,Threatened by Pressures | Kishi Government threatened by pressures from Communist China and USSR regarding trade agreements. | Communication | 1958-04-15,EventCluster,Event,,,1.0,
EVENT_CLUSTER:4032,Discussion between Nasir and Moroccan leaders | Nasir invited leaders of the Moroccan Istiqlal and Tunisian Neo-Destour to discuss common problems. | Meeting,EventCluster,Event,,,1.0,
EVENT_CLUSTER:4033,Labor party rally | Rally to keep pressure on the government regarding nuclear tests | Demonstration | 1958-04-13,EventCluster,Event,,,1.0,
EVENT_CLUSTER:4034,Separate meetings proposed by Gromyko | Gromyko wants separate meetings with Western ambassadors. | Meeting | 1958-04-19,EventCluster,Event,,,3.0,
EVENT_CLUSTER:4035,Naval Task Force Organization | A naval task force has been organized for an amphibious attack. | MilitaryAction | 1958-04-15,EventCluster,Event,,,1.0,
EVENT_CLUSTER:4036,Summit Meeting Discussion | Discussion on disarmament and German unification led by Chancellor Adenauer. | Meeting | 1958-04-16,EventCluster,Event,,,1.0,
EVENT_CLUSTER:4037,Protest by Jordan | Israeli armor in Jerusalem for anniversary celebration will probably evoke protest by Jordan. | Demonstration | 1958-04-24,EventCluster,Event,,,1.0,
