community_id,node_key,label,analyst_label,size,top_labels,top_types,analyst_summary,community,display_label
86,COMMUNITY:86,ANGLO-EGYPTIAN NEGOTIATIONS; JAPANESE DEFENSE OFFICIALS; Anglo-Egyptian negotiations | Informal talks suspended due to disagreements over British technicians' uniforms. | Negotiation | 23 September 1953,"U.S. reporting, diplomacy, and intelligence assessment",3,ANGLO-EGYPTIAN NEGOTIATIONS; JAPANESE DEFENSE OFFICIALS; Anglo-Egyptian negotiations | Informal talks suspended due to disagreements over British technicians' uniforms. | Negotiation | 23 September 1953,"{""CanonicalEntity"": 2, ""EventCluster"": 1}",This group connects 3 lower-level nodes around: ANGLO-EGYPTIAN NEGOTIATIONS; JAPANESE DEFENSE OFFICIALS; Anglo-Egyptian negotiations | Informal talks suspended due to disagreements over British technicians' uniforms. | Negotiation | 23 September 1953.,86,ANGLO-EGYPTIAN NEGOTIATIONS; JAPANESE DEFENSE OFFICIALS; Anglo-Egyptian negotiations | Informal talks suspended due to disagreements over British technicians' uniforms. | Negotiation | 23 September 1953
87,COMMUNITY:87,"GUEVARA GROUP; MANCHENO; Student and Laborer Parade | A parade of students, laborers, and leftist political parties that turned violent. | Demonstration | 1951-03-31",Labor unrest and internal political pressure,3,"GUEVARA GROUP; MANCHENO; Student and Laborer Parade | A parade of students, laborers, and leftist political parties that turned violent. | Demonstration | 1951-03-31","{""CanonicalEntity"": 2, ""EventCluster"": 1}","This group connects 3 lower-level nodes around: GUEVARA GROUP; MANCHENO; Student and Laborer Parade | A parade of students, laborers, and leftist political parties that turned violent. | Demonstration | 1951-03-31.",87,"GUEVARA GROUP; MANCHENO; Student and Laborer Parade | A parade of students, laborers, and leftist political parties that turned violent. | Demonstration | 1951-03-31"
88,COMMUNITY:88,LEBANESE EMBASSY; SOVIET-IRANIAN FISHERIES; Pressure against Iranian nationalization | Soviet official directed the discharge of Iranian employees discussing nationalization. | PolicyAction | October,"Soviet policy, leadership, and bloc maneuvering",3,LEBANESE EMBASSY; SOVIET-IRANIAN FISHERIES; Pressure against Iranian nationalization | Soviet official directed the discharge of Iranian employees discussing nationalization. | PolicyAction | October,"{""CanonicalEntity"": 2, ""EventCluster"": 1}",This group connects 3 lower-level nodes around: LEBANESE EMBASSY; SOVIET-IRANIAN FISHERIES; Pressure against Iranian nationalization | Soviet official directed the discharge of Iranian employees discussing nationalization. | PolicyAction | October.,88,LEBANESE EMBASSY; SOVIET-IRANIAN FISHERIES; Pressure against Iranian nationalization | Soviet official directed the discharge of Iranian employees discussing nationalization. | PolicyAction | October
89,COMMUNITY:89,INTRANSIGENT RADICAL CIVIC UNION; PEOPLES RADICAL CIVIC UNION; Economic reorganization in China | New regulations issued to decentralize industry and manage labor force. | PolicyAction,Chinese policy and regional positioning,3,INTRANSIGENT RADICAL CIVIC UNION; PEOPLES RADICAL CIVIC UNION; Economic reorganization in China | New regulations issued to decentralize industry and manage labor force. | PolicyAction,"{""CanonicalEntity"": 2, ""EventCluster"": 1}",This group connects 3 lower-level nodes around: INTRANSIGENT RADICAL CIVIC UNION; PEOPLES RADICAL CIVIC UNION; Economic reorganization in China | New regulations issued to decentralize industry and manage labor force. | PolicyAction.,89,INTRANSIGENT RADICAL CIVIC UNION; PEOPLES RADICAL CIVIC UNION; Economic reorganization in China | New regulations issued to decentralize industry and manage labor force. | PolicyAction
90,COMMUNITY:90,JULIUSZ HUEBNER; POLANDS INTERNAL SECURITY FORCES; WACLAW KOMAR,"Military posture, security forces, and regime stability",3,JULIUSZ HUEBNER; POLANDS INTERNAL SECURITY FORCES; WACLAW KOMAR,"{""CanonicalEntity"": 3}",This group connects 3 lower-level nodes around: JULIUSZ HUEBNER; POLANDS INTERNAL SECURITY FORCES; WACLAW KOMAR.,90,JULIUSZ HUEBNER; POLANDS INTERNAL SECURITY FORCES; WACLAW KOMAR
91,COMMUNITY:91,NORTH KOREAN COMMUNIST LEADERSHIP; SOUTH KOREAN LABOR PARTY; Bilateral talks suggestion | The Soviet ambassador suggested bilateral talks with France regarding the German problem. | Communication | 1953-07-31 to 1953-08-0,"Soviet policy, leadership, and bloc maneuvering",3,NORTH KOREAN COMMUNIST LEADERSHIP; SOUTH KOREAN LABOR PARTY; Bilateral talks suggestion | The Soviet ambassador suggested bilateral talks with France regarding the German problem. | Communication | 1953-07-31 to 1953-08-0,"{""CanonicalEntity"": 2, ""EventCluster"": 1}",This group connects 3 lower-level nodes around: NORTH KOREAN COMMUNIST LEADERSHIP; SOUTH KOREAN LABOR PARTY; Bilateral talks suggestion | The Soviet ambassador suggested bilateral talks with France regarding the German problem. | Communication | 1953-07-31 to 1953-08-0.,91,NORTH KOREAN COMMUNIST LEADERSHIP; SOUTH KOREAN LABOR PARTY; Bilateral talks suggestion | The Soviet ambassador suggested bilateral talks with France regarding the German problem. | Communication | 1953-07-31 to 1953-08-0
92,COMMUNITY:92,LIEUTENANT COLONEL TASWIN; PHILIPPINE FOREIGN MINISTRY; Request for Information | The Philippine Foreign Ministry requested up-to-date reports on the status of U.S. armed forces or bases. | Communication,LIEUTENANT COLONEL TASWIN; PHILIPPINE FOREIGN MINISTRY; Request for Information | The Phil,3,LIEUTENANT COLONEL TASWIN; PHILIPPINE FOREIGN MINISTRY; Request for Information | The Philippine Foreign Ministry requested up-to-date reports on the status of U.S. armed forces or bases. | Communication,"{""CanonicalEntity"": 2, ""EventCluster"": 1}",This group connects 3 lower-level nodes around: LIEUTENANT COLONEL TASWIN; PHILIPPINE FOREIGN MINISTRY; Request for Information | The Philippine Foreign Ministry requested up-to-date reports on the status of U.S. armed forces or bases. | Communication.,92,LIEUTENANT COLONEL TASWIN; PHILIPPINE FOREIGN MINISTRY; Request for Information | The Philippine Foreign Ministry requested up-to-date reports on the status of U.S. armed forces or bases. | Communication
93,COMMUNITY:93,"BRITISH DE HAVILLAND; HELWAN; Construction of large installation | Egypt began construction of a large installation comprising a steelworks, foundry, and rolling mill. | Other | late 1954",BRITISH DE HAVILLAND; HELWAN; Construction of large installation | Egypt began constructio,3,"BRITISH DE HAVILLAND; HELWAN; Construction of large installation | Egypt began construction of a large installation comprising a steelworks, foundry, and rolling mill. | Other | late 1954","{""CanonicalEntity"": 2, ""EventCluster"": 1}","This group connects 3 lower-level nodes around: BRITISH DE HAVILLAND; HELWAN; Construction of large installation | Egypt began construction of a large installation comprising a steelworks, foundry, and rolling mill. | Other | late 1954.",93,"BRITISH DE HAVILLAND; HELWAN; Construction of large installation | Egypt began construction of a large installation comprising a steelworks, foundry, and rolling mill. | Other | late 1954"
94,COMMUNITY:94,DEFENSE SECRETARY GOSNJAK; YUGOSLAV PARLIAMENT,"Military posture, security forces, and regime stability",2,DEFENSE SECRETARY GOSNJAK; YUGOSLAV PARLIAMENT,"{""CanonicalEntity"": 2}",This group connects 2 lower-level nodes around: DEFENSE SECRETARY GOSNJAK; YUGOSLAV PARLIAMENT.,94,DEFENSE SECRETARY GOSNJAK; YUGOSLAV PARLIAMENT
95,COMMUNITY:95,NATIONAL YOUTH CORPS; TAIPEI RIOTS,NATIONAL YOUTH CORPS; TAIPEI RIOTS,2,NATIONAL YOUTH CORPS; TAIPEI RIOTS,"{""CanonicalEntity"": 2}",This group connects 2 lower-level nodes around: NATIONAL YOUTH CORPS; TAIPEI RIOTS.,95,NATIONAL YOUTH CORPS; TAIPEI RIOTS
96,COMMUNITY:96,DEAN RUSK; TOKYO CONFERENCE,DEAN RUSK; TOKYO CONFERENCE,2,DEAN RUSK; TOKYO CONFERENCE,"{""CanonicalEntity"": 2}",This group connects 2 lower-level nodes around: DEAN RUSK; TOKYO CONFERENCE.,96,DEAN RUSK; TOKYO CONFERENCE
97,COMMUNITY:97,LIBYANS; LIBYAN COUNCIL OF MINISTERS,LIBYANS; LIBYAN COUNCIL OF MINISTERS,2,LIBYANS; LIBYAN COUNCIL OF MINISTERS,"{""CanonicalEntity"": 2}",This group connects 2 lower-level nodes around: LIBYANS; LIBYAN COUNCIL OF MINISTERS.,97,LIBYANS; LIBYAN COUNCIL OF MINISTERS
98,COMMUNITY:98,INDONESIAN DIPLOMATS; RUSSIAN EMBASSY,"U.S. reporting, diplomacy, and intelligence assessment",2,INDONESIAN DIPLOMATS; RUSSIAN EMBASSY,"{""CanonicalEntity"": 2}",This group connects 2 lower-level nodes around: INDONESIAN DIPLOMATS; RUSSIAN EMBASSY.,98,INDONESIAN DIPLOMATS; RUSSIAN EMBASSY
99,COMMUNITY:99,GENERAL GOES MONTEIRO; US AMBASSADOR JOHNSON,GENERAL GOES MONTEIRO; US AMBASSADOR JOHNSON,2,GENERAL GOES MONTEIRO; US AMBASSADOR JOHNSON,"{""CanonicalEntity"": 2}",This group connects 2 lower-level nodes around: GENERAL GOES MONTEIRO; US AMBASSADOR JOHNSON.,99,GENERAL GOES MONTEIRO; US AMBASSADOR JOHNSON
100,COMMUNITY:100,LAOTIAN PEOPLES LIBERATION ARMY; LAOS INVASION,Cold War crisis monitoring and escalation,2,LAOTIAN PEOPLES LIBERATION ARMY; LAOS INVASION,"{""CanonicalEntity"": 2}",This group connects 2 lower-level nodes around: LAOTIAN PEOPLES LIBERATION ARMY; LAOS INVASION.,100,LAOTIAN PEOPLES LIBERATION ARMY; LAOS INVASION
101,COMMUNITY:101,VLADIMIR USTINOV; YEKATERINA FURTSEVA,VLADIMIR USTINOV; YEKATERINA FURTSEVA,2,VLADIMIR USTINOV; YEKATERINA FURTSEVA,"{""CanonicalEntity"": 2}",This group connects 2 lower-level nodes around: VLADIMIR USTINOV; YEKATERINA FURTSEVA.,101,VLADIMIR USTINOV; YEKATERINA FURTSEVA
102,COMMUNITY:102,CHILEAN CABINET; LABOR MINISTER FONCEA,Labor unrest and internal political pressure,2,CHILEAN CABINET; LABOR MINISTER FONCEA,"{""CanonicalEntity"": 2}",This group connects 2 lower-level nodes around: CHILEAN CABINET; LABOR MINISTER FONCEA.,102,CHILEAN CABINET; LABOR MINISTER FONCEA
103,COMMUNITY:103,CONFEDERATION OF ECUADORAN WORKERS (CTE); MANABI EXPLORATION COMPANY,Labor unrest and internal political pressure,2,CONFEDERATION OF ECUADORAN WORKERS (CTE); MANABI EXPLORATION COMPANY,"{""CanonicalEntity"": 2}",This group connects 2 lower-level nodes around: CONFEDERATION OF ECUADORAN WORKERS (CTE); MANABI EXPLORATION COMPANY.,103,CONFEDERATION OF ECUADORAN WORKERS (CTE); MANABI EXPLORATION COMPANY
104,COMMUNITY:104,EAST GERMAN MINISTRY OF TRANSPORT; Planning of post-ratification measures | East German Ministry of Transport conferred on propaganda activity and measures against West Berlin. | PolicyAction | 1,Cold War crisis monitoring and escalation,2,EAST GERMAN MINISTRY OF TRANSPORT; Planning of post-ratification measures | East German Ministry of Transport conferred on propaganda activity and measures against West Berlin. | PolicyAction | 1,"{""CanonicalEntity"": 1, ""EventCluster"": 1}",This group connects 2 lower-level nodes around: EAST GERMAN MINISTRY OF TRANSPORT; Planning of post-ratification measures | East German Ministry of Transport conferred on propaganda activity and measures against West Berlin. | PolicyAction | 1.,104,EAST GERMAN MINISTRY OF TRANSPORT; Planning of post-ratification measures | East German Ministry of Transport conferred on propaganda activity and measures against West Berlin. | PolicyAction | 1
105,COMMUNITY:105,DE GASPERI CABINET; EAST GERMAN SECURITY MINISTER,"Military posture, security forces, and regime stability",2,DE GASPERI CABINET; EAST GERMAN SECURITY MINISTER,"{""CanonicalEntity"": 2}",This group connects 2 lower-level nodes around: DE GASPERI CABINET; EAST GERMAN SECURITY MINISTER.,105,DE GASPERI CABINET; EAST GERMAN SECURITY MINISTER
106,COMMUNITY:106,ISRAELI TROOPS; UN OBSERVER HUTCHISON,ISRAELI TROOPS; UN OBSERVER HUTCHISON,2,ISRAELI TROOPS; UN OBSERVER HUTCHISON,"{""CanonicalEntity"": 2}",This group connects 2 lower-level nodes around: ISRAELI TROOPS; UN OBSERVER HUTCHISON.,106,ISRAELI TROOPS; UN OBSERVER HUTCHISON
107,COMMUNITY:107,EGYPTIAN GOVERNMENT-CONTROLLED NEWS AGENCY; LEBANESE OPPOSITION LEADER,EGYPTIAN GOVERNMENT-CONTROLLED NEWS AGENCY; LEBANESE OPPOSITION LEADER,2,EGYPTIAN GOVERNMENT-CONTROLLED NEWS AGENCY; LEBANESE OPPOSITION LEADER,"{""CanonicalEntity"": 2}",This group connects 2 lower-level nodes around: EGYPTIAN GOVERNMENT-CONTROLLED NEWS AGENCY; LEBANESE OPPOSITION LEADER.,107,EGYPTIAN GOVERNMENT-CONTROLLED NEWS AGENCY; LEBANESE OPPOSITION LEADER
108,COMMUNITY:108,MENAHIM BEGIN; Rally by Menahim Begin | Menahim Begin spoke about Israel's existence being in balance due to the Suez Canal dispute. | Speech | 1956-08-13,MENAHIM BEGIN; Rally by Menahim Begin | Menahim Begin spoke about Israel's existence being,2,MENAHIM BEGIN; Rally by Menahim Begin | Menahim Begin spoke about Israel's existence being in balance due to the Suez Canal dispute. | Speech | 1956-08-13,"{""CanonicalEntity"": 1, ""EventCluster"": 1}",This group connects 2 lower-level nodes around: MENAHIM BEGIN; Rally by Menahim Begin | Menahim Begin spoke about Israel's existence being in balance due to the Suez Canal dispute. | Speech | 1956-08-13.,108,MENAHIM BEGIN; Rally by Menahim Begin | Menahim Begin spoke about Israel's existence being in balance due to the Suez Canal dispute. | Speech | 1956-08-13
109,COMMUNITY:109,IRKUTSK AUTOMOBILE ASSEMBLY PLANT; MINISTRY OF THE COMMUNICATIONS EQUIPMENT INDUSTRY,IRKUTSK AUTOMOBILE ASSEMBLY PLANT; MINISTRY OF THE COMMUNICATIONS EQUIPMENT INDUSTRY,2,IRKUTSK AUTOMOBILE ASSEMBLY PLANT; MINISTRY OF THE COMMUNICATIONS EQUIPMENT INDUSTRY,"{""CanonicalEntity"": 2}",This group connects 2 lower-level nodes around: IRKUTSK AUTOMOBILE ASSEMBLY PLANT; MINISTRY OF THE COMMUNICATIONS EQUIPMENT INDUSTRY.,109,IRKUTSK AUTOMOBILE ASSEMBLY PLANT; MINISTRY OF THE COMMUNICATIONS EQUIPMENT INDUSTRY
110,COMMUNITY:110,PERON GOVERNMENT; diplomatic approaches | The Peron government made diplomatic approaches aimed at settling pending problems with the United States. | Communication | 1950-1951,"U.S. reporting, diplomacy, and intelligence assessment",2,PERON GOVERNMENT; diplomatic approaches | The Peron government made diplomatic approaches aimed at settling pending problems with the United States. | Communication | 1950-1951,"{""CanonicalEntity"": 1, ""EventCluster"": 1}",This group connects 2 lower-level nodes around: PERON GOVERNMENT; diplomatic approaches | The Peron government made diplomatic approaches aimed at settling pending problems with the United States. | Communication | 1950-1951.,110,PERON GOVERNMENT; diplomatic approaches | The Peron government made diplomatic approaches aimed at settling pending problems with the United States. | Communication | 1950-1951
111,COMMUNITY:111,PHAN VAN DONG; Viet Minh foreign minister's statement | Phan Van Dong voices lack of confidence in 'the East'. | Speech,PHAN VAN DONG; Viet Minh foreign minister's statement | Phan Van Dong voices lack of confi,2,PHAN VAN DONG; Viet Minh foreign minister's statement | Phan Van Dong voices lack of confidence in 'the East'. | Speech,"{""CanonicalEntity"": 1, ""EventCluster"": 1}",This group connects 2 lower-level nodes around: PHAN VAN DONG; Viet Minh foreign minister's statement | Phan Van Dong voices lack of confidence in 'the East'. | Speech.,111,PHAN VAN DONG; Viet Minh foreign minister's statement | Phan Van Dong voices lack of confidence in 'the East'. | Speech
112,COMMUNITY:112,PRESIDENT-DESIGNATE URDANETA; PRESIDENT GOMEZ,"Government leadership, cabinet politics, and state decision-making",2,PRESIDENT-DESIGNATE URDANETA; PRESIDENT GOMEZ,"{""CanonicalEntity"": 2}",This group connects 2 lower-level nodes around: PRESIDENT-DESIGNATE URDANETA; PRESIDENT GOMEZ.,112,PRESIDENT-DESIGNATE URDANETA; PRESIDENT GOMEZ
113,COMMUNITY:113,RADIO BUDAPEST; Broadcast Appeals | Radio Budapest broadcasts appeals from leaders to end bloodshed. | Communication | 1956-10-25,RADIO BUDAPEST; Broadcast Appeals | Radio Budapest broadcasts appeals from leaders to end ,2,RADIO BUDAPEST; Broadcast Appeals | Radio Budapest broadcasts appeals from leaders to end bloodshed. | Communication | 1956-10-25,"{""CanonicalEntity"": 1, ""EventCluster"": 1}",This group connects 2 lower-level nodes around: RADIO BUDAPEST; Broadcast Appeals | Radio Budapest broadcasts appeals from leaders to end bloodshed. | Communication | 1956-10-25.,113,RADIO BUDAPEST; Broadcast Appeals | Radio Budapest broadcasts appeals from leaders to end bloodshed. | Communication | 1956-10-25
114,COMMUNITY:114,SHAMMAR; YAZIDI,SHAMMAR; YAZIDI,2,SHAMMAR; YAZIDI,"{""CanonicalEntity"": 2}",This group connects 2 lower-level nodes around: SHAMMAR; YAZIDI.,114,SHAMMAR; YAZIDI
115,COMMUNITY:115,POLISH ARMED FORCES; SOVIET MARSHAL ROKOSSOVSKY,"Soviet policy, leadership, and bloc maneuvering",2,POLISH ARMED FORCES; SOVIET MARSHAL ROKOSSOVSKY,"{""CanonicalEntity"": 2}",This group connects 2 lower-level nodes around: POLISH ARMED FORCES; SOVIET MARSHAL ROKOSSOVSKY.,115,POLISH ARMED FORCES; SOVIET MARSHAL ROKOSSOVSKY
116,COMMUNITY:116,TSHOMBES FORCES; UNION OF NEGRO LABORERS AND ARTISANS,Labor unrest and internal political pressure,2,TSHOMBES FORCES; UNION OF NEGRO LABORERS AND ARTISANS,"{""CanonicalEntity"": 2}",This group connects 2 lower-level nodes around: TSHOMBES FORCES; UNION OF NEGRO LABORERS AND ARTISANS.,116,TSHOMBES FORCES; UNION OF NEGRO LABORERS AND ARTISANS
117,COMMUNITY:117,CHEN SHAO-KUAN; Defection Appeals | Chen Shao-kuan advised military and administrative personnel in Taiwan to oppose US imperialism. | Communication | 1958-10-08,"Military posture, security forces, and regime stability",2,CHEN SHAO-KUAN; Defection Appeals | Chen Shao-kuan advised military and administrative personnel in Taiwan to oppose US imperialism. | Communication | 1958-10-08,"{""CanonicalEntity"": 1, ""EventCluster"": 1}",This group connects 2 lower-level nodes around: CHEN SHAO-KUAN; Defection Appeals | Chen Shao-kuan advised military and administrative personnel in Taiwan to oppose US imperialism. | Communication | 1958-10-08.,117,CHEN SHAO-KUAN; Defection Appeals | Chen Shao-kuan advised military and administrative personnel in Taiwan to oppose US imperialism. | Communication | 1958-10-08
118,COMMUNITY:118,"KOREAN UNEMPLOYED ASSOCIATION; Demonstration in Seoul | A demonstration by 2,000 members of the Korean Unemployed Association criticizing the government. | Demonstration | 23 March 1961","U.S. reporting, diplomacy, and intelligence assessment",2,"KOREAN UNEMPLOYED ASSOCIATION; Demonstration in Seoul | A demonstration by 2,000 members of the Korean Unemployed Association criticizing the government. | Demonstration | 23 March 1961","{""CanonicalEntity"": 1, ""EventCluster"": 1}","This group connects 2 lower-level nodes around: KOREAN UNEMPLOYED ASSOCIATION; Demonstration in Seoul | A demonstration by 2,000 members of the Korean Unemployed Association criticizing the government. | Demonstration | 23 March 1961.",118,"KOREAN UNEMPLOYED ASSOCIATION; Demonstration in Seoul | A demonstration by 2,000 members of the Korean Unemployed Association criticizing the government. | Demonstration | 23 March 1961"
119,COMMUNITY:119,BRITISH PROPOSALS; SOVIET BROADCAST,"Soviet policy, leadership, and bloc maneuvering",2,BRITISH PROPOSALS; SOVIET BROADCAST,"{""CanonicalEntity"": 2}",This group connects 2 lower-level nodes around: BRITISH PROPOSALS; SOVIET BROADCAST.,119,BRITISH PROPOSALS; SOVIET BROADCAST
120,COMMUNITY:120,MINDAN; DEMONSTRATION,MINDAN; DEMONSTRATION,2,MINDAN; DEMONSTRATION,"{""CanonicalEntity"": 2}",This group connects 2 lower-level nodes around: MINDAN; DEMONSTRATION.,120,MINDAN; DEMONSTRATION
121,COMMUNITY:121,GAJEWSKI; POZNAN RIOTS,GAJEWSKI; POZNAN RIOTS,2,GAJEWSKI; POZNAN RIOTS,"{""CanonicalEntity"": 2}",This group connects 2 lower-level nodes around: GAJEWSKI; POZNAN RIOTS.,121,GAJEWSKI; POZNAN RIOTS
122,COMMUNITY:122,PUBLIC LECTURER IN MOSCOW; US SOVIET RELATIONS,"Soviet policy, leadership, and bloc maneuvering",2,PUBLIC LECTURER IN MOSCOW; US SOVIET RELATIONS,"{""CanonicalEntity"": 2}",This group connects 2 lower-level nodes around: PUBLIC LECTURER IN MOSCOW; US SOVIET RELATIONS.,122,PUBLIC LECTURER IN MOSCOW; US SOVIET RELATIONS
