normalized_label,canonical_label_current,mention_count,unique_docs,source_types,example_mentions,in_alias_dictionary
KOREAN WAR,KOREAN WAR,1,1,Other,Korean War,False
KOREAN WAR PRISONERS,KOREAN PRISONERS,1,1,Other,Korean war prisoners,True
KOREAN WOUNDED WAR VETERANS,KOREAN WOUNDED WAR VETERANS,1,1,Other,Korean wounded war veterans,False
KOREAN YOUTH CORPS,KOREAN YOUTH CORPS,1,1,PoliticalGroup,Korean youth corps,False
KORPS COMMANDO - KKO,KORPS COMMANDO - KKO,1,1,Military,Korps Commando - KKO,False
KORSHOLMA,KORSHOLMA,1,1,Other,Korsholma,False
KOSLOV,KOSLOV,1,1,Person,Koslov,False
KOSMAS,KOSMAS,1,1,Person,Kosmas,False
KOSSAMALA,KOSSAMALA,1,1,Person,Kossamala,False
KOTA TENGAH,KOTA TENGAH,1,1,Location,Kota Tengah,False
KOTVA,KOTVA,1,1,Organization,Kotva,False
KOUPRASITH,COL. KOUPRASITH,1,1,Person,Kouprasith,True
KOUPRASITH COUP,KOUPRASITH COUP,1,1,Other,Kouprasith coup,False
KOVACS,ISTVAN KOVACS,1,1,Person,Kovacs,True
KPM,KPM,1,1,Organization,KPM,False
KRASNOYARSK,KRASNOYARSK,1,1,Location,Krasnoyarsk,False
KRIM,KRIM,1,1,Person,Krim,False
KRIM BELKACEM,BELKACEM KRIM,1,1,Person,Krim Belkacem,True
KRISHNASWAMY,KRISHNASWAMY,1,1,Person,Krishnaswamy,False
KRIT SRIWARA,KRIT SRIWARA,1,1,Person,Krit Sriwara,False
KRONSHTADT,KRONSHTADT,1,1,Military,Kronshtadt,False
KRSTO POPIVODA,KRSTO POPIVODA,1,1,Person,Krsto Popivoda,False
KUBAAR,PREMIER KUBAAR,1,1,Person,Kubaar,True
KUBAR GOVERNMENT,KUBAR GOVERNMENT,1,1,Government,Kubar Government,False
KUBITSCHEK GOVERNMENT,KUBITSCHEK GOVERNMENT,1,1,Government,Kubitschek government,False
KUBITSCHEK REGIME,KUBITSCHEK REGIME,1,1,Government,Kubitschek regime,False
KUCHERENKO,V. A. KUCHERENKO,1,1,Person,Kucherenko,True
KUEICHI,KUEICHI,1,1,Location,Kueichi,False
KULAKS,KULAKS,1,1,Other,Kulaks,False
KUMYKIN,P. N. KUMYKIN,1,1,Person,Kumykin,True
KUNASHIRI,KUNASHIRI,1,1,Location,Kunashiri,False
KUNGCHULING,KUNGCHULING,1,1,Location,Kungchuling,False
KUNMING MILITARY REGION,KUNMING MILITARY REGION,1,1,Location,Kunming Military Region,False
KUNMING-HAIPHONG RAILWAY,KUNMING-HAIPHONG RAILWAY,1,1,Other,Kunming-Haiphong railway,False
KUOMINTANG IRREGULARS,KUOMINTANG IRREGULARS,1,1,Military,Kuomintang irregulars,False
KURDASH,KURDASH,1,1,Person,Kurdash,False
KURDISH MINORITY,KURDISH MINORITY,1,1,Other,Kurdish minority,False
KURDISH NATIONALIST ORGANIZATION,KURDISH NATIONALIST ORGANIZATION,1,1,PoliticalGroup,Kurdish nationalist organization,False
KURDISH TRIBAL AREAS,KURDISH TRIBAL AREAS,1,1,Location,Kurdish tribal areas,False
KURDISH TRIBAL ELEMENTS,KURDISH TRIBAL ELEMENTS,1,1,Military,Kurdish tribal elements,False
KURDISH TRIBES,KURDISH TRIBES,1,1,Other,Kurdish tribes,False
KURDISH TRIBESMEN,KURDISH TRIBESMEN,1,1,Other,Kurdish tribesmen,False
KURDISH UNITED DEMOCRATIC PARTY,UNITED DEMOCRATIC PARTY OF KURDISTAN,1,1,PoliticalGroup,Kurdish United Democratic party,True
KURILE,KURILE,1,1,Location,Kurile,False
KURT HAGER,KURT HAGER,1,1,Person,Kurt Hager,False
KUUSINEN,OTTO KUUSINEN,1,1,Person,Kuusinen,True
KUWAIT FIRM,KUWAIT FIRM,1,1,Organization,Kuwait firm,False
KUWAITI GOVERNMENT,KUWAITI GOVERNMENT,1,1,Government,Kuwaiti Government,False
KUYBYSHEV,KUYBYSHEV,1,1,Location,Kuybyshev,False
KWON SUNG-YOL,KWON SUNG-YOL,1,1,Person,Kwon Sung-yol,False
KYAW DUN,KYAW DUN,1,1,Person,Kyaw Dun,False
KYONHYANG SINMUN,KYONGHYANG SINMUN,1,1,Organization,Kyonhyang Sinmun,True
KYRILL F. OGORODNIKOV,KYRILL F. OGORODNIKOV,1,1,Person,Kyrill F. Ogorodnikov,False
KYUSHU,KYUSHU,1,1,Location,Kyushu,False
L. M. KAGANOVICH,KAGANOVICH,1,1,Person,L. M. Kaganovich,True
L. R. KORNIETS,L. R. KORNIETS,1,1,Person,L. R. Korniets,False
LA AGUERA,LA AGUERA,1,1,Location,La Aguera,False
LA LUTTE,LA LUTTE,1,1,Document,La Lutte,False
LA PRENSA,LA PRENSA,1,1,Other,La Prensa,False
LA STAMPA,LA STAMPA,1,1,Organization,La Stampa,False
LABOR ALLIANCE (COMMUNIST),LABOR ALLIANCE,1,1,PoliticalGroup,Labor Alliance (Communist),True
LABOR MINISTER FONCEA,LABOR MINISTER FONCEA,1,1,Person,Labor Minister Foncea,False
LABOR MINISTRY,LABOR MINISTRY,1,1,Government,Labor Ministry,False
LABOR OPPOSITION,LABOR OPPOSITION,1,1,PoliticalGroup,Labor opposition,False
LABOR PARTY OF MALAYA,LABOR PARTY OF MALAYA,1,1,PoliticalGroup,Labor party of Malaya,False
LABOR UNION LEADERS,LABOR UNION LEADERS,1,1,Other,labor union leaders,False
LABORITES,BRITISH LABORITES,1,1,PoliticalGroup,Laborites,True
LACY,AMBASSADOR LACY,1,1,Person,Lacy,True
LADY MOUNTBATTEN,LADY MOUNTBATTEN,1,1,Person,Lady Mountbatten,False
LAFER,LAFER,1,1,Person,Lafer,False
LAGHZAOUI,MOHAMED LAGHZAOUI,1,1,Person,Laghzaoui,True
LAGO OIL AND TRANSPORT COMPANY,LAGO OIL AND TRANSPORT COMPANY,1,1,Organization,Lago Oil and Transport Company,False
LAGOS,LAGOS,1,1,Location,Lagos,False
LAHORE,LAHORE,1,1,Location,Lahore,False
LAHR,LAHR,1,1,Person,Lahr,False
LAHUNI CHIEFS,LAHUNI CHIEFS,1,1,Other,Lahuni chiefs,False
LAI MING-TANG,LAI MING-TANG,1,1,Person,Lai Ming-tang,False
LAK SAO,LAK SAO,1,1,Location,Lak Sao,False
LAKE BAYKAL,LAKE BAYKAL,1,1,Location,Lake Baykal,False
LAKE HULEH,LAKE HULEH,1,1,Location,Lake Huleh,False
LAKE NYASA,LAKE NYASA,1,1,Location,Lake Nyasa,False
LAKE SINGKARAK,LAKE SINGKARAK,1,1,Location,Lake Singkarak,False
LAKHDAR BEN TOBBAL,LAKHDAR BEN TOBBAL,1,1,Person,Lakhdar Ben Tobbal,False
LAKHISH,LAKHISH,1,1,Location,Lakhish,False
LALL,LALL,1,1,Person,Lall,False
LALOY,LALOY,1,1,Person,Laloy,False
LAMAIST CHURCH,LAMAIST CHURCH,1,1,ReligiousGroup,Lamaist Church,False
LAMARQUE,LAMARQUE,1,1,Person,Lamarque,False
LAMINE DEBAGHINE,LAMINE-DEBAGHINE,1,1,Person,Lamine Debaghine,True
LAMINE GUEYE,LAMINE GUEYE,1,1,Person,Lamine Gueye,False
LAMINE PASHA BEY,LAMINE PASHA BEY,1,1,Person,Lamine Pasha Bey,False
LAMINE-DEBAGHINE,LAMINE-DEBAGHINE,1,1,Person,Lamine-Debaghine,False
LANCHOW,LANCHOW,1,1,Location,Lanchow,False
LANDTAG,LANDTAG,1,1,Other,Landtag,False
LANG SON,LANG SON,1,1,Location,Lang Son,False
LANGSON,LANGSON,1,1,Location,Langson,False
LANIEL CABINET,LANIEL CABINET,1,1,Government,Laniel cabinet,False
LANKA SAMA SAMAJ PARTY,LANKA SAMA SAMAJ PARTY (LSSP),1,1,PoliticalGroup,Lanka Sama Samaj Party,True
LAO AIR FORCE,LAO AIR FORCE,1,1,Military,Lao Air Force,False
LAO AUTHORITIES,LAO AUTHORITIES,1,1,Government,Lao authorities,False
LAO CITIZEN,LAO CITIZEN,1,1,Person,Lao citizen,False
LAO DONG (COMMUNIST) PARTY,LAO DONG PARTY,1,1,PoliticalGroup,Lao Dong (Communist) Party,True
LAO GOVERNMENT,LAO GOVERNMENT,1,1,Government,Lao Government,False
LAO MILITARY OFFICIALS,LAO MILITARY OFFICIALS,1,1,Military,Lao military officials,False
LAO PRESSE,LAO PRESSE,1,1,Organization,Lao Presse,False
LAOS INTERNATIONAL CONTROL COMMISSION,INTERNATIONAL CONTROL COMMISSION,1,1,Organization,Laos International Control Commission,True
LAOTIAN AMBASSADOR TO THE UNITED STATES,LAOTIAN AMBASSADOR TO THE UNITED STATES,1,1,Person,Laotian ambassador to the United States,False
LAOTIAN ARMED FORCES,LAOTIAN ARMED FORCES,1,1,Military,Laotian Armed Forces,False
LAOTIAN CAPITAL,LAOTIAN CAPITAL,1,1,Location,Laotian capital,False
LAOTIAN COMMANDER,LAOTIAN COMMANDER,1,1,Person,Laotian commander,False
LAOTIAN COMMUNIST-FRONT ORGANIZATION,LAOTIAN COMMUNIST-FRONT ORGANIZATION,1,1,PoliticalGroup,Laotian Communist-front organization,False
LAOTIAN COUNCIL OF MINISTERS,LAOTIAN COUNCIL OF MINISTERS,1,1,Government,Laotian Council of Ministers,False
LAOTIAN DEFENSE MINISTER,LAOTIAN DEFENSE MINISTER,1,1,Person,Laotian defense minister,False
LAOTIAN ELECTION COMMITTEE,LAOTIAN ELECTION COMMITTEE,1,1,Organization,Laotian election committee,False
LAOTIAN INFANTRY BATTALIONS,LAOTIAN INFANTRY BATTALIONS,1,1,Military,Laotian infantry battalions,False
LAOTIAN INTERNATIONAL CONTROL COMMISSION (ICC),INTERNATIONAL CONTROL COMMISSION,1,1,Organization,Laotian International Control Commission (ICC),True
LAOTIAN IRREGULAR FORCES,LAOTIAN IRREGULAR FORCES,1,1,Military,Laotian irregular forces,False
LAOTIAN KING,LAOTIAN KING,1,1,Person,Laotian king,False
LAOTIAN KINGDOM,LAOTIAN KINGDOM,1,1,Location,Laotian Kingdom,False
LAOTIAN MILITARY ESTABLISHMENT,LAOTIAN MILITARY ESTABLISHMENT,1,1,Military,Laotian military establishment,False
LAOTIAN MINISTER,LAOTIAN MINISTER,1,1,Person,Laotian minister,False
LAOTIAN NATIONAL MILITARY COMMITTEE,LAOTIAN NATIONAL MILITARY COMMITTEE,1,1,Organization,Laotian National Military Committee,False
LAOTIAN PEOPLES LIBERATION ARMY,LAOTIAN PEOPLES LIBERATION ARMY,1,1,Military,Laotian People's Liberation Army,False
LAOTIAN POLITICAL CRISIS,LAOTIAN POLITICAL CRISIS,1,1,Other,Laotian Political Crisis,False
LAOTIAN POLITICAL SITUATION,LAOTIAN POLITICAL SITUATION,1,1,Document,Laotian Political Situation,False
LAOTIAN PRINCE,LAOTIAN PRINCE,1,1,Person,Laotian prince,False
LAOTIAN REPRESENTATIVE,LAOTIAN REPRESENTATIVE,1,1,Other,Laotian representative,False
LARA,LARA,1,1,Person,Lara,False
LARCHER,RODOLFO LARCHER,1,1,Person,Larcher,True
LAROCK,LAROCK,1,1,Person,Larock,False
LAS VILLAS,LAS VILLAS PROVINCE,1,1,Location,Las Villas,True
LASZLO HAY,LASZLO HAY,1,1,Person,Laszlo Hay,False
LASZLO PIROS,LASZLO PIROS,1,1,Person,Laszlo Piros,False
LATIN AMERICAN BLOC,LATIN AMERICAN BLOC,1,1,PoliticalGroup,Latin American bloc,False
LATIN AMERICAN CAUCUS,LATIN AMERICAN CAUCUS,1,1,PoliticalGroup,Latin American caucus,False
LATIN AMERICAN COMMITTEE,LATIN AMERICAN COMMITTEE,1,1,PoliticalGroup,Latin American Committee,False
LATIN AMERICAN COMMUNIST PARTIES,LATIN AMERICAN COMMUNIST PARTIES,1,1,PoliticalGroup,Latin American Communist parties,False
LATIN AMERICAN COMMUNISTS,LATIN AMERICAN COMMUNISTS,1,1,PoliticalGroup,Latin American Communists,False
LATIN AMERICAN DELEGATES,LATIN AMERICAN DELEGATES,1,1,PoliticalGroup,Latin American delegates,False
LATIN AMERICAN GOVERNMENTS,LATIN AMERICAN GOVERNMENTS,1,1,PoliticalGroup,Latin American governments,False
LATIN AMERICAN NATIONS,LATIN AMERICAN NATIONS,1,1,Other,Latin American nations,False
LATIN AMERICAN PARTIES,LATIN AMERICAN PARTIES,1,1,PoliticalGroup,Latin American parties,False
LATIN AMERICAN WORKERS CONFEDERATION,CONFEDERATION OF LATIN AMERICAN WORKERS (CTAL),1,1,Organization,Latin American Workers' Confederation,True
LATIN UNION,LATIN UNION,1,1,Organization,Latin Union,False
LATTAKIA,LATTAKIA,1,1,Location,Lattakia,False
LAUREL,JOSE LAUREL,1,1,Person,Laurel,True
"LAUREL, JR.","JOSE LAUREL, JR.",1,1,Person,"Laurel, Jr.",True
LAURIOL,MARC LAURIOL,1,1,Person,Lauriol,True
LAZAR KAGANOVICH,KAGANOVICH,1,1,Person,Lazar Kaganovich,True
LAZAR M. KAGANOVICH,KAGANOVICH,1,1,Person,Lazar M. Kaganovich,True
LAZAREANU,LAZAREANU,1,1,Person,Lazareanu,False
LAZARO PENA,LAZARO PENA,1,1,Person,Lazaro Pena,False
LAZLO RAJK,LAZLO RAJK,1,1,Person,Lazlo Rajk,False
LE HUU TU,LE HUU TU,1,1,Person,Le Huu Tu,False
LE POPULAIRE,LE POPULAIRE,1,1,Other,Le Populaire,False
LEAGUE OF THE INDEPENDENTS,LEAGUE OF THE INDEPENDENTS,1,1,PoliticalGroup,League of the Independents,False
LEBANESE AIR FORCE,LEBANESE AIR FORCE,1,1,Military,Lebanese Air Force,False
LEBANESE ARMED OPPOSITION,LEBANESE ARMED OPPOSITION,1,1,Military,Lebanese Armed Opposition,False
LEBANESE AUTHORITIES,LEBANESE AUTHORITIES,1,1,Government,Lebanese authorities,False
LEBANESE CHARGÉ,LEBANESE CHARGÉ,1,1,Person,Lebanese chargé,False
LEBANESE CHIEF OF STAFF,LEBANESE CHIEF OF STAFF,1,1,Person,Lebanese chief of staff,False
LEBANESE CHRISTIANS,LEBANESE CHRISTIANS,1,1,ReligiousGroup,Lebanese Christians,False
LEBANESE COMMANDING GENERAL CHEHAB,GENERAL CHEHAB,1,1,Person,Lebanese commanding general Chehab,True
LEBANESE COMMANDO SQUAD,LEBANESE COMMANDO SQUAD,1,1,Military,Lebanese commando squad,False
LEBANESE EMBASSY,LEBANESE EMBASSY,1,1,Organization,Lebanese Embassy,False
LEBANESE FOREIGN MINISTER,LEBANESE FOREIGN MINISTER,1,1,Person,Lebanese foreign minister,False
LEBANESE FRONTIER,LEBANESE FRONTIER,1,1,Location,Lebanese frontier,False
LEBANESE GENDARMERIE,LEBANESE GENDARMERIE,1,1,Military,Lebanese Gendarmerie,False
LEBANESE INTERIOR MINISTRY,LEBANESE INTERIOR MINISTRY,1,1,Government,Lebanese Interior Ministry,False
LEBANESE MERCHANTS,LEBANESE MERCHANTS,1,1,Other,Lebanese merchants,False
LEBANESE OPPOSITION LEADER,LEBANESE OPPOSITION LEADER,1,1,Person,Lebanese opposition leader,False
LEBANESE PARLIAMENT,LEBANESE PARLIAMENT,1,1,Organization,Lebanese Parliament,False
LEBANESE PARLIAMENTARY DEPUTY,LEBANESE PARLIAMENTARY DEPUTY,1,1,Person,Lebanese Parliamentary deputy,False
LEBANESE PARLIAMENTARY LEADER,LEBANESE PARLIAMENTARY LEADER,1,1,Person,Lebanese parliamentary leader,False
LEBANESE POLICE,LEBANESE POLICE,1,1,Government,Lebanese police,False
LEBANESE PRESIDENT SHIHAB,GENERAL SHIHAB,1,1,Person,Lebanese President Shihab,True
LEBANESE PRIME MINISTER,LEBANESE PRIME MINISTER,1,1,Person,Lebanese Prime Minister,False
LEBEDEV,LEBEDEV,1,1,Person,Lebedev,False
LECHIN GROUP,LECHIN GROUP,1,1,PoliticalGroup,Lechin group,False
LECOEUR,AUGUSTE LECOEUR,1,1,Person,Lecoeur,True
LEE,LEE,1,1,Person,Lee,False
LEE BUM-SUK,LEE BUM-SUK,1,1,Person,Lee Bum-suk,False
LEE-FACTORS INC.,LEE-FACTORS INC.,1,1,Organization,Lee-Factors Inc.,False
LEFT SOCIALIST PARTY,LEFT SOCIALIST PARTY,1,1,PoliticalGroup,Left Socialist Party,False
LEFTIST CIVILIAN MILITIA,LEFTIST CIVILIAN MILITIA,1,1,Military,leftist civilian militia,False
LEFTIST GROUPS,LEFTIST GROUPS,1,1,PoliticalGroup,leftist groups,False
LEFTIST LABOR GROUPS,LEFTIST LABOR GROUPS,1,1,PoliticalGroup,leftist labor groups,False
LEFTIST REVOLUTIONARY PARTY,LEFTIST REVOLUTIONARY PARTY,1,1,PoliticalGroup,Leftist Revolutionary party,False
LEFTIST SOCIALISTS,LEFTIST SOCIALISTS,1,1,PoliticalGroup,leftist Socialists,False
LEFTIST UNIVERSITY FEDERATION,LEFTIST UNIVERSITY FEDERATION,1,1,PoliticalGroup,leftist university federation,False
LEFTISTS AND COMMUNIST POLITICAL GROUPS,LEFTISTS AND COMMUNIST POLITICAL GROUPS,1,1,PoliticalGroup,Leftists and Communist political groups,False
LEGISLATIVE PALACE,LEGISLATIVE PALACE,1,1,Location,Legislative Palace,False
LEI JEN-MIN,LEI JEN-MIN,1,1,Person,Lei Jen-min,False
LEICHOU PENINSULA,LEICHOU PENINSULA,1,1,Location,Leichou Peninsula,False
LEISSY ABDUL NASR,LEISSY ABDUL NASR,1,1,Person,Leissy Abdul Nasr,False
LEITE RIBEIRO,LEITE RIBEIRO,1,1,Person,Leite Ribeiro,False
LEMNITZER,LEMNITZER,1,1,Person,Lemnitzer,False
LEMUS GOVERNMENT,LEMUS GOVERNMENT,1,1,Government,Lemus government,False
LENG NGETH,LENG NGETH,1,1,Person,Leng Ngeth,False
LENIN ACADEMY OF AGRICULTURAL SCIENCES,LENIN ACADEMY OF AGRICULTURAL SCIENCES,1,1,Organization,Lenin Academy of Agricultural Sciences,False
LENIN LIBRARY,LENIN LIBRARY,1,1,Location,Lenin Library,False
LENINGRAD UNION OF SOVIET WRITERS,LENINGRAD UNION OF SOVIET WRITERS,1,1,Organization,Leningrad Union of Soviet Writers,False
LEON KASMAN,LEON KASMAN,1,1,Person,Leon Kasman,False
LEON MARCHAL,LEON MARCHAL,1,1,Person,Leon Marchal,False
LEONID I. SEDOV,LEONID I. SEDOV,1,1,Person,Leonid I. Sedov,False
LEONID SEDOV,LEONID SEDOV,1,1,Person,Leonid Sedov,False
LEONIDAS HIDALGO,LEONIDAS HIDALGO,1,1,Person,Leonidas Hidalgo,False
LEOPOLD,KURT LEOPOLD,1,1,Person,Leopold,True
LEOPOLD FIGL,LEOPOLD FIGL,1,1,Person,Leopold Figl,False
LEOPOLDVILLE GROUP,LEOPOLDVILLE GROUP,1,1,PoliticalGroup,Leopoldville group,False
LESECHKO,LESECHKO,1,1,Person,Lesechko,False
LEVI ESHKOL,LEVI ESHKOL,1,1,Person,Levi Eshkol,False
LHUNTSE DZONG,LHUNTSE DZONG,1,1,Location,Lhuntse Dzong,False
LI TSUNG-JEN,LI TSUNG-JEN,1,1,Person,Li Tsung-jen,False
LI YUAN-KAI,LI YUAN-KAI,1,1,Person,Li Yuan-kai,False
LI-2,LI-2,1,1,Military,LI-2,False
LI-MI,LI MI,1,1,Person,Li-Mi,True
LIAISON COUNCIL FOR THE PROTECTION OF DEMOCRACY,LIAISON COUNCIL FOR THE PROTECTION OF DEMOCRACY,1,1,PoliticalGroup,Liaison Council for the Protection of Democracy,False
LIANG,LIANG,1,1,Person,Liang,False
LIAO CHUNG-CHIN,LIAO CHUNG-CHIN,1,1,Person,Liao Chung-chin,False
LIAO LU-YEN,LIAO LU-YEN,1,1,Person,Liao Lu-yen,False
LIAO WEN-I,LIAO WEN-I,1,1,Person,Liao Wen-i,False
LIBERAL CANDIDATES YULO AND MACAPAGAL,LIBERAL CANDIDATES YULO AND MACAPAGAL,1,1,PoliticalGroup,Liberal candidates Yulo and Macapagal,False
LIBERAL DEMOCRATIC PARTY (LDP),LIBERAL-DEMOCRATIC PARTY,1,1,PoliticalGroup,Liberal Democratic party (LDP),True
LIBERAL DEMOCRATIC UNION,LIBERAL DEMOCRATIC UNION,1,1,PoliticalGroup,Liberal Democratic Union,False
LIBERAL DEMOCRATS,JAPAN LIBERAL-DEMOCRATS,1,1,PoliticalGroup,Liberal Democrats,True
LIBERAL LEADERS,LIBERAL LEADERS,1,1,PoliticalGroup,Liberal leaders,False
LIBERAL REVOLUTIONARY MOVEMENT,LIBERAL REVOLUTIONARY MOVEMENT,1,1,PoliticalGroup,Liberal Revolutionary Movement,False
LIBERAL-DEMOCRATS,JAPAN LIBERAL-DEMOCRATS,1,1,PoliticalGroup,Liberal-Democrats,True
LIBERAL-RADICAL PARTY,RADICAL LIBERAL PARTY,1,1,PoliticalGroup,Liberal-Radical Party,True
LIBERAL-REFORMIST COALITION,LIBERAL-REFORMIST COALITION,1,1,PoliticalGroup,Liberal-Reformist coalition,False
LIBERATION ARMY OF ARAB NORTH AFRICA,LIBERATION ARMY OF ARAB NORTH AFRICA,1,1,Military,Liberation Army of Arab North Africa,False
LIBERATION ARMY OF SOUTH VIETNAM,LIBERATION ARMY OF SOUTH VIETNAM,1,1,Military,Liberation Army of South Vietnam,False
LIBERATION RALLY,LIBERATION RALLY,1,1,PoliticalGroup,Liberation Rally,False
LIBERIAN AMBASSADOR,LIBERIAN AMBASSADOR,1,1,Person,Liberian ambassador,False
LIBYAN ARMY,LIBYAN ARMY,1,1,Military,Libyan Army,False
LIBYAN CABINET,LIBYAN CABINET,1,1,Government,Libyan cabinet,False
LIBYAN COUNCIL OF MINISTERS,LIBYAN COUNCIL OF MINISTERS,1,1,Government,Libyan Council of Ministers,False
LIBYAN DEFENSE MINISTER,LIBYAN DEFENSE MINISTER JERBI,1,1,Person,Libyan Defense Minister,True
LIBYAN DEFENSE MINISTER JERBI,LIBYAN DEFENSE MINISTER JERBI,1,1,Person,Libyan Defense Minister Jerbi,False
LIBYAN KING AND PRIME MINISTER,LIBYAN KING AND PRIME MINISTER,1,1,Other,Libyan king and prime minister,False
LIBYAN MILITARY MISSION,LIBYAN MILITARY MISSION,1,1,Military,Libyan military mission,False
LIBYAN PARLIAMENT,LIBYAN PARLIAMENT,1,1,PoliticalGroup,Libyan Parliament,False
LIBYAN PETROLEUM COMMISSION,LIBYAN PETROLEUM COMMISSION,1,1,Organization,Libyan Petroleum Commission,False
LIBYAN PRIME MINISTER,LIBYAN PRIME MINISTER,1,1,Person,Libyan Prime Minister,False
LIBYAN SECURITY FORCES,LIBYAN SECURITY FORCES,1,1,Military,Libyan security forces,False
LIBYAN-TUNISIAN BORDER,LIBYAN-TUNISIAN BORDER,1,1,Location,Libyan-Tunisian border,False
LIBYANS,LIBYANS,1,1,Country,Libyans,False
LICENTIATES SOCIETY,LICENTIATES SOCIETY,1,1,Organization,Licentiates Society,False
LICHTERFELDE BARRACKS,LICHTERFELDE BARRACKS,1,1,Location,Lichterfelde barracks,False
LIE,LIE,1,1,Person,Lie,False
LIECHTENSTEIN FIRM OF MAX LINKER,LIECHTENSTEIN FIRM OF MAX LINKER,1,1,Organization,Liechtenstein firm of Max Linker,False
LIEGE,LIEGE,1,1,Location,Liege,False
LIENCHENG,LIENCHENG,1,1,Location,Liencheng,False
LIENCHIANG,LIENCHIANG,1,1,Location,Lienchiang,False
LIEUTENANT COLONEL ALI NUWAR,LIEUTENANT COLONEL ALI NUWAR,1,1,Person,Lieutenant Colonel Ali Nuwar,False
LIEUTENANT COLONEL KHAMOUAN BOUPHA,LIEUTENANT COLONEL KHAMOUAN BOUPHA,1,1,Person,Lieutenant Colonel Khamouan Boupha,False
LIEUTENANT COLONEL SARRAJ,SARRAJ,1,1,Person,Lieutenant Colonel Sarraj,True
LIEUTENANT COLONEL SATURNINO FLORES,LIEUTENANT COLONEL SATURNINO FLORES,1,1,Person,Lieutenant Colonel Saturnino Flores,False
LIEUTENANT COLONEL SHISHAKLI,SHISHAKLI,1,1,Person,Lieutenant Colonel Shishakli,True
LIEUTENANT COLONEL TASWIN,LIEUTENANT COLONEL TASWIN,1,1,Person,Lieutenant Colonel Taswin,False
LIEUTENANT GENERAL GEORGE GRIVAS,GENERAL GRIVAS,1,1,Person,Lieutenant General George Grivas,True
LIEUTENANT GENERAL GLUBB,GENERAL GLUBB,1,1,Person,Lieutenant General Glubb,True
LIEUTENANT GENERAL JEAN CREPIN,LIEUTENANT GENERAL JEAN CREPIN,1,1,Military,Lieutenant General Jean Crepin,False
LIEUTENANT GENERAL NUR AL-DIN MAHMUD,LIEUTENANT GENERAL NUR AL-DIN MAHMUD,1,1,Person,Lieutenant General Nur al-Din Mahmud,False
LIEUTENANT GENERAL PAK IM-CHANG,LIEUTENANT GENERAL PAK IM-CHANG,1,1,Person,Lieutenant General Pak Im-chang,False
LIEUTENANT GENERAL SONG,LIEUTENANT GENERAL SONG,1,1,Person,Lieutenant General Song,False
LIEUTENANT GENERAL WON YONG-TOK,WON YONG-TOK,1,1,Person,Lieutenant General Won Yong-tok,True
LIEUTENANT GENERAL YI HAN-IM,LIEUTENANT GENERAL YI HAN-IM,1,1,Person,Lieutenant General Yi Han-im,False
LIFE ABROAD,LIFE ABROAD,1,1,Document,Life Abroad,False
LIGHTNER,LIGHTNER,1,1,Person,Lightner,False
LIM CHONG EU,LIM CHONG EU,1,1,Person,Lim Chong Eu,False
LISBON FOREIGN MINISTRY,LISBON FOREIGN MINISTRY,1,1,Organization,Lisbon Foreign Ministry,False
LISBON GOVERNMENT,LISBON GOVERNMENT,1,1,Government,Lisbon government,False
LITANG,LITANG,1,1,Location,Litang,False
LITHUANIA,LITHUANIA,1,1,Country,Lithuania,False
LITHUANIAN COMMUNIST PARTY,LITHUANIAN COMMUNIST PARTY,1,1,PoliticalGroup,Lithuanian Communist Party,False
LITTLE FREE TRADE AREA,LITTLE FREE TRADE AREA,1,1,PoliticalGroup,Little Free Trade Area,False
LIU,GENERAL LIU,1,1,Person,Liu,True
LIU CHANG-SHENG,LIU CHANG-SHENG,1,1,Person,Liu Chang-sheng,False
LIU HSIAO,LIU HSIAO,1,1,Person,Liu Hsiao,False
LIU NING-I,LIU NING-I,1,1,Person,Liu Ning-i,False
LIU PO-CHENG,LIU PO-CHENG,1,1,Person,Liu Po-cheng,False
LIU SHAO CHI,LIU SHAO-CHI,1,1,Person,Liu Shao Chi,True
LIUTING,LIUTING,1,1,Location,Liuting,False
LJUBODRAG DJURIC,LJUBODRAG DJURIC,1,1,Person,Ljubodrag Djuric,False
LLERAS,LLERAS CAMARGO,1,1,Person,Lleras,True
LOBITO,LOBITO,1,1,Location,Lobito,False
LOCAL BISHOP,LOCAL BISHOP,1,1,Person,local bishop,False
LOCAL COMMUNISTS,LOCAL COMMUNISTS,1,1,PoliticalGroup,local Communists,False
LOCKHEED,LOCKHEED,1,1,Organization,Lockheed,False
LOCKHEED ELECTRAS,LOCKHEED ELECTRAS,1,1,Other,Lockheed Electras,False
LOMBARDO,LOMBARDO,1,1,Person,Lombardo,False
LONDON AGREEMENT,LONDON AGREEMENT,1,1,Document,London agreement,False
LONDON CONFERENCE,LONDON CONFERENCE,1,1,Document,London conference,False
LONDON CONSERVATIVE DAILY,LONDON CONSERVATIVE DAILY,1,1,Organization,London Conservative daily,False
LONDON FIRM,LONDON FIRM,1,1,Organization,London firm,False
LONDON TALKS ON TRIESTE,LONDON TALKS ON TRIESTE,1,1,Document,London talks on Trieste,False
LONG RANGE AIR FORCE,LONG RANGE AIR FORCE,1,1,Military,Long Range Air Force,False
LOPES,PRESIDENT LOPES,1,1,Person,Lopes,True
LOPEZ,COLONEL LOPEZ,1,1,Person,Lopez,True
