normalized_label,canonical_label_current,mention_count,unique_docs,unique_paragraphs,source_types,primary_type,example_mentions,example_descriptions,top_co_mentions,context_text,in_alias_dictionary
USSR,USSR,103,41,102,Country; Government,Country,USSR,"Former country, now Russia and other states; Soviet Union, involved in international relations and party congress.; The country with which the Dominican Republic desires to re-establish diplomatic relations.; Gained prestige for pro-Lumumba position; Country with which Nigeria sought to establish diplomatic relations; Accused of carrying military personnel to Pathet Lao forces.; Country involved in airlift support; Country endorsing a proposal for a conference on Laos.",LAOS; COMMUNIST CHINA; PEIPING; KHRUSHCHEV; CONGO; PATHET LAO; SOUVANNA PHOUMA; UAR; NORTH VIETNAM; CUBA; EAST GERMANY; UNITED STATES,"USSR || Country Government || LAOS COMMUNIST CHINA PEIPING KHRUSHCHEV CONGO PATHET LAO SOUVANNA PHOUMA UAR NORTH VIETNAM CUBA || Former country, now Russia and other states Soviet Union, involved in international relations and party congress. The country with which the Dominican Republic desires to re-establish diplomatic relations. Gained prestige for pro-Lumumba position Country with which Nigeria sought to establish diplomatic relations Accused of carrying military personnel to Pathet Lao forces.",False
REVOLUTIONARY PARTY (PR),REVOLUTIONARY PARTY (PR),1,1,1,PoliticalGroup,PoliticalGroup,Revolutionary party (PR),"A strong, moderate leftist and anti-Communist political group in Guatemala.",AYUB; COMMUNISTS; MARIO MENDEZ MONTENEGRO; PAKISTAN; YDIGORAS,"REVOLUTIONARY PARTY (PR) || PoliticalGroup || AYUB COMMUNISTS MARIO MENDEZ MONTENEGRO PAKISTAN YDIGORAS || A strong, moderate leftist and anti-Communist political group in Guatemala.",False
RHEE,RHEE,1,1,1,Person,Person,Rhee,Former President of South Korea known for his strong personal hatred for the Japanese.,CHANG MYON; GENERAL CLARK; GENERAL MACARTHUR; JAPAN; SOUTH KOREA,RHEE || Person || CHANG MYON GENERAL CLARK GENERAL MACARTHUR JAPAN SOUTH KOREA || Former President of South Korea known for his strong personal hatred for the Japanese.,False
RIMAWI,RIMAWI,1,1,1,Person,Person,Rimawi,Former Jordanian minister involved in revolutionary activities.,ALI ABU NUWAR; BAATH PARTY; GIZENGA; JORDAN; JORDANIAN AGENTS; KALONJI; LEBANESE AUTHORITIES; LUMUMBA; MAJALLI; MICHEL AFLAQ; MOBUTU; NASIR,RIMAWI || Person || ALI ABU NUWAR BAATH PARTY GIZENGA JORDAN JORDANIAN AGENTS KALONJI LEBANESE AUTHORITIES LUMUMBA MAJALLI MICHEL AFLAQ || Former Jordanian minister involved in revolutionary activities.,False
RIO DE JANEIRO,RIO DE JANEIRO,1,1,1,Location,Location,Rio de Janeiro,City where the pro-Quadros press reacted to the cabinet selections.,AFRICA; ARINOS; ASIA; COMMUNIST PARTY; CUBA; FRANCISCO CARLOS DE CASTRO NEVES; JANIO QUADROS; LATIN AMERICA; MARIANI; MIDDLE EAST; ODYLIA DENYS; USSR,RIO DE JANEIRO || Location || AFRICA ARINOS ASIA COMMUNIST PARTY CUBA FRANCISCO CARLOS DE CASTRO NEVES JANIO QUADROS LATIN AMERICA MARIANI MIDDLE EAST || City where the pro-Quadros press reacted to the cabinet selections.,False
ROBERTO HOLDEN,ROBERTO HOLDEN,1,1,1,Person,Person,Roberto Holden,"Leader of the Union of the Angolan People, currently in exile.",AFRICAN REVOLUTIONARY FRONT FOR THE INDEPENDENCE OF PORTUGUESE COLONIES IN AFRICA; CUBAN COMMUNISTS POPULAR SOCIALIST PARTY; PORTUGAL; UNION OF THE ANGOLAN PEOPLE,"ROBERTO HOLDEN || Person || AFRICAN REVOLUTIONARY FRONT FOR THE INDEPENDENCE OF PORTUGUESE COLONIES IN AFRICA CUBAN COMMUNISTS POPULAR SOCIALIST PARTY PORTUGAL UNION OF THE ANGOLAN PEOPLE || Leader of the Union of the Angolan People, currently in exile.",False
ROBERTS,ROBERTS,1,1,1,Person,Person,Roberts,UK Ambassador,COMMUNIST CHINA; LAOS; MUONG KASSY; PATHET LAO; PUSHKIN; TYURA TAM; USSR,ROBERTS || Person || COMMUNIST CHINA LAOS MUONG KASSY PATHET LAO PUSHKIN TYURA TAM USSR || UK Ambassador,False
ROMAN CATHOLIC TRADE UNION FEDERATION,ROMAN CATHOLIC TRADE UNION FEDERATION,1,1,1,Organization,Organization,Roman Catholic trade union federation,A powerful trade union federation supporting the government,BELGIUM; EYSKENS; SOCIAL CHRISTIAN - LIBERAL GOVERNMENT; WALLOON SOCIALIST DEPUTIES,ROMAN CATHOLIC TRADE UNION FEDERATION || Organization || BELGIUM EYSKENS SOCIAL CHRISTIAN - LIBERAL GOVERNMENT WALLOON SOCIALIST DEPUTIES || A powerful trade union federation supporting the government,False
ROMAN CATHOLIC TRADE UNIONS (CSC),ROMAN CATHOLIC TRADE UNIONS (CSC),1,1,1,Organization,Organization,Roman Catholic trade unions (CSC),Trade unions likely to demand modifications to the omnibus bill.,ANDRE RENARD; EYSKENS GOVERNMENT; GENERAL FEDERATION OF BELGIAN WORKERS (FGTB); KING BAUDOUIN; LIEGE; MONS; SOCIALIST PARTY,ROMAN CATHOLIC TRADE UNIONS (CSC) || Organization || ANDRE RENARD EYSKENS GOVERNMENT GENERAL FEDERATION OF BELGIAN WORKERS (FGTB) KING BAUDOUIN LIEGE MONS SOCIALIST PARTY || Trade unions likely to demand modifications to the omnibus bill.,False
RONALD NGALA,RONALD NGALA,1,1,1,Person,Person,Ronald Ngala,A leader visiting London to obtain grant aid for resettlement.,CENTRAL BANK; COLONIAL SECRETARY MACLEOD; EL SALVADOR; KADU; KANU; KENYATTA; MBOYA; MIRANDA LUPONE; UNITED STATES,RONALD NGALA || Person || CENTRAL BANK COLONIAL SECRETARY MACLEOD EL SALVADOR KADU KANU KENYATTA MBOYA MIRANDA LUPONE UNITED STATES || A leader visiting London to obtain grant aid for resettlement.,False
ROYAL LAOTIAN GOVERNMENT,ROYAL LAOTIAN GOVERNMENT,1,1,1,Government,Government,Royal Laotian Government,The government of Laos referenced in the context of the offensive.,ADENAUERS PARTY; CENTRAL INTELLIGENCE BULLETIN; CEYLON; COMMUNIST CHINA; INDIAN COMMUNIST PARTY; LAOS; NORTH VIETNAM; SOVIET PRESIDIUM; UNITED STATES,ROYAL LAOTIAN GOVERNMENT || Government || ADENAUERS PARTY CENTRAL INTELLIGENCE BULLETIN CEYLON COMMUNIST CHINA INDIAN COMMUNIST PARTY LAOS NORTH VIETNAM SOVIET PRESIDIUM UNITED STATES || The government of Laos referenced in the context of the offensive.,False
ROYAL MOROCCAN ARMY,ROYAL MOROCCAN ARMY,1,1,1,Military,Military,Royal Moroccan Army,Military force of Morocco,FRENCH EMBASSY; MOROCCO; MUNOZ GRANDES; PARIS; SPAIN,ROYAL MOROCCAN ARMY || Military || FRENCH EMBASSY MOROCCO MUNOZ GRANDES PARIS SPAIN || Military force of Morocco,False
RSFSR BUREAU,RSFSR BUREAU,1,1,1,Organization,Organization,RSFSR Bureau,Supervises party affairs in the Russian Republic.,AVERKY ARISTOV; DMITRY POLYANSKY; FROL KOZLOV; GENNADY VORONOV; PETR ABRASIMOV; WARSAW,RSFSR BUREAU || Organization || AVERKY ARISTOV DMITRY POLYANSKY FROL KOZLOV GENNADY VORONOV PETR ABRASIMOV WARSAW || Supervises party affairs in the Russian Republic.,False
SACEUR,SACEUR,1,1,1,Organization,Organization,SACEUR,"Supreme Allied Commander Europe, a NATO position.",ALGERIA; CHINESE COMMUNIST NAVY; DE GAULLE; MAURICE CHALLE; PAUL ELY,"SACEUR || Organization || ALGERIA CHINESE COMMUNIST NAVY DE GAULLE MAURICE CHALLE PAUL ELY || Supreme Allied Commander Europe, a NATO position.",False
SAHBANI,SAHBANI,1,1,1,Person,Person,Sahbani,Hammarskjold's personal representative in Brussels.,BELGIAN FOREIGN MINISTRY; BELGIUM; CONGO; GIZENGA; INTERNATIONAL RED CROSS; LEAGUE OF RED CROSS SOCIETIES; LEOPOLDVILLE; MULELE; STANLEYVILLE; SUDAN; UNITED NATIONS; UNITED STATES,SAHBANI || Person || BELGIAN FOREIGN MINISTRY BELGIUM CONGO GIZENGA INTERNATIONAL RED CROSS LEAGUE OF RED CROSS SOCIETIES LEOPOLDVILLE MULELE STANLEYVILLE SUDAN || Hammarskjold's personal representative in Brussels.,False
SAIGON,SAIGON,1,1,1,Location,Location,Saigon,"Capital of South Vietnam, accused by North Vietnam.",ALGERIA; ANGOLA; ANGOLA PEOPLES UNION (UPA); BOURGUIBAISM; FRANCE; HOLDEN ROBERTO; KOSYGIN; LAOS; MONIZ; NASIR; NORTH VIETNAM; PORTUGAL,"SAIGON || Location || ALGERIA ANGOLA ANGOLA PEOPLES UNION (UPA) BOURGUIBAISM FRANCE HOLDEN ROBERTO KOSYGIN LAOS MONIZ NASIR || Capital of South Vietnam, accused by North Vietnam.",False
SALAH BEN YOUSSEF,SALAH BEN YOUSSEF,1,1,1,Person,Person,Salah Ben Youssef,"Rival of Bourguiba, harbored in Cairo.",ARAB LEAGUE; FAYSAL; HABIB BOURGUIBA; IRAQ; JORDAN; NASIR; SARRAJ; SAUD; SAUDI ARABIA; UAR,"SALAH BEN YOUSSEF || Person || ARAB LEAGUE FAYSAL HABIB BOURGUIBA IRAQ JORDAN NASIR SARRAJ SAUD SAUDI ARABIA UAR || Rival of Bourguiba, harbored in Cairo.",False
SALAZARS NATIONAL UNION,SALAZARS NATIONAL UNION,1,1,1,PoliticalGroup,PoliticalGroup,Salazar’s National Union,The political party that held a monopoly in the National Assembly of Portugal.,HENRIQUE GALVAO; KAPUSTIN YAR MISSILE TEST RANGE; KARAMANLIS GOVERNMENT; PORTUGUESE GOVERNMENT; PRESIDENT BETANCOURT; SARY SHAGAN TEST COMPLEX; USSR; VENEZUELAN GOVERNMENT,SALAZARS NATIONAL UNION || PoliticalGroup || HENRIQUE GALVAO KAPUSTIN YAR MISSILE TEST RANGE KARAMANLIS GOVERNMENT PORTUGUESE GOVERNMENT PRESIDENT BETANCOURT SARY SHAGAN TEST COMPLEX USSR VENEZUELAN GOVERNMENT || The political party that held a monopoly in the National Assembly of Portugal.,False
SALVADOR,SALVADOR,1,1,1,Location,Location,Salvador,Capital city where military and police units were reinforced.,ALGERIA; FRANCE; PAG; TUNISIA,SALVADOR || Location || ALGERIA FRANCE PAG TUNISIA || Capital city where military and police units were reinforced.,False
SALVADORAN ARMY,SALVADORAN ARMY,1,1,1,Military,Military,Salvadoran Army,Military force in El Salvador capable of dealing with disorders.,COMMUNISTS; EL SALVADOR; FIDEL CASTRO; OSORIO; PRO-CASTRO ELEMENTS,SALVADORAN ARMY || Military || COMMUNISTS EL SALVADOR FIDEL CASTRO OSORIO PRO-CASTRO ELEMENTS || Military force in El Salvador capable of dealing with disorders.,False
SALVADORAN JUNTA,SALVADORAN JUNTA,1,1,1,Government,Government,Salvadoran Junta,The provisional six-man civil-military junta in El Salvador.,CHILE; COL. CASTILLO NAVARRETE; HAVANA; ORGANIZATION OF AMERICAN STATES; PRESIDENT JORGE ALESSANDRI; US EMBASSY; USSR,SALVADORAN JUNTA || Government || CHILE COL. CASTILLO NAVARRETE HAVANA ORGANIZATION OF AMERICAN STATES PRESIDENT JORGE ALESSANDRI US EMBASSY USSR || The provisional six-man civil-military junta in El Salvador.,False
SAM NEUA,SAM NEUA,1,1,1,Location,Location,Sam Neua,Location in Laos where helicopters were scheduled to fly.,ATOMIC ENERGY COMMISSION; DEPARTMENT OF DEFENSE; DEPARTMENT OF STATE; FEDERAL BUREAU OF INVESTIGATION; HAIPHONG; HANOI; LAOS; NATIONAL INDICATIONS CENTER; NATIONAL SECURITY AGENCY; NORTH VIETNAM; SOVIET UNION; UNITED STATES,SAM NEUA || Location || ATOMIC ENERGY COMMISSION DEPARTMENT OF DEFENSE DEPARTMENT OF STATE FEDERAL BUREAU OF INVESTIGATION HAIPHONG HANOI LAOS NATIONAL INDICATIONS CENTER NATIONAL SECURITY AGENCY NORTH VIETNAM || Location in Laos where helicopters were scheduled to fly.,False
SAM NEUA PROVINCE,SAM NEUA PROVINCE,1,1,1,Location,Location,Sam Neua Province,A province in Laos under Pathet Lao control.,BOUN OUM; FRENCH; FRENCH AMBASSADOR FALAIZE; KHAMSOUK KEOLA; KONG LE; LAOS; PATHET LAO; PHONG SALY PROVINCE; SAVANNAKHET; SENO BASE; SOUVANNA PHOUMA; XIENG KHOUANG,SAM NEUA PROVINCE || Location || BOUN OUM FRENCH FRENCH AMBASSADOR FALAIZE KHAMSOUK KEOLA KONG LE LAOS PATHET LAO PHONG SALY PROVINCE SAVANNAKHET SENO BASE || A province in Laos under Pathet Lao control.,False
SAN SALVADOR,SAN SALVADOR,1,1,1,Location,Location,San Salvador,City in El Salvador where violence erupted.,BELGIUM; CENTO; CONGO; DE GAULLE; EL SALVADOR; FRANCE; GENERAL HEDAYAT; GENERAL MAURICE CHALLE; GIZENGA; HAMMARSKJOLD; IRAN; KASAVUBU,SAN SALVADOR || Location || BELGIUM CENTO CONGO DE GAULLE EL SALVADOR FRANCE GENERAL HEDAYAT GENERAL MAURICE CHALLE GIZENGA HAMMARSKJOLD || City in El Salvador where violence erupted.,False
SANDYS,SANDYS,1,1,1,Person,Person,Sandys,Commonwealth Relations Secretary involved in negotiations.,COLONIAL OFFICE; COMMONWEALTH RELATIONS OFFICE; DOMINION PARTY; JOSHUA NKOMO; MACLEOD; MINISTRY OF DEFENSE; NORTHERN RHODESIA; NYASALAND; SOUTHERN RHODESIA; THE FEDERATION,SANDYS || Person || COLONIAL OFFICE COMMONWEALTH RELATIONS OFFICE DOMINION PARTY JOSHUA NKOMO MACLEOD MINISTRY OF DEFENSE NORTHERN RHODESIA NYASALAND SOUTHERN RHODESIA THE FEDERATION || Commonwealth Relations Secretary involved in negotiations.,False
SANTA FE,SANTA FE,1,1,1,Location,Location,Santa Fe,Location of local elections that strengthened Frondizi's position.,FRENCH FOREIGN MINISTRY; FRONDIZI; INTERNATIONAL CONTROL COMMISSION; LAOS; NORTH VIETNAMESE TROOPS; PATHET LAO; SOUVANNA PHOUMA; TORANZO MONTERO,SANTA FE || Location || FRENCH FOREIGN MINISTRY FRONDIZI INTERNATIONAL CONTROL COMMISSION LAOS NORTH VIETNAMESE TROOPS PATHET LAO SOUVANNA PHOUMA TORANZO MONTERO || Location of local elections that strengthened Frondizi's position.,False
SANTA FE PROVINCE,SANTA FE PROVINCE,1,1,1,Location,Location,Santa Fe Province,Location of the municipal elections,ATOMIC ENERGY COMMISSION; DEPARTMENT OF DEFENSE; DEPARTMENT OF JUSTICE; DEPARTMENT OF STATE; FEDERAL BUREAU OF INVESTIGATION; FRONDIZI; NATIONAL INDICATIONS CENTER; NATIONAL SECURITY AGENCY; PERONISTAS; UNITED STATES; UNITED STATES INFORMATION AGENCY,SANTA FE PROVINCE || Location || ATOMIC ENERGY COMMISSION DEPARTMENT OF DEFENSE DEPARTMENT OF JUSTICE DEPARTMENT OF STATE FEDERAL BUREAU OF INVESTIGATION FRONDIZI NATIONAL INDICATIONS CENTER NATIONAL SECURITY AGENCY PERONISTAS UNITED STATES || Location of the municipal elections,False
SANTOS COSTA,SANTOS COSTA,1,1,1,Person,Person,Santos Costa,Former Defense Minister and rival of Moniz.,ALGERIA; COUVE DE MURVILLE; DE GAULLE; ELBRICK; GAVIN; MANUEL GOMES DE ARAUJO; MARIO SILVA; MONIZ; PORTUGAL; PROVISIONAL ALGERIAN GOVERNMENT; SALAZAR,SANTOS COSTA || Person || ALGERIA COUVE DE MURVILLE DE GAULLE ELBRICK GAVIN MANUEL GOMES DE ARAUJO MARIO SILVA MONIZ PORTUGAL PROVISIONAL ALGERIAN GOVERNMENT || Former Defense Minister and rival of Moniz.,False
SARATOV,SARATOV,1,1,1,Location,Location,Saratov,Location near where the capsule landed.,CUBA; DE GAULLE; KONG LE - PATHET LAO; MOSCOW; SPUTNIK XI; STALINGRAD; UN; USSR,SARATOV || Location || CUBA DE GAULLE KONG LE - PATHET LAO MOSCOW SPUTNIK XI STALINGRAD UN USSR || Location near where the capsule landed.,False
SARAVANE PROVINCE,SARAVANE PROVINCE,1,1,1,Location,Location,Saravane Province,Location near the South Vietnamese border where supplies are air-dropped.,LAOTIAN ARMY; LUANG PRABANG; MEO TRIBESMEN; PATHET LAO; PHOUMI; SOVIET UNION; VANG VIENG,SARAVANE PROVINCE || Location || LAOTIAN ARMY LUANG PRABANG MEO TRIBESMEN PATHET LAO PHOUMI SOVIET UNION VANG VIENG || Location near the South Vietnamese border where supplies are air-dropped.,False
SARIT,SARIT,1,1,1,Person,Person,Sarit,Premier of Thailand who commented on the Laotian situation.,COMMUNIST CHINA; KHRUSHCHEV; LAOS; NORTH VIETNAM; PUSHKIN; SOVIET UNION; THAILAND; UNITED KINGDOM; WALTER LIPPMANN,SARIT || Person || COMMUNIST CHINA KHRUSHCHEV LAOS NORTH VIETNAM PUSHKIN SOVIET UNION THAILAND UNITED KINGDOM WALTER LIPPMANN || Premier of Thailand who commented on the Laotian situation.,False
SARRAJ,SARRAJ,1,1,1,Person,Person,Sarraj,Syrian internal security chief who was bribed by Saud.,ARAB LEAGUE; FAYSAL; HABIB BOURGUIBA; IRAQ; JORDAN; NASIR; SALAH BEN YOUSSEF; SAUD; SAUDI ARABIA; UAR,SARRAJ || Person || ARAB LEAGUE FAYSAL HABIB BOURGUIBA IRAQ JORDAN NASIR SALAH BEN YOUSSEF SAUD SAUDI ARABIA UAR || Syrian internal security chief who was bribed by Saud.,False
SAUD,SAUD,1,1,1,Person,Person,Saud,Former King of Saudi Arabia who withdrew from active leadership in March 1958.,ARAB LEAGUE; FAYSAL; HABIB BOURGUIBA; IRAQ; JORDAN; NASIR; SALAH BEN YOUSSEF; SARRAJ; SAUDI ARABIA; UAR,SAUD || Person || ARAB LEAGUE FAYSAL HABIB BOURGUIBA IRAQ JORDAN NASIR SALAH BEN YOUSSEF SARRAJ SAUDI ARABIA UAR || Former King of Saudi Arabia who withdrew from active leadership in March 1958.,False
SAVAK,SAVAK,1,1,1,Organization,Organization,SAVAK,National Intelligence and Security Organization of Iran,ARDESHIR ZAHEDI; GENERAL ALAVI-MOQADAM; GENERAL AMIR-AZIZI; GENERAL TIMUR BAKHTIAR; HOSSEIN QODS-NAKHAI; IRAN; SHAH,SAVAK || Organization || ARDESHIR ZAHEDI GENERAL ALAVI-MOQADAM GENERAL AMIR-AZIZI GENERAL TIMUR BAKHTIAR HOSSEIN QODS-NAKHAI IRAN SHAH || National Intelligence and Security Organization of Iran,False
SAVANNAKHET,SAVANNAKHET,1,1,1,Location,Location,Savannakhet,A location in Laos near the Seno base.,BOUN OUM; FRENCH; FRENCH AMBASSADOR FALAIZE; KHAMSOUK KEOLA; KONG LE; LAOS; PATHET LAO; PHONG SALY PROVINCE; SAM NEUA PROVINCE; SENO BASE; SOUVANNA PHOUMA; XIENG KHOUANG,SAVANNAKHET || Location || BOUN OUM FRENCH FRENCH AMBASSADOR FALAIZE KHAMSOUK KEOLA KONG LE LAOS PATHET LAO PHONG SALY PROVINCE SAM NEUA PROVINCE SENO BASE || A location in Laos near the Seno base.,False
SEKOU TOURÉ,SEKOU TOURÉ,1,1,1,Person,Person,Sekou Touré,Leader of the Republic of Guinea.,BAGHDAD; BOUN OUM; GENERAL OUANE; GENERAL PHOUMI; IRAQ; LAOS; LUANG PRABANG; PORTUGUESE GUINEA; QASIM; REPUBLIC OF GUINEA,SEKOU TOURÉ || Person || BAGHDAD BOUN OUM GENERAL OUANE GENERAL PHOUMI IRAQ LAOS LUANG PRABANG PORTUGUESE GUINEA QASIM REPUBLIC OF GUINEA || Leader of the Republic of Guinea.,False
SENO BASE,SENO BASE,1,1,1,Location,Location,Seno base,A French-held military base in Laos.,BOUN OUM; FRENCH; FRENCH AMBASSADOR FALAIZE; KHAMSOUK KEOLA; KONG LE; LAOS; PATHET LAO; PHONG SALY PROVINCE; SAM NEUA PROVINCE; SAVANNAKHET; SOUVANNA PHOUMA; XIENG KHOUANG,SENO BASE || Location || BOUN OUM FRENCH FRENCH AMBASSADOR FALAIZE KHAMSOUK KEOLA KONG LE LAOS PATHET LAO PHONG SALY PROVINCE SAM NEUA PROVINCE SAVANNAKHET || A French-held military base in Laos.,False
SENO MILITARY BASE,SENO MILITARY BASE,1,1,1,Location,Location,Seno military base,A military base in Laos that is the subject of the dispute.,1954 GENEVA AGREEMENT; BOUN OUM GOVERNMENT; FRENCH AMBASSADOR FALAIZE; FRENCH TROOPS; KONG LE - PATHET LAO FORCES; LAOS; MUONG KASS; PHOU KHOUN; SEATO; VIENTIANE,SENO MILITARY BASE || Location || 1954 GENEVA AGREEMENT BOUN OUM GOVERNMENT FRENCH AMBASSADOR FALAIZE FRENCH TROOPS KONG LE - PATHET LAO FORCES LAOS MUONG KASS PHOU KHOUN SEATO VIENTIANE || A military base in Laos that is the subject of the dispute.,False
SEVEN-YEAR PLAN,SEVEN-YEAR PLAN,1,1,1,Other,Other,Seven-Year Plan,Soviet economic plan for 1959-65,COMMUNIST CHINA; EL SALVADOR; FRENCH AIR FORCE; GENERAL CHALLE; IRAN; KAZAKH REPUBLIC; KHRUSHCHEV; UKRAINE; USSR,SEVEN-YEAR PLAN || Other || COMMUNIST CHINA EL SALVADOR FRENCH AIR FORCE GENERAL CHALLE IRAN KAZAKH REPUBLIC KHRUSHCHEV UKRAINE USSR || Soviet economic plan for 1959-65,False
SEVENTH FLEET,SEVENTH FLEET,1,1,1,Military,Military,Seventh Fleet,US military fleet mentioned in relation to Taiwan Strait.,CANADIAN COMMUNICATIONS PERSONNEL; CHEN YI; COMMUNIST CHINA; DAR ES SALAAM; HAMMARSKJOLD; KASAVUBU; SUDAN; SUKARNO; UAR; US,SEVENTH FLEET || Military || CANADIAN COMMUNICATIONS PERSONNEL CHEN YI COMMUNIST CHINA DAR ES SALAAM HAMMARSKJOLD KASAVUBU SUDAN SUKARNO UAR US || US military fleet mentioned in relation to Taiwan Strait.,False
SHANTUNG,SHANTUNG,1,1,1,Location,Location,Shantung,a north coastal province hardest hit by drought,AMERICAN CONSULATE GENERAL IN HONG KONG; COLOMBIAN FOREIGN MINISTER TURBAY; KWANGTUNG; MEXICAN FOREIGN MINISTER TELLO; ORGANIZATION OF AMERICAN STATES (OAS); PEOPLES DAILY,SHANTUNG || Location || AMERICAN CONSULATE GENERAL IN HONG KONG COLOMBIAN FOREIGN MINISTER TURBAY KWANGTUNG MEXICAN FOREIGN MINISTER TELLO ORGANIZATION OF AMERICAN STATES (OAS) PEOPLES DAILY || a north coastal province hardest hit by drought,False
SINO-SOVIET,SINO-SOVIET,1,1,1,PoliticalGroup,PoliticalGroup,Sino-Soviet,Refers to the trade talks between China and the USSR.,ALGIERS; BREZHNEV; FRANCE; GHANA; GUINEA; JOSEPH ILEO; KASAVUBU; KATANGA; KING MOHAMMED V; LUMUMBA; MOBUTU; MOROCCO,SINO-SOVIET || PoliticalGroup || ALGIERS BREZHNEV FRANCE GHANA GUINEA JOSEPH ILEO KASAVUBU KATANGA KING MOHAMMED V LUMUMBA || Refers to the trade talks between China and the USSR.,False
SIR CLAUDE COREA,SIR CLAUDE COREA,1,1,1,Person,Person,Sir Claude Corea,"Former permanent representative of Ceylon to the UN, being relieved due to ill health.",BURMA; CEYLON; G. P. MALALASEKERA; IRAQ; USSR,"SIR CLAUDE COREA || Person || BURMA CEYLON G. P. MALALASEKERA IRAQ USSR || Former permanent representative of Ceylon to the UN, being relieved due to ill health.",False
SIR RICHARD TURNBULL,SIR RICHARD TURNBULL,1,1,1,Person,Person,Sir Richard Turnbull,Governor of Tanganyika.,AFRICAN NATIONAL CONGRESS (ANC); BANK OF CHINA; COLONIAL OFFICE; HAINAN ISLAND; JAPAN; KAHAMA; MACLEOD; NYERERE; PEIPING; POLAND; TANGANYIKA; USSR,SIR RICHARD TURNBULL || Person || AFRICAN NATIONAL CONGRESS (ANC) BANK OF CHINA COLONIAL OFFICE HAINAN ISLAND JAPAN KAHAMA MACLEOD NYERERE PEIPING POLAND || Governor of Tanganyika.,False
SISOUMANG,SISOUMANG,1,1,1,Person,Person,Sisoumang,Secretary of state in the Souvanna cabinet.,COMMUNIST CHINA; DOMINICAN DICTATOR TRUJILLO; HANOI; KHAMSOUK; KUNMING; LAOS; PHOUMI VONGVICHIT; PRESIDENT BETANCOURT; QUINIM; SOUVANNA PHOUMA; VENEZUELA; VENEZUELAN GOVERNMENT,SISOUMANG || Person || COMMUNIST CHINA DOMINICAN DICTATOR TRUJILLO HANOI KHAMSOUK KUNMING LAOS PHOUMI VONGVICHIT PRESIDENT BETANCOURT QUINIM SOUVANNA PHOUMA || Secretary of state in the Souvanna cabinet.,False
SO-1 SUBCHASER,SO-1 SUBCHASER,1,1,1,Other,Other,SO-1 subchaser,Type of naval vessel possibly transferred to Communist China,COMMUNIST CHINA; EAST GERMANY; KHRUSHCHEV; SOUTH CHINA FLEET; SOVIET UNION; TSAMKONG,SO-1 SUBCHASER || Other || COMMUNIST CHINA EAST GERMANY KHRUSHCHEV SOUTH CHINA FLEET SOVIET UNION TSAMKONG || Type of naval vessel possibly transferred to Communist China,False
SOBOLEV,SOBOLEV,1,1,1,Person,Person,Sobolev,Soviet Deputy Foreign Minister who made remarks about the ICC.,BURMA; CANADA; COMMUNIST CHINA; INTERNATIONAL CONTROL COMMISSION; LAOS; PEIPING; SOVIET UNION; TSAMKONG; USSR; VLADIVOSTOK,SOBOLEV || Person || BURMA CANADA COMMUNIST CHINA INTERNATIONAL CONTROL COMMISSION LAOS PEIPING SOVIET UNION TSAMKONG USSR VLADIVOSTOK || Soviet Deputy Foreign Minister who made remarks about the ICC.,False
SOCIAL CHRISTIAN - LIBERAL GOVERNMENT,SOCIAL CHRISTIAN - LIBERAL GOVERNMENT,1,1,1,Government,Government,Social Christian - Liberal government,The government led by Prime Minister Eyskens,BELGIUM; EYSKENS; ROMAN CATHOLIC TRADE UNION FEDERATION; WALLOON SOCIALIST DEPUTIES,SOCIAL CHRISTIAN - LIBERAL GOVERNMENT || Government || BELGIUM EYSKENS ROMAN CATHOLIC TRADE UNION FEDERATION WALLOON SOCIALIST DEPUTIES || The government led by Prime Minister Eyskens,False
SOCIAL CHRISTIAN PARTY,SOCIAL CHRISTIAN PARTY,1,1,1,PoliticalGroup,PoliticalGroup,Social Christian party,A political party in Belgium.,ALIONE DIAKITE; GIZENGA REGIME; HAMMARSKJOLD; LIBERAL PARTY; SOCIALIST PARTY; THEO LEFEVRE; TSHOMBÉS GOVERNMENT; UN,SOCIAL CHRISTIAN PARTY || PoliticalGroup || ALIONE DIAKITE GIZENGA REGIME HAMMARSKJOLD LIBERAL PARTY SOCIALIST PARTY THEO LEFEVRE TSHOMBÉS GOVERNMENT UN || A political party in Belgium.,False
SOCIAL DEMOCRATIC PARTY,SOCIAL DEMOCRATIC PARTY,1,1,1,PoliticalGroup,PoliticalGroup,Social Democratic Party,Political partner of the Christian Democrats in Italy.,CHRISTIAN DEMOCRATIC PARTY; COMMUNIST PARTY; ITALIAN GOVERNMENT; MONARCHISTS; NENNI SOCIALISTS; POLISH LEADER; REPUBLICAN PARTY; ROMAN CATHOLIC CHURCH,SOCIAL DEMOCRATIC PARTY || PoliticalGroup || CHRISTIAN DEMOCRATIC PARTY COMMUNIST PARTY ITALIAN GOVERNMENT MONARCHISTS NENNI SOCIALISTS POLISH LEADER REPUBLICAN PARTY ROMAN CATHOLIC CHURCH || Political partner of the Christian Democrats in Italy.,False
