original_normalized_label,canonical_label,canonical_key,method,confidence,mention_count,doc_count,entity_type,surface_forms,sample_context
SHELL COMPANY,SHELL COMPANY (SAMSAM PULASKI BAHMAN),CANONICAL_ENTITY:SHELL_COMPANY_SAMSAM_PULASKI_BAHMAN,a3_single_cluster_self,1.0,1,1,Organization,Shell Company,Company ordered to provide fuel to the Pulaski.
SHELL MEX,SHELL MEX (PORTUGAL MAHDI DULLES),CANONICAL_ENTITY:SHELL_MEX_PORTUGAL_MAHDI_DULLES,a3_single_cluster_self,1.0,1,1,Organization,Shell Mex,A company involved in oil contracts in Iran.
SHELL OIL,SHELL OIL (YUGOSLAVIA HUNGARY GOMULKA),CANONICAL_ENTITY:SHELL_OIL_YUGOSLAVIA_HUNGARY_GOMULKA,a3_single_cluster_self,1.0,1,1,Organization,Shell Oil,Oil company with properties in Egypt.
SHEN,SHEN (WAHAB KHATMIA BRITAIN),CANONICAL_ENTITY:SHEN_WAHAB_KHATMIA_BRITAIN,a4_keep_separate,0.7,1,1,Person,Shen,Chinese Nationalist Vice Foreign Minister expressing concerns.
SHEN CHANG HUAN,SHEN CHANG HUAN (MA DRUMRIGHT YUAN),CANONICAL_ENTITY:SHEN_CHANG_HUAN_MA_DRUMRIGHT_YUAN,a3_single_cluster_self,1.0,1,1,Person,Shen Chang-huan,Vice Foreign Minister of the Chinese Nationalists.
SHENYANG,SHENYANG (KUO NEPAL KUOMINTANG),CANONICAL_ENTITY:SHENYANG_KUO_NEPAL_KUOMINTANG,a3_single_cluster_self,1.0,1,1,Location,Shenyang,City in China known for military production
SHETLAND ISLANDS,SHETLAND ISLANDS (VLADIVOSTOK SUBMARINE NEWFOUNDLAND),CANONICAL_ENTITY:SHETLAND_ISLANDS_VLADIVOSTOK_SUBMARINE_NEWFOUNDLAND,a3_single_cluster_self,1.0,1,1,Location,Shetland Islands,A group of islands located off the northeast coast of Scotland.
SHIA MOSLEM,SHIA MOSLEM (SUNNI OFFICES MARONITE),CANONICAL_ENTITY:SHIA_MOSLEM_SUNNI_OFFICES_MARONITE,a3_single_cluster_self,1.0,1,1,ReligiousGroup,Shia Moslem,A religious community in Lebanon that seeks representation in the government.
SHIA MOSLEM DIVINE,SHIA MOSLEM DIVINE (CDNI PHOUI QASIM),CANONICAL_ENTITY:SHIA_MOSLEM_DIVINE_CDNI_PHOUI_QASIM,a3_single_cluster_self,1.0,1,1,Person,Shia Moslem divine,Anti-Communist religious figure in Iraq criticized by Qasim.
SHIAS,SHIAS (RUFO FRESQUET BAKDASH),CANONICAL_ENTITY:SHIAS_RUFO_FRESQUET_BAKDASH,a3_single_cluster_self,1.0,1,1,ReligiousGroup,Shias,Religious group constituting almost 60 percent of Iraq's population.
SHIBORIN,SHIBORIN (YONE TASS LAW),CANONICAL_ENTITY:SHIBORIN_YONE_TASS_LAW,a3_single_cluster_self,1.0,1,1,Person,Shiborin,Soviet Ambassador who intervened in the libel case
SHIGERU YOSHIDA,SHIGERU YOSHIDA (ALLISON NEHRU VIET),CANONICAL_ENTITY:SHIGERU_YOSHIDA_ALLISON_NEHRU_VIET,a3_single_cluster_self,1.0,1,1,Person,Shigeru Yoshida,Prime Minister of Japan facing a no-confidence vote.
SHIHPU,SHIHPU (TACHENS YOSHIDA VIET),CANONICAL_ENTITY:SHIHPU_TACHENS_YOSHIDA_VIET,a3_single_cluster_self,1.0,1,1,Location,Shihpu,Location on the Chekiang coast where military operations are reported.
SHIKOTAN ISLANDS,SHIKOTAN ISLANDS (KUNASHIRI HABOMAI NUCLEAR),CANONICAL_ENTITY:SHIKOTAN_ISLANDS_KUNASHIRI_HABOMAI_NUCLEAR,a3_single_cluster_self,1.0,1,1,Location,Shikotan Islands,Islands where Soviet personnel were observed dismantling facilities.
SHIMON ORENSTEIN,SHIMON ORENSTEIN (CZECHOSLOVAKIA GAMAL HERMANN),CANONICAL_ENTITY:SHIMON_ORENSTEIN_CZECHOSLOVAKIA_GAMAL_HERMANN,a3_single_cluster_self,1.0,1,1,Person,Shimon Orenstein,Israeli citizen released from imprisonment during the Slansky trial
SHIN TAE YONG,SHIN TAE YONG (SIHN KIPONG PUSAN),CANONICAL_ENTITY:SHIN_TAE_YONG_SIHN_KIPONG_PUSAN,a3_single_cluster_self,1.0,1,1,Person,Shin T'ae-yong,"Newly appointed ROK Defense Minister, described as incompetent by American military observers."
SHIPPING MINISTRY,SHIPPING MINISTRY (DONGGALA PALU POLAND),CANONICAL_ENTITY:SHIPPING_MINISTRY_DONGGALA_PALU_POLAND,a3_single_cluster_self,1.0,1,1,Government,Shipping Ministry,Indonesian ministry involved in shipbuilding operations.
SHIRLEY COREA,SHIRLEY COREA (CROWE INDONESIAN EN),CANONICAL_ENTITY:SHIRLEY_COREA_CROWE_INDONESIAN_EN,a3_single_cluster_self,1.0,1,1,Person,Shirley Corea,Ceylonese minister of commerce
SHOZO MURATA,SHOZO MURATA (PROMOTION XUYEN POLAND),CANONICAL_ENTITY:SHOZO_MURATA_PROMOTION_XUYEN_POLAND,a3_single_cluster_self,1.0,1,1,Person,Shozo Murata,Chief of the International Trade Promotion Association.
SHUAYR,SHUAYR (SYRIA TECHNICIANS EGYPT),CANONICAL_ENTITY:SHUAYR_SYRIA_TECHNICIANS_EGYPT,a3_single_cluster_self,1.0,1,1,Person,Shuayr,Syrian chief of staff who communicated with the American army attaché.
SHUKRI AL QUWATLI,SHUKRI AL QUWATLI (SHIGEMITSU POPULISTS RECTO),CANONICAL_ENTITY:SHUKRI_AL_QUWATLI_SHIGEMITSU_POPULISTS_RECTO,a3_single_cluster_self,1.0,1,1,Person,Shukri al-Quwatli,Elected president of Syria.
SHUQAYRI,SHUQAYRI (BANDUNG SUKARNO DJUANDA),CANONICAL_ENTITY:SHUQAYRI_BANDUNG_SUKARNO_DJUANDA,a3_single_cluster_self,1.0,1,1,Person,Shuqayri,Chief of the Saudi UN delegation who expressed disgust with King Saud.
SI MBAREK BEKKAI,SI MBAREK BEKKAI (MOHAMED MHAMMEDI DOUIRI),CANONICAL_ENTITY:SI_MBAREK_BEKKAI_MOHAMED_MHAMMEDI_DOUIRI,a3_single_cluster_self,1.0,1,1,Person,Si M'Barek Bekkai,New minister of the interior and close supporter of the King.
SIBERIA,SIBERIA (KAZAKHSTAN TRANSCAUCASUS EN),CANONICAL_ENTITY:SIBERIA_KAZAKHSTAN_TRANSCAUCASUS_EN,a3_single_cluster_self,1.0,1,1,Location,Siberia,Region where grain crops are planned to be sown on virgin and reclaimed lands.
SIBIR CLASS SHIPS,SIBIR CLASS SHIPS (MIDWAY CEYLON TYURA),CANONICAL_ENTITY:SIBIR_CLASS_SHIPS_MIDWAY_CEYLON_TYURA,a3_single_cluster_self,1.0,1,1,Military,Sibir-class ships,Type of missile range instrumentation ships deployed by the USSR.
SIBIR SHIPS,SIBIR SHIPS (ALLAL AGADIR FASSI),CANONICAL_ENTITY:SIBIR_SHIPS_ALLAL_AGADIR_FASSI,a3_single_cluster_self,1.0,1,1,Military,Sibir ships,Ships involved in a deployment in the Pacific.
SIBOLGA,SIBOLGA (TENGAH KOTA ARABIA),CANONICAL_ENTITY:SIBOLGA_TENGAH_KOTA_ARABIA,a3_single_cluster_self,1.0,1,1,Location,Sibolga,Location in Tapanuli captured by central government forces.
SICILIAN REGIONAL ASSEMBLY,SICILIAN REGIONAL ASSEMBLY (SILVIO MILAZZO VENEZUELA),CANONICAL_ENTITY:SICILIAN_REGIONAL_ASSEMBLY_SILVIO_MILAZZO_VENEZUELA,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Sicilian regional assembly,The assembly where Silvio Milazzo was re-elected president.
SICILIAN REGIONAL GOVERNMENT,SICILIAN REGIONAL GOVERNMENT (DEMOCRATS CGIL LIBERALS),CANONICAL_ENTITY:SICILIAN_REGIONAL_GOVERNMENT_DEMOCRATS_CGIL_LIBERALS,a3_single_cluster_self,1.0,1,1,Government,Sicilian regional government,The regional government in Sicily where collaboration is being sought.
SICILIAN STRAITS,SICILIAN STRAITS (ZAMBROWSKI AEGEAN OCHAB),CANONICAL_ENTITY:SICILIAN_STRAITS_ZAMBROWSKI_AEGEAN_OCHAB,a3_single_cluster_self,1.0,1,1,Location,Sicilian Straits,Location where Soviet naval vessels were reported lying to
SIDI IFNI,SIDI IFNI (SOBSI KPM SPAIN),CANONICAL_ENTITY:SIDI_IFNI_SOBSI_KPM_SPAIN,a3_single_cluster_self,1.0,1,1,Location,Sidi Ifni,A defense perimeter where Spanish forces are being withdrawn.
SIDIQ AL MAHDI,SIDIQ AL MAHDI (GEORGHIADES BESHIR EOKA),CANONICAL_ENTITY:SIDIQ_AL_MAHDI_GEORGHIADES_BESHIR_EOKA,a3_single_cluster_self,1.0,1,1,Person,Sidiq al-Mahdi,Leader of the Ansar sect expressing concern over Ethiopian Emperor's visit
SIDON,SIDON (IRAQ LEBANON STASSEN),CANONICAL_ENTITY:SIDON_IRAQ_LEBANON_STASSEN,a3_single_cluster_self,1.0,1,1,Location,Sidon,Port in Lebanon where oil is proposed to be diverted.
SIEM REAP,SIEM REAP (ISLAH ABDELKHALIK DAP),CANONICAL_ENTITY:SIEM_REAP_ISLAH_ABDELKHALIK_DAP,a3_single_cluster_self,1.0,1,1,Location,Siem Reap,Location of Chhuon's headquarters.
SIHANOUK REGIME,SIHANOUK REGIME (SIEM REAP ISLAH),CANONICAL_ENTITY:SIHANOUK_REGIME_SIEM_REAP_ISLAH,a3_single_cluster_self,1.0,1,1,Government,Sihanouk regime,The ruling government in Cambodia at the time.
SIHN SONG MO,SIHN SONG MO (SHIN KIPONG TAE),CANONICAL_ENTITY:SIHN_SONG_MO_SHIN_KIPONG_TAE,a3_single_cluster_self,1.0,1,1,Person,Sihn Song-mo,Former Minister of Defense who requested the relief of Shin T'ae-yong.
SIMONEN,SIMONEN (FINLAND FAGERHOLM SOCIAL),CANONICAL_ENTITY:SIMONEN_FINLAND_FAGERHOLM_SOCIAL,a3_single_cluster_self,1.0,1,1,Person,Simonen,Social Democratic finance minister and strong party leader
SIND,SIND (PAKISTAN MOHAMMAD LIBERALS),CANONICAL_ENTITY:SIND_PAKISTAN_MOHAMMAD_LIBERALS,a4_keep_separate,0.7,1,1,Location,Sind,Province in West Pakistan facing a political crisis.
SINGAPORE CHINESE COMMUNITY,SINGAPORE CHINESE COMMUNITY (MARSHALL MALAYA ISRAEL),CANONICAL_ENTITY:SINGAPORE_CHINESE_COMMUNITY_MARSHALL_MALAYA_ISRAEL,a3_single_cluster_self,1.0,1,1,Other,Singapore Chinese community,Community that supports the delegation.
SINGAPORE FACTORY AND SHOP WORKERS UNION,SINGAPORE FACTORY AND SHOP WORKERS UNION (PRICA RIDDLEBERGER YUGOSLAV),CANONICAL_ENTITY:SINGAPORE_FACTORY_AND_SHOP_WORKERS_UNION_PRICA_RIDDLEBERGER_YUGOSLAV,a3_single_cluster_self,1.0,1,1,Organization,Singapore Factory and Shop Workers' Union,Union that pledged support to students in Singapore.
SINGAPORE LABOR FRONT GOVERNMENT,SINGAPORE LABOR FRONT GOVERNMENT (MARSHALL MALAYA ISRAEL),CANONICAL_ENTITY:SINGAPORE_LABOR_FRONT_GOVERNMENT_MARSHALL_MALAYA_ISRAEL,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Singapore Labor Front government,Government that has not officially discouraged the mission.
SINGAPORE PEOPLES ALLIANCE SPA,SINGAPORE PEOPLES ALLIANCE SPA (HOCK ARGENTINA YEW),CANONICAL_ENTITY:SINGAPORE_PEOPLES_ALLIANCE_SPA_HOCK_ARGENTINA_YEW,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Singapore People's Alliance (SPA),Moderate political party in Singapore led by Chief Minister Lim Yew Hock.
SINGAPORE POLICE,SINGAPORE POLICE (TEWFIK MADANI BELLA),CANONICAL_ENTITY:SINGAPORE_POLICE_TEWFIK_MADANI_BELLA,a3_single_cluster_self,1.0,1,1,Military,Singapore police,The police force in Singapore involved in clashes with students.
SINGLE CENTER OF CHILEAN WORKERS,SINGLE CENTER OF CHILEAN WORKERS (CLOTARIO BLEST FIDEL),CANONICAL_ENTITY:SINGLE_CENTER_OF_CHILEAN_WORKERS_CLOTARIO_BLEST_FIDEL,a3_single_cluster_self,1.0,1,1,Organization,Single Center of Chilean Workers,the country's only important labor federation
SINO AMERICAN NEGOTIATIONS,SINO AMERICAN NEGOTIATIONS (VALLUY DILLON AUGUSTIN),CANONICAL_ENTITY:SINO_AMERICAN_NEGOTIATIONS_VALLUY_DILLON_AUGUSTIN,a3_single_cluster_self,1.0,1,1,Document,Sino-American negotiations,Negotiations discussed in the context of Peiping's statement.
SINO FRENCH FRIENDSHIP SOCIETY,SINO FRENCH FRIENDSHIP SOCIETY (MPS LEXPRESS TUNG),CANONICAL_ENTITY:SINO_FRENCH_FRIENDSHIP_SOCIETY_MPS_LEXPRESS_TUNG,a3_single_cluster_self,1.0,1,1,Organization,Sino-French Friendship Society,Group advocating for the recognition of Communist China.
SINO INDIAN BORDER,SINO INDIAN BORDER (QAYSUNI USSR ABBOUD),CANONICAL_ENTITY:SINO_INDIAN_BORDER_QAYSUNI_USSR_ABBOUD,a3_single_cluster_self,1.0,1,1,Location,Sino-Indian border,Location mentioned in relation to Soviet embarrassment.
SINO INDIAN DISPUTE,SINO INDIAN DISPUTE (GHANA UNU FIRMS),CANONICAL_ENTITY:SINO_INDIAN_DISPUTE_GHANA_UNU_FIRMS,a3_single_cluster_self,1.0,1,1,Other,Sino-Indian dispute,Conflict between China and India
SINO INDIAN RELATIONS,SINO INDIAN RELATIONS (GUAN ENG DALAI),CANONICAL_ENTITY:SINO_INDIAN_RELATIONS_GUAN_ENG_DALAI,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Sino-Indian relations,Refers to the diplomatic relationship between China and India.
SINO NEPALESE AGREEMENT,SINO NEPALESE AGREEMENT (POSTS KATMANDU ADMINISTRATIVE),CANONICAL_ENTITY:SINO_NEPALESE_AGREEMENT_POSTS_KATMANDU_ADMINISTRATIVE,a3_single_cluster_self,1.0,1,1,Document,Sino-Nepalese agreement,Agreement signed in March 1960 providing for a demilitarized zone.
SINO SOVIET,SINO SOVIET (NAHAS KOENIG FAROUK),CANONICAL_ENTITY:SINO_SOVIET_NAHAS_KOENIG_FAROUK,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Sino-Soviet,Refers to the political alliance between China and the Soviet Union.
SINO SOVIET AGREEMENT,SINO SOVIET AGREEMENT (ARGENTINA RUBBER ISRAEL),CANONICAL_ENTITY:SINO_SOVIET_AGREEMENT_ARGENTINA_RUBBER_ISRAEL,a3_single_cluster_self,1.0,1,1,Document,Sino-Soviet agreement,Purported agreement discussed in the text
SINO SOVIET ALLIANCE,SINO SOVIET ALLIANCE (PRAVDA PEIPING MOSCOW),CANONICAL_ENTITY:SINO_SOVIET_ALLIANCE_PRAVDA_PEIPING_MOSCOW,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Sino-Soviet alliance,Alliance between China and the Soviet Union
SINO SOVIET BLOC COMMUNIST PARTIES,SINO SOVIET BLOC COMMUNIST PARTIES (KHRUSHCHEV WARSAW PEIPING),CANONICAL_ENTITY:SINO_SOVIET_BLOC_COMMUNIST_PARTIES_KHRUSHCHEV_WARSAW_PEIPING,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Sino-Soviet bloc Communist parties,A group of Communist parties aligned with the Soviet Union.
SINO SOVIET BORDER,SINO SOVIET BORDER (MANCHURIAN CHINA ITALY),CANONICAL_ENTITY:SINO_SOVIET_BORDER_MANCHURIAN_CHINA_ITALY,a3_single_cluster_self,1.0,1,1,Location,Sino-Soviet border,The border area between China and the Soviet Union.
SINO SOVIET DEFENSE PACT,SINO SOVIET DEFENSE PACT (PHO PHA BAN),CANONICAL_ENTITY:SINO_SOVIET_DEFENSE_PACT_PHO_PHA_BAN,a3_single_cluster_self,1.0,1,1,Other,Sino-Soviet defense pact,Defense agreement between China and the USSR
SINO SOVIET DISPUTE,SINO SOVIET DISPUTE (VOITEC RUMANIA MAURER),CANONICAL_ENTITY:SINO_SOVIET_DISPUTE_VOITEC_RUMANIA_MAURER,a3_single_cluster_self,1.0,1,1,Other,Sino-Soviet dispute,Dispute affecting Bulgarian leadership views
SINO SOVIET FRIENDSHIP SOCIETY,SINO SOVIET FRIENDSHIP SOCIETY (YUN PRAVDA MYON),CANONICAL_ENTITY:SINO_SOVIET_FRIENDSHIP_SOCIETY_YUN_PRAVDA_MYON,a3_single_cluster_self,1.0,1,1,Organization,Sino-Soviet Friendship Society,"Organization involved in Sino-Soviet relations, suspended publication of its magazine"
SINO SOVIET TRADE TALKS,SINO SOVIET TRADE TALKS (GHANA ILEO LUMUMBA),CANONICAL_ENTITY:SINO_SOVIET_TRADE_TALKS_GHANA_ILEO_LUMUMBA,a3_single_cluster_self,1.0,1,1,Other,Sino-Soviet trade talks,Trade talks reflecting economic difficulties and disputes.
SINO SOVIET TRANSPORTS,SINO SOVIET TRANSPORTS (FANFANIS ECUADOR CHIRIBOGA),CANONICAL_ENTITY:SINO_SOVIET_TRANSPORTS_FANFANIS_ECUADOR_CHIRIBOGA,a3_single_cluster_self,1.0,1,1,Military,Sino-Soviet transports,Transport aircraft involved in operations in Laos.
SINO SOVIET TREATY,SINO SOVIET TREATY (HABOMAI SHIKOTAN MALENKOV),CANONICAL_ENTITY:SINO_SOVIET_TREATY_HABOMAI_SHIKOTAN_MALENKOV,a3_single_cluster_self,1.0,1,1,Document,Sino-Soviet treaty,A treaty that includes provisions directed against Japan.
SINO SOVIET TREATY OF 1950,SINO SOVIET TREATY OF 1950 (LIBYAN YETISAL JERBI),CANONICAL_ENTITY:SINO_SOVIET_TREATY_OF_1950_LIBYAN_YETISAL_JERBI,a3_single_cluster_self,1.0,1,1,Document,Sino-Soviet treaty of 1950,Treaty outlining agreements between China and the Soviet Union
SINO TIBETAN AGREEMENT,SINO TIBETAN AGREEMENT (COCHRAN EXTERNAL DELHI),CANONICAL_ENTITY:SINO_TIBETAN_AGREEMENT_COCHRAN_EXTERNAL_DELHI,a3_single_cluster_self,1.0,1,1,Document,Sino-Tibetan agreement,Agreement that raised concerns for the Indian government.
SINO VIET MINH,SINO VIET MINH (EN LAI CHOU),CANONICAL_ENTITY:SINO_VIET_MINH_EN_LAI_CHOU,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Sino-Viet Minh,Political alliance between China and the Viet Minh.
SINO VIET MINH AGREEMENT,SINO VIET MINH AGREEMENT (RAILROADS TECHNICIANS CAMBODIA),CANONICAL_ENTITY:SINO_VIET_MINH_AGREEMENT_RAILROADS_TECHNICIANS_CAMBODIA,a3_single_cluster_self,1.0,1,1,Document,Sino-Viet Minh agreement,Agreement between China and the Viet Minh regarding restoration of communications.
SINSUKE KISHI,SINSUKE KISHI (RHEE KOREA STATES),CANONICAL_ENTITY:SINSUKE_KISHI_RHEE_KOREA_STATES,a3_single_cluster_self,1.0,1,1,Person,Sinsuke Kishi,Secretary general of Japan's new Democratic Party
SIR AHMADU BELLO,SIR AHMADU BELLO (TAFAWA NIGERIA BALEWA),CANONICAL_ENTITY:SIR_AHMADU_BELLO_TAFAWA_NIGERIA_BALEWA,a3_single_cluster_self,1.0,1,1,Person,Sir Ahmadu Bello,"Dominant personality in the NPC, not a candidate for the federal legislature."
SIR ALEXANDER KIRKBRIDE,SIR ALEXANDER KIRKBRIDE (LIBYA TEHRAN MOSSADEQ),CANONICAL_ENTITY:SIR_ALEXANDER_KIRKBRIDE_LIBYA_TEHRAN_MOSSADEQ,a3_single_cluster_self,1.0,1,1,Person,Sir Alexander Kirkbride,British Minister to Jordan considered for a position in Libya.
SIR ANTHONY EDEN,ANTHONY EDEN,CANONICAL_ENTITY:ANTHONY_EDEN,accept_rule,1.0,1,1,Person,Sir Anthony Eden,Former Prime Minister of the United Kingdom who resigned.
SIR BRIAN ROBERTSON,GENERAL SIR BRIAN ROBERTSON,CANONICAL_ENTITY:GENERAL_SIR_BRIAN_ROBERTSON,accept_rule,1.0,1,1,Person,Sir Brian Robertson,Commander in Chief of British forces in the Middle East
SIR CHARLES BOOTHBY,SIR CHARLES BOOTHBY (SHORIKI MATSUTARO ISRAEL),CANONICAL_ENTITY:SIR_CHARLES_BOOTHBY_SHORIKI_MATSUTARO_ISRAEL,a3_single_cluster_self,1.0,1,1,Person,Sir Charles Boothby,Conservative member of the British parliament
SIR EDGAR,SIR EDGAR (COTY NATIONAL SOUTHERN),CANONICAL_ENTITY:SIR_EDGAR_COTY_NATIONAL_SOUTHERN,a3_single_cluster_self,1.0,1,1,Person,Sir Edgar,Relatively liberal predecessor ousted by party members.
SIR FREDERICK CRAWFORD,SIR FREDERICK CRAWFORD (AHMAD ABDULLAH RUMANIA),CANONICAL_ENTITY:SIR_FREDERICK_CRAWFORD_AHMAD_ABDULLAH_RUMANIA,a3_single_cluster_self,1.0,1,1,Person,Sir Frederick Crawford,Governor General of Uganda who declared Buganda a disturbed area.
SIR GEORGE ERSKINE,SIR GEORGE ERSKINE (NAIROBI MAU TURKEY),CANONICAL_ENTITY:SIR_GEORGE_ERSKINE_NAIROBI_MAU_TURKEY,a3_single_cluster_self,1.0,1,1,Person,Sir George Erskine,Commander in chief of the East Africa command appointed last June.
SIR GERALD TEMPLER,SIR GERALD TEMPLER (TRIPOLITANIA CYRENAICA FEZZAN),CANONICAL_ENTITY:SIR_GERALD_TEMPLER_TRIPOLITANIA_CYRENAICA_FEZZAN,a3_single_cluster_self,1.0,1,1,Person,Sir Gerald Templer,High Commissioner of Malaya criticized for his administration
SIR GLADWYN JEBB,SIR GLADWYN JEBB (GRUBER MOSSADEQ WORLD),CANONICAL_ENTITY:SIR_GLADWYN_JEBB_GRUBER_MOSSADEQ_WORLD,a3_single_cluster_self,1.0,1,1,Person,Sir Gladwyn Jebb,British diplomat
SIR GODFREY HUGGINS,SIR GODFREY HUGGINS (ROY BECHUANALAND WELENSKY),CANONICAL_ENTITY:SIR_GODFREY_HUGGINS_ROY_BECHUANALAND_WELENSKY,a3_single_cluster_self,1.0,1,1,Person,Sir Godfrey Huggins,Prime Minister unaware of Welensky's activities
SIR HAROLD CACCIA,SIR HAROLD CACCIA (BRITAIN QUEMOY ASSISTANCE),CANONICAL_ENTITY:SIR_HAROLD_CACCIA_BRITAIN_QUEMOY_ASSISTANCE,a3_single_cluster_self,1.0,1,1,Person,Sir Harold Caccia,British deputy under secretary of state for foreign affairs
SIR IVONE KIRKPATRICK,SIR IVONE KIRKPATRICK (AVEROFF TURKEY SYRIA),CANONICAL_ENTITY:SIR_IVONE_KIRKPATRICK_AVEROFF_TURKEY_SYRIA,a3_single_cluster_self,1.0,1,1,Person,Sir Ivone Kirkpatrick,Former permanent under secretary of the British Foreign Office.
SIR JEHANGIR GHANDY,SIR JEHANGIR GHANDY (TATA IRON ARABIA),CANONICAL_ENTITY:SIR_JEHANGIR_GHANDY_TATA_IRON_ARABIA,a3_single_cluster_self,1.0,1,1,Person,Sir Jehangir Ghandy,Director of Tata Iron and Steel Co.
SIR JOHN HARDING,SIR JOHN HARDING (JACOB SYRIA ISRAEL),CANONICAL_ENTITY:SIR_JOHN_HARDING_JACOB_SYRIA_ISRAEL,a3_single_cluster_self,1.0,1,1,Person,Sir John Harding,Chief of the Imperial General Staff involved in discussions about Middle East defense.
SIR LESLIE MUNRO,SIR LESLIE MUNRO (ICRC MACARTHUR DOWLING),CANONICAL_ENTITY:SIR_LESLIE_MUNRO_ICRC_MACARTHUR_DOWLING,a3_single_cluster_self,1.0,1,1,Person,Sir Leslie Munro,UN representative who failed to gain entry into Hungary.
SIR OLIVER GOONETILLEKE,SIR OLIVER GOONETILLEKE (SILVA MACARTHUR FUJIYAMA),CANONICAL_ENTITY:SIR_OLIVER_GOONETILLEKE_SILVA_MACARTHUR_FUJIYAMA,a3_single_cluster_self,1.0,1,1,Person,Sir Oliver Goonetilleke,Governor General who called out the army and navy.
SIR PATRICK REILLY,SIR PATRICK REILLY (BRITAIN CDU ADENAUER),CANONICAL_ENTITY:SIR_PATRICK_REILLY_BRITAIN_CDU_ADENAUER,a3_single_cluster_self,1.0,1,1,Person,Sir Patrick Reilly,British Ambassador providing insights on trade negotiations.
SIR RICHARD TURNBULL,SIR RICHARD TURNBULL (TANGANYIKA KAHAMA ANC),CANONICAL_ENTITY:SIR_RICHARD_TURNBULL_TANGANYIKA_KAHAMA_ANC,a3_single_cluster_self,1.0,1,1,Person,Sir Richard Turnbull,Governor of Tanganyika.
SIR ROBERT ARMITAGE,SIR ROBERT ARMITAGE (TURKEY CYPRUS PAKISTAN),CANONICAL_ENTITY:SIR_ROBERT_ARMITAGE_TURKEY_CYPRUS_PAKISTAN,a3_single_cluster_self,1.0,1,1,Person,Sir Robert Armitage,"The British governor of Cyprus, who believes in self-determination for Cyprus."
SIR ROBERT HOWE,SIR ROBERT HOWE (HASSOUNA IANCA VIET),CANONICAL_ENTITY:SIR_ROBERT_HOWE_HASSOUNA_IANCA_VIET,a3_single_cluster_self,1.0,1,1,Person,Sir Robert Howe,Governor General of the Sudan.
SIR ROGER STEVENS,SIR ROGER STEVENS (KHAMPHAN CENTO PANYA),CANONICAL_ENTITY:SIR_ROGER_STEVENS_KHAMPHAN_CENTO_PANYA,a3_single_cluster_self,1.0,1,1,Person,Sir Roger Stevens,Foreign Office Deputy Under Secretary expressing concerns about Iran.
SIR ROY WELENSKY,SIR ROY WELENSKY (HUGGINS GODFREY BECHUANALAND),CANONICAL_ENTITY:SIR_ROY_WELENSKY_HUGGINS_GODFREY_BECHUANALAND,a3_single_cluster_self,1.0,1,1,Person,Sir Roy Welensky,cabinet minister and leader of the Federation of Rhodesia and Nyasaland
SIR WILLIAM DICKSON,SIR WILLIAM DICKSON (DUNCAN BRITAIN SANDYS),CANONICAL_ENTITY:SIR_WILLIAM_DICKSON_DUNCAN_BRITAIN_SANDYS,a3_single_cluster_self,1.0,1,1,Person,Sir William Dickson,Marshal of the Royal Air Force and aide to the minister of defense.
SIRGHAYA,SIRGHAYA (RUMANIA CZECHOSLOVAKIA BULGARIA),CANONICAL_ENTITY:SIRGHAYA_RUMANIA_CZECHOSLOVAKIA_BULGARIA,a3_single_cluster_self,1.0,1,1,Location,Sirghaya,Syrian town used for arms shipments to dissident forces.
SIRRYW,SIRRYW (WAF CUSTS NAHAS),CANONICAL_ENTITY:SIRRYW_WAF_CUSTS_NAHAS,a3_single_cluster_self,1.0,1,1,Person,Sirryw,Mentioned as a leading contender for the Egyptian premiership.
SISOUK NA CHAMPASSAK,SISOUK NA CHAMPASSAK (SOUPHANNOUVONG NEUA SAM),CANONICAL_ENTITY:SISOUK_NA_CHAMPASSAK_SOUPHANNOUVONG_NEUA_SAM,a3_single_cluster_self,1.0,1,1,Person,Sisouk Na Champassak,UN delegate for Laos involved in government reorganization efforts.
SISOUMANG,SISOUMANG (VONGVICHIT DICTATOR KHAMSOUK),CANONICAL_ENTITY:SISOUMANG_VONGVICHIT_DICTATOR_KHAMSOUK,a3_single_cluster_self,1.0,1,1,Person,Sisoumang,Secretary of state in the Souvanna cabinet.
SIXTH BOMBER CORPS,SIXTH BOMBER CORPS (YUGOSLAVIA POLAND RAPACKI),CANONICAL_ENTITY:SIXTH_BOMBER_CORPS_YUGOSLAVIA_POLAND_RAPACKI,a3_single_cluster_self,1.0,1,1,Military,Sixth Bomber Corps,The military unit possibly subordinate to the special purpose unit conducting missile tests.
SIXTH DIVISION,SIXTH DIVISION (CHOROMANSKI POLAND OCHAB),CANONICAL_ENTITY:SIXTH_DIVISION_CHOROMANSKI_POLAND_OCHAB,a3_single_cluster_self,1.0,1,1,Military,Sixth Division,Iranian military division based in Shiraz.
