normalized_label,mention_count,unique_docs,source_types,primary_type,label_ambiguity,looks_like_acronym,family,rule_candidate_labels,needs_sense_clustering
POLISH CATHOLIC CHURCH,1,1,ReligiousGroup,ReligiousGroup,0.0,False,religious_group,,False
POLISH COLLEAGUES,1,1,Country,Country,0.0,False,country,,False
POLISH CZECH BORDER,1,1,Location,Location,0.0,False,location,,False
POLISH LEADER,1,1,Person,Person,0.0,False,person_name,,False
POLISH MINISTER,1,1,Person,Person,0.0,False,person,,False
POLISH MINISTER TO BRAZIL,1,1,Person,Person,0.0,False,person,,False
POLISH PARTY LEADER BIERUT,1,1,Person,Person,0.0,False,person,,False
POLISH TRUCE COMMISSIONER,1,1,Person,Person,0.0,False,person_name,,False
POLITICAL ADVISER,1,1,Person,Person,0.0,False,person_name,,False
POLYARNYY URAL,1,1,Location,Location,0.0,False,location,,False
PONCE LOZADA,1,1,Person,Person,0.0,False,person_name,,False
PONDOLAND,1,1,Location,Location,0.0,False,location,,False
POPE,1,1,Person,Person,0.0,False,person_name,,False
POPE PIUS,1,1,Person,Person,0.0,False,person_name,,False
POPE PIUS XII,1,1,Person,Person,0.0,False,person_name,,False
POPOV,1,1,Person,Person,0.0,False,person_name,,False
POPULAR RESISTANCE FORCE PRF,1,1,Military,Military,0.0,False,military,,False
POPULAR RESISTANCE GROUPS,1,1,Military,Military,0.0,False,military,,False
PORT ARTHUR DAIREN,1,1,Location,Location,0.0,False,location,,False
PORT ARTHUR NAVAL BASE,1,1,Location,Location,0.0,False,location,,False
PORT ARTHUR NAVAL BASE AREA,1,1,Location,Location,0.0,False,location,,False
PORT FRANCQUI,1,1,Location,Location,0.0,False,location,,False
PORT SUDAN,1,1,Location,Location,0.0,False,location,,False
PORT SUDAN JAIL,1,1,Location,Location,0.0,False,location,,False
PORTRERILLOS,1,1,Location,Location,0.0,False,location,,False
PORTUGUESE AFRICA,1,1,Location,Location,0.0,False,location,,False
PORTUGUESE AIR FORCE,1,1,Military,Military,0.0,False,military,,False
PORTUGUESE CONSUL,1,1,Person,Person,0.0,False,person_name,,False
PORTUGUESE INDIA,1,1,Location,Location,0.0,False,location,,False
POSO,1,1,Location,Location,0.0,False,location,,False
POSO AREA,1,1,Location,Location,0.0,False,location,,False
POTTER,1,1,Person,Person,0.0,False,person_name,,False
POUJADE,1,1,Person,Person,0.0,False,person_name,,False
PRAGUE UNIVERSITY,1,1,Location,Location,0.0,False,location,,False
PREMIER,1,1,Person,Person,0.0,False,person,,False
PREMIER DESIGNATE FELIX GAILLARD,1,1,Person,Person,0.0,False,person_name,,False
PREMIER KONSTANTIN KARAMANLIS,1,1,Person,Person,0.0,False,person_name,,False
PREMIER KUBAAR,1,1,Person,Person,0.0,False,person_name,,False
PREMIER QUEUILLE,1,1,Person,Person,0.0,False,person_name,,False
PREMIER SOLH,1,1,Person,Person,0.0,False,person_name,,False
PREMIER ZOLI,1,1,Person,Person,0.0,False,person_name,,False
PREPARATORY COMMITTEE FOR THE TIBET AUTONOMOUS REGION,1,1,Organization,Organization,0.0,False,location,,False
PREROV,1,1,Location,Location,0.0,False,location,,False
PRESIDENT ALBERTO LLERAS,1,1,Person,Person,0.0,False,person_name,,False
PRESIDENT AROSEMENA,1,1,Person,Person,0.0,False,person_name,,False
PRESIDENT BUSTAMANTE,1,1,Person,Person,0.0,False,person_name,,False
PRESIDENT DESIGNATE URDANETA,1,1,Person,Person,0.0,False,person_name,,False
PRESIDENT EL KHOURI,1,1,Person,Person,0.0,False,person_name,,False
PRESIDENT ELECT EISENHOWER,1,1,Person,Person,0.0,False,person_name,,False
PRESIDENT ELECT QUADROS,1,1,Person,Person,0.0,False,person_name,,False
PRESIDENT FLORES AVENDANO,1,1,Government,Government,0.0,False,person_name,,False
PRESIDENT GOMEZ,1,1,Person,Person,0.0,False,person_name,,False
PRESIDENT GRAVEIRO LOPES,1,1,Person,Person,0.0,False,person_name,,False
PRESIDENT JORGE ALESSANDRI,1,1,Person,Person,0.0,False,person_name,,False
PRESIDENT KEKKONON,1,1,Person,Person,0.0,False,person_name,,False
PRESIDENT LLERAS,1,1,Person,Person,0.0,False,person_name,,False
PRESIDENT MBA,1,1,Person,Person,0.0,False,person_name,,False
PRESIDENT QUWWATLI,1,1,Person,Person,0.0,False,person_name,,False
PRESIDENT ULATE,1,1,Person,Person,0.0,False,person_name,,False
PRESIDENT URDANETA,1,1,Person,Person,0.0,False,person_name,,False
PRESIDENT URRIOLAGOITIA,1,1,Person,Person,0.0,False,person_name,,False
PRESIDENT URRUTIA,1,1,Person,Person,0.0,False,person_name,,False
PRESIDENT YUN PO SUN,1,1,Person,Person,0.0,False,person_name,,False
PRESIDENTIAL PALACE,1,1,Location,Location,0.0,False,location,,False
PRESS CHIEF VON ECKARDT,1,1,Person,Person,0.0,False,person,,False
PRIME MINISTER ABDUL RAHMAN,1,1,Person,Person,0.0,False,person,,False
PRIME MINISTER ALI AMINI,1,1,Person,Person,0.0,False,person,,False
PRIME MINISTER ASALI,1,1,Person,Person,0.0,False,person,,False
PRIME MINISTER ASSALI,1,1,Person,Person,0.0,False,person,,False
PRIME MINISTER BACCOUCHE,1,1,Person,Person,0.0,False,person,,False
PRIME MINISTER BALEWA,1,1,Person,Person,0.0,False,person,,False
PRIME MINISTER CHENIK,1,1,Person,Person,0.0,False,person,,False
PRIME MINISTER ERLANDER,1,1,Person,Person,0.0,False,person,,False
PRIME MINISTER FAURE,1,1,Person,Person,0.0,False,person,,False
PRIME MINISTER FIDEL CASTRO,1,1,Person,Person,0.0,False,person,,False
PRIME MINISTER HANSEN,1,1,Person,Person,0.0,False,person,,False
PRIME MINISTER HARAHAP,1,1,Person,Person,0.0,False,person,,False
PRIME MINISTER KHALIL,1,1,Person,Person,0.0,False,person,,False
PRIME MINISTER KUBAR,1,1,Person,Person,0.0,False,person,,False
PRIME MINISTER MAJALI,1,1,Person,Person,0.0,False,person,,False
PRIME MINISTER MENZIES,1,1,Person,Person,0.0,False,person,,False
PRIME MINISTER NASH,1,1,Person,Person,0.0,False,person,,False
PRIME MINISTER OF BURMA,1,1,Person,Person,0.0,False,person,,False
PRIME MINISTER PELLA,1,1,Person,Person,0.0,False,person,,False
PRIME MINISTER PHIBUN,1,1,Person,Person,0.0,False,person,,False
PRIME MINISTER RIFAI,1,1,Person,Person,0.0,False,person,,False
PRIME MINISTER SHARIF EMAMI,1,1,Person,Person,0.0,False,person,,False
PRIME MINISTER SUHRAWARDY,1,1,Person,Person,0.0,False,person,,False
PRIME MINISTER SUKSELAINEN,1,1,Person,Person,0.0,False,person,,False
PRIME MINISTER TAM,1,1,Person,Person,0.0,False,person,,False
PRIME MINISTER UNU,1,1,Person,Person,0.0,False,person,,False
PRIME MINISTER WILOPO,1,1,Person,Person,0.0,False,person,,False
PRIME MINISTER YAFI,1,1,Person,Person,0.0,False,person,,False
PRINCE ABDALLAH,1,1,Person,Person,0.0,False,person_name,,False
PRINCE ABDOL REZA,1,1,Person,Person,0.0,False,person_name,,False
PRINCE ABDULLA FAISAL,1,1,Person,Person,0.0,False,person_name,,False
PRINCE ABDULLA FAYSAL,1,1,Person,Person,0.0,False,person_name,,False
PRINCE BOUN OUM NA CHAMPASSAK,1,1,Person,Person,0.0,False,person_name,,False
PRINCE FAHD IBN ABD AL AZIZ,1,1,Person,Person,0.0,False,person_name,,False
PRINCE GHOLAM REZA,1,1,Person,Person,0.0,False,person_name,,False
PRINCE MONEIM,1,1,Person,Person,0.0,False,person_name,,False
PRINCE MUHAMMAD IBN SAUD,1,1,Person,Person,0.0,False,person_name,,False
PRINCE MUSAID IBN ABD AL RAHMAN,1,1,Person,Person,0.0,False,person_name,,False
PRINCE PATRICK ISLAND,1,1,Location,Location,0.0,False,location,,False
PRINCE PHOUMAN,1,1,Person,Person,0.0,False,person_name,,False
PRINCE SAAD IBN SAUD,1,1,Person,Person,0.0,False,person_name,,False
PRINCE WAN,1,1,Person,Person,0.0,False,person_name,,False
PRINCE WAN OF THAILAND,1,1,Person,Person,0.0,False,person,,False
PRINCESS SHAMS,1,1,Person,Person,0.0,False,person_name,,False
PRINGGODIGDO,1,1,Person,Person,0.0,False,person_name,,False
PRIO SOCARRAS,1,1,Person,Person,0.0,False,person_name,,False
PRO WESTERN PRESIDENT ATASI,1,1,Person,Person,0.0,False,person_name,,False
PROBLEMS OF CPSU HISTORY,1,1,Document,Document,0.0,False,document,,False
PROFESSOR RUI LUIS GOMES,1,1,Person,Person,0.0,False,person_name,,False
PROTESTANT CHURCH,1,1,ReligiousGroup,ReligiousGroup,0.0,False,religious_group,,False
PROVISIONAL ALGERIAN REPUBLIC PREMIER ABBAS,1,1,Person,Person,0.0,False,person,,False
PROVISIONAL PRESIDENT ARAMBURU,1,1,Person,Person,0.0,False,person_name,,False
PROVISIONAL PRESIDENT FLORES,1,1,Person,Person,0.0,False,person_name,,False
PROVISIONAL PRESIDENT PEREZ,1,1,Person,Person,0.0,False,person_name,,False
PROVOST MARSHAL GENERAL WON,1,1,Person,Person,0.0,False,person_name,,False
PUERTO VARAS,1,1,Location,Location,0.0,False,location,,False
PUNJAB STATE,1,1,Location,Location,0.0,False,location,,False
PUTIEN,1,1,Location,Location,0.0,False,location,,False
PYOTR DEMENTYEV,1,1,Person,Person,0.0,False,person_name,,False
PYRENEES,1,1,Location,Location,0.0,False,location,,False
QALQILIYA,1,1,Location,Location,0.0,False,location,,False
QANDAHAR,1,1,Location,Location,0.0,False,location,,False
QATANA,1,1,Location,Location,0.0,False,location,,False
QAYUM KHAN,1,1,Person,Person,0.0,False,person_name,,False
QIZILBASH,1,1,Person,Person,0.0,False,person_name,,False
QUAIDOO,1,1,Person,Person,0.0,False,person_name,,False
QUANG BINH,1,1,Location,Location,0.0,False,location,,False
QUANG NAM PROVINCE,1,1,Location,Location,0.0,False,location,,False
QUANG NGUYEN,1,1,Location,Location,0.0,False,location,,False
QUANG YEN CAMP,1,1,Location,Location,0.0,False,location,,False
QUAT,1,1,Person,Person,0.0,False,person_name,,False
QUEEN MOTHER ELIZABETH,1,1,Person,Person,0.0,False,person_name,,False
QUEEN MOTHER ZAYN,1,1,Person,Person,0.0,False,person_name,,False
QUEMOY AND MATSU,1,1,Location,Location,0.0,False,location,,False
QUEMOY CHINMEN,1,1,Location,Location,0.0,False,location,,False
QUEMOY ISLAND,1,1,Location,Location,0.0,False,location,,False
QUINIM,1,1,Person,Person,0.0,False,person_name,,False
R A KIDWAI,1,1,Person,Person,0.0,False,person_name,,False
R G SENANAYAKE,1,1,Person,Person,0.0,False,person_name,,False
R J ANTONIOLLI,1,1,Person,Person,0.0,False,person_name,,False
R K CHETTUR,1,1,Person,Person,0.0,False,person_name,,False
RABAT MEETING,1,1,Document,Document,0.0,False,document,,False
RABAT SALE AIRFIELD,1,1,Location,Location,0.0,False,location,,False
RADEN DJUANDA,1,1,Person,Person,0.0,False,person_name,,False
RADKIEWICZ,1,1,Person,Person,0.0,False,person_name,,False
RAFAEL CALDERON GUARDIA,1,1,Person,Person,0.0,False,person_name,,False
RAFAEL RAMFIS TRUJILLO JR,1,1,Person,Person,0.0,False,person_name,,False
RAGHAVAN,1,1,Person,Person,0.0,False,person_name,,False
RAJWADE,1,1,Person,Person,0.0,False,person_name,,False
RALLIS,1,1,Person,Person,0.0,False,person_name,,False
RALPUR,1,1,Person,Person,0.0,False,person_name,,False
RAMALLAH,1,1,Location,Location,0.0,False,location,,False
RAMAT GAN,1,1,Location,Location,0.0,False,location,,False
RAMIRO VALDES,1,1,Person,Person,0.0,False,person_name,,False
RAMON AJA CASTRO,1,1,Person,Person,0.0,False,person_name,,False
RAMON GRULLON,1,1,Person,Person,0.0,False,person_name,,False
RANADIVE,1,1,Person,Person,0.0,False,person_name,,False
RANCHI,1,1,Location,Location,0.0,False,location,,False
RAPHAEL LEYGUES,1,1,Person,Person,0.0,False,person_name,,False
RAS AL TIN NAVAL BASE,1,1,Location,Location,0.0,False,location,,False
RAS IMRU,1,1,Person,Person,0.0,False,person_name,,False
RASCHID,1,1,Person,Person,0.0,False,person_name,,False
RASNER,1,1,Person,Person,0.0,False,person_name,,False
RAUL,1,1,Person,Person,0.0,False,person_name,,False
RAUL CHIBAS,1,1,Person,Person,0.0,False,person_name,,False
RAUL TANCO,1,1,Person,Person,0.0,False,person_name,,False
RAVENNA,1,1,Location,Location,0.0,False,location,,False
RAVNDAL,1,1,Person,Person,0.0,False,person_name,,False
RAYMOND ARON,1,1,Person,Person,0.0,False,person_name,,False
RAYMOND EDDE,1,1,Person,Person,0.0,False,person_name,,False
RAYMOND OFFROY,1,1,Person,Person,0.0,False,person_name,,False
RAZAK,1,1,Person,Person,0.0,False,person_name,,False
RAZZAZ,1,1,Person,Person,0.0,False,person_name,,False
RB 50 RECONNAISSANCE PLANE,1,1,Military,Military,0.0,False,military,,False
REAM,1,1,Location,Location,0.0,False,location,,False
REAR ADMIRAL ARTURO RIAL,1,1,Person,Person,0.0,False,person_name,,False
REAR ADMIRAL CABANIER,1,1,Person,Person,0.0,False,person_name,,False
REAR ADMIRAL TAHARN KAMHIRAN,1,1,Person,Person,0.0,False,person_name,,False
REAR SERVICE DEPARTMENT,1,1,Military,Military,0.0,False,military,,False
RED CHINA,1,1,Country,Country,0.0,False,country,,False
RED RIVER,1,1,Location,Location,0.0,False,location,,False
RED SQUARE,1,1,Location,Location,0.0,False,location,,False
REDA GUEDIRA,1,1,Person,Person,0.0,False,person_name,,False
REGANNE PROVING GROUND,1,1,Location,Location,0.0,False,location,,False
REGGANE OASIS,1,1,Location,Location,0.0,False,location,,False
REGINO BOTI,1,1,Person,Person,0.0,False,person_name,,False
RENE BILLERES,1,1,Person,Person,0.0,False,person_name,,False
RENÉ MASSIGLI,1,1,Person,Person,0.0,False,person_name,,False
RENÉ MAYER,1,1,Person,Person,0.0,False,person_name,,False
RENÉ PLEVEN,1,1,Person,Person,0.0,False,person_name,,False
REPUBLIC OF CYPRUS,1,1,Country,Country,0.0,False,country,,False
REPUBLIC OF INDONESIA,1,1,Country,Country,0.0,False,country,,False
REPUBLIC OF MALI,1,1,Country,Country,0.0,False,country,,False
REPUBLIC OF TOGO,1,1,Country,Country,0.0,False,country,,False
RESIDENT GENERAL,1,1,Person,Person,0.0,False,person_name,,False
RESIDENT GENERAL LATOUR,1,1,Person,Person,0.0,False,person_name,,False
RESISTENCIA CORRIENTES,1,1,Location,Location,0.0,False,location,,False
REUTER,1,1,Person,Person,0.0,False,person_name,,False
REYNOLDS CASE,1,1,Document,Document,0.0,False,document,,False
REZA HEKMAT,1,1,Person,Person,0.0,False,person_name,,False
RHODESIA NYASALAND,1,1,Location,Location,0.0,False,location,,False
RIAD AL SOLH,1,1,Person,Person,0.0,False,person_name,,False
RICHARD CASEY,1,1,Person,Person,0.0,False,person_name,,False
RICHARD GYPTNER,1,1,Person,Person,0.0,False,person_name,,False
RICHARD RUSSELL,1,1,Person,Person,0.0,False,person_name,,False
RIDA,1,1,Person,Person,0.0,False,person_name,,False
RIJEKA,1,1,Location,Location,0.0,False,location,,False
RIO DE JANEIRO TREATY,1,1,Document,Document,0.0,False,document,,False
RIO GRANDE DO SUL,1,1,Location,Location,0.0,False,location,,False
RIO PROTOCOL,1,1,Document,Document,0.0,False,document,,False
RITA MARKO,1,1,Person,Person,0.0,False,person_name,,False
RIYAD AL MALKI,1,1,Person,Person,0.0,False,person_name,,False
RIYAD AL TURK,1,1,Person,Person,0.0,False,person_name,,False
ROBERT DALTON,1,1,Person,Person,0.0,False,person_name,,False
ROBERT LECOURT,1,1,Person,Person,0.0,False,person_name,,False
ROBERT LEHR,1,1,Person,Person,0.0,False,person_name,,False
ROBERTO,1,1,Person,Person,0.0,False,person_name,,False
ROBERTO AGRAMONTE,1,1,Person,Person,0.0,False,person_name,,False
ROBERTO BARRIOS PENA,1,1,Person,Person,0.0,False,person_name,,False
ROBERTO CARIAS DELGADO,1,1,Person,Person,0.0,False,person_name,,False
ROBERTO CHIARI,1,1,Person,Person,0.0,False,person_name,,False
ROBERTS,1,1,Person,Person,0.0,False,person_name,,False
ROCHEREAU,1,1,Person,Person,0.0,False,person_name,,False
RODOLFO GHIOLDI,1,1,Person,Person,0.0,False,person_name,,False
RODOLFO LARCHER,1,1,Person,Person,0.0,False,person_name,,False
RODOPOULOS,1,1,Person,Person,0.0,False,person_name,,False
RODRIGUEZ FABREGAT,1,1,Person,Person,0.0,False,person_name,,False
ROGER DUCHET,1,1,Person,Person,0.0,False,person_name,,False
ROGER LEONARD,1,1,Person,Person,0.0,False,person_name,,False
ROK ARMY,1,1,Military,Military,0.0,False,military,,False
ROLANDO DIAZ,1,1,Person,Person,0.0,False,person_name,,False
ROLANDO DIAZ ASTARAIN,1,1,Person,Person,0.0,False,person_name,,False
ROMAN CATHOLIC BISHOPS REILLY AND PANAL,1,1,Person,Person,0.0,False,person,,False
ROMAN CATHOLIC CHURCH IN POLAND,1,1,ReligiousGroup,ReligiousGroup,0.0,False,religious_group,,False
ROMAN CATHOLIC CLERGY AND NUNS,1,1,ReligiousGroup,ReligiousGroup,0.0,False,religious_group,,False
ROMAN CATHOLIC MISSIONS,1,1,ReligiousGroup,ReligiousGroup,0.0,False,religious_group,,False
ROMPANI,1,1,Person,Person,0.0,False,person_name,,False
ROMULO BETANCOURT,1,1,Person,Person,0.0,False,person_name,,False
ROSARIO,1,1,Location,Location,0.0,False,location,,False
ROSARIO CONSTITUCION AREA,1,1,Location,Location,0.0,False,location,,False
ROSH PINA,1,1,Location,Location,0.0,False,location,,False
ROSTOV OBLAST,1,1,Location,Location,0.0,False,location,,False
ROTTERDAM,1,1,Location,Location,0.0,False,location,,False
ROUTE 13,1,1,Location,Location,0.0,False,location,,False
ROYAL AIR FORCE,1,1,Military,Military,0.0,False,military,,False
ROYAL EGYPTIAN FRONTIER CORPS,1,1,Military,Military,0.0,False,military,,False
ROYAL FORCES,1,1,Military,Military,0.0,False,military,,False
ROYAL GUARD REGIMENT,1,1,Military,Military,0.0,False,military,,False
ROYAL LAOTIAN ARMY,1,1,Military,Military,0.0,False,military,,False
ROYAL NAVY DOCKYARD,1,1,Other,Other,0.0,False,military,,False
ROYAL NORWEGIAN AIR FORCE,1,1,Military,Military,0.0,False,military,,False
ROYERE,1,1,Person,Person,0.0,False,person_name,,False
RUANDA,1,1,Location,Location,0.0,False,location,,False
RUBAN MIRO,1,1,Person,Person,0.0,False,person_name,,False
RUBEN EFRON,1,1,Person,Person,0.0,False,person_name,,False
RUBOTTOM,1,1,Person,Person,0.0,False,person_name,,False
RUDOLF BARAK,1,1,Person,Person,0.0,False,person_name,,False
RUDOLPH BYSTRICKY,1,1,Person,Person,0.0,False,person_name,,False
RUEGEN ISLAND,1,1,Location,Location,0.0,False,location,,False
RUMANIAN AIR FORCE,1,1,Military,Military,0.0,False,military,,False
RUMANIAN PARTY CONGRESS,1,1,Document,Document,0.0,False,document,,False
RUMANIAN PREMIER STOICA,1,1,Person,Person,0.0,False,person_name,,False
RUSHDI AL KIKHYA,1,1,Person,Person,0.0,False,person_name,,False
RUSSIAN,1,1,Country,Country,0.0,False,country,,False
RUSSIAN ADVISERS,1,1,Military,Military,0.0,False,military,,False
RUSSIAN OCCUPATION ARMY,1,1,Military,Military,0.0,False,military,,False
RUSSY KARANJIA,1,1,Person,Person,0.0,False,person_name,,False
S DUTT,1,1,Person,Person,0.0,False,person_name,,False
S M KUDRYAVTSEV,1,1,Person,Person,0.0,False,person_name,,False
S ONASSIS,1,1,Person,Person,0.0,False,person_name,,False
S P KIRSANOV,1,1,Person,Person,0.0,False,person_name,,False
S SHCHERBAKOV,1,1,Person,Person,0.0,False,person_name,,False
SA DA BANDEIRA,1,1,Location,Location,0.0,False,location,,False
SAAR TREATY,1,1,Document,Document,0.0,False,document,,False
SABHA,1,1,Location,Location,0.0,False,location,,False
SABRI ASALI,1,1,Person,Person,0.0,False,person_name,,False
SABRI HAMMADAH,1,1,Person,Person,0.0,False,person_name,,False
SADCHIKOV,1,1,Person,Person,0.0,False,person_name,,False
SADDIQ AL MAHDI,1,1,Person,Person,0.0,False,person_name,,False
SADIQ,1,1,Person,Person,0.0,False,person_name,,False
SADIQ ISMAIL HASAN,1,1,Person,Person,0.0,False,person_name,,False
SADOK MOKADDEM,1,1,Person,Person,0.0,False,person_name,,False
SAEB SALAAM,1,1,Person,Person,0.0,False,person_name,,False
SAFI,1,1,Location,Location,0.0,False,location,,False
SAGUIA EL HAMRA PROVINCE,1,1,Location,Location,0.0,False,location,,False
SAHARA,1,1,Location,Location,0.0,False,location,,False
SAHARA MALI BORDER AREA,1,1,Location,Location,0.0,False,location,,False
SAHBANI,1,1,Person,Person,0.0,False,person_name,,False
SAHIB SALAAM,1,1,Person,Person,0.0,False,person_name,,False
SAID AL GHAZZI,1,1,Person,Person,0.0,False,person_name,,False
SAID AL MUFTI,1,1,Person,Person,0.0,False,person_name,,False
SAITAMA,1,1,Location,Location,0.0,False,location,,False
SAKIET SIDI YOUSSEF,1,1,Location,Location,0.0,False,location,,False
SAKIRMAN,1,1,Person,Person,0.0,False,person_name,,False
SALAH ASHMAWI,1,1,Person,Person,0.0,False,person_name,,False
SALAH BUWEISIR,1,1,Person,Person,0.0,False,person_name,,False
SALAH SHISHAKLI,1,1,Person,Person,0.0,False,person_name,,False
SALDIAS,1,1,Person,Person,0.0,False,person_name,,False
SALEKHARD,1,1,Location,Location,0.0,False,location,,False
SALIF,1,1,Location,Location,0.0,False,location,,False
SALIM FAKHRI,1,1,Person,Person,0.0,False,person_name,,False
SALINAS,1,1,Location,Location,0.0,False,location,,False
SALISBURY SOUTHERN RHODESIA,1,1,Location,Location,0.0,False,location,,False
SALTA,1,1,Location,Location,0.0,False,location,,False
SALVADOR MASSIP,1,1,Person,Person,0.0,False,person_name,,False
SALVADORAN DEFENSE MINISTER BOLANOS,1,1,Person,Person,0.0,False,person,,False
SALVADORAN EMBASSY,1,1,Location,Location,0.0,False,location,,False
SALVATORE ALDISIO,1,1,Person,Person,0.0,False,person_name,,False
SALWEEN RIVER,1,1,Location,Location,0.0,False,location,,False
SAMAR SEN,1,1,Person,Person,0.0,False,person_name,,False
SAMARENDRANATH SEN,1,1,Person,Person,0.0,False,person_name,,False
SAMIR,1,1,Person,Person,0.0,False,person_name,,False
SAMIR AL RIFAI,1,1,Person,Person,0.0,False,person_name,,False
SAN DIEGO,1,1,Location,Location,0.0,False,location,,False
SAN JOSE,1,1,Location,Location,0.0,False,location,,False
SAN JOSE COSTA RICA,1,1,Location,Location,0.0,False,location,,False
SAN LUIS PROVINCE,1,1,Location,Location,0.0,False,location,,False
SAN SEBASTIAN,1,1,Location,Location,0.0,False,location,,False
SANCHEZ ARANGO,1,1,Person,Person,0.0,False,person_name,,False
SANDOR GASPAR,1,1,Person,Person,0.0,False,person_name,,False
SANDOR KOPACSI,1,1,Person,Person,0.0,False,person_name,,False
SANDYS,1,1,Person,Person,0.0,False,person_name,,False
SANTA FE,1,1,Location,Location,0.0,False,location,,False
SANTA FE PROVINCE,1,1,Location,Location,0.0,False,location,,False
SANTIAGO CHILE,1,1,Location,Location,0.0,False,location,,False
SANTIAGO DE CUBA,1,1,Location,Location,0.0,False,location,,False
SANTIAGO PROVINCE,1,1,Location,Location,0.0,False,location,,False
SAO SHWE THAIKE,1,1,Person,Person,0.0,False,person_name,,False
SARATOV,1,1,Location,Location,0.0,False,location,,False
SARDAR PATEL,1,1,Person,Person,0.0,False,person_name,,False
SARIT ARMY GROUP,1,1,Military,Military,0.0,False,military,,False
SARIWON,1,1,Location,Location,0.0,False,location,,False
SAROV SHATKI,1,1,Location,Location,0.0,False,location,,False
SASTROAMIDJOJO,1,1,Person,Person,0.0,False,person_name,,False
SATELLITE MILITARY FORCES,1,1,Military,Military,0.0,False,military,,False
SATURNINO FLORES,1,1,Military,Military,0.0,False,military,,False
SAUD IBN JILUWI,1,1,Person,Person,0.0,False,person_name,,False
SAUDI ARABIAN AMBASSADOR,1,1,Person,Person,0.0,False,person_name,,False
SAUDI ARABIAN FINANCE MINISTER,1,1,Person,Person,0.0,False,person,,False
SAUDI ARABIAN MINISTER,1,1,Person,Person,0.0,False,person,,False
SAUDI ARABIANS,1,1,Country,Country,0.0,False,country,,False
SAUDI DEFENSE MINISTER PRINCE FAHAD,1,1,Person,Person,0.0,False,person,,False
SAUDI FINANCE MINISTER SARUR,1,1,Person,Person,0.0,False,person,,False
SAUDI GROUP,1,1,Military,Military,0.0,False,military,,False
SAUDI MILITARY MISSION,1,1,Military,Military,0.0,False,military,,False
SAUDI PETROLEUM DIRECTOR TARIKI,1,1,Person,Person,0.0,False,person,,False
SAUDI SHIP,1,1,Military,Military,0.0,False,military,,False
SAUVAGNARGUES,1,1,Person,Person,0.0,False,person_name,,False
SAVANNAKHÉT,1,1,Location,Location,0.0,False,location,,False
SAVVAS PAPAPOLITIS,1,1,Person,Person,0.0,False,person_name,,False
SAXONY,1,1,Location,Location,0.0,False,location,,False
SAYED IDDRISS,1,1,Person,Person,0.0,False,person_name,,False
SAYED SIDDIK,1,1,Person,Person,0.0,False,person_name,,False
SAYID ALI MIRGHANI,1,1,Person,Person,0.0,False,person_name,,False
SAYYID ABD AL RAHMAN AL MAHDI,1,1,Person,Person,0.0,False,person,,False
SAYYID MUHAMMAD RIDA,1,1,Person,Person,0.0,False,person_name,,False
SAYYIGH,1,1,Person,Person,0.0,False,person_name,,False
SCANDINAVIA,1,1,Location,Location,0.0,False,location,,False
SCHIRDEWAN,1,1,Person,Person,0.0,False,person_name,,False
SCHLESWIG HOLSTEIN,1,1,Location,Location,0.0,False,location,,False
SCHMIDT,1,1,Person,Person,0.0,False,person_name,,False
SCHOENEFELD AIRFIELD,1,1,Location,Location,0.0,False,location,,False
SDE BOKER,1,1,Location,Location,0.0,False,location,,False
SECCHIA,1,1,Person,Person,0.0,False,person_name,,False
SECOND ARMY,1,1,Military,Military,0.0,False,military,,False
SECOND FIVE YEAR PLAN,1,1,Document,Document,0.0,False,document,,False
SECOND PATHET LAO BATTALION,1,1,Military,Military,0.0,False,military,,False
SECRETARY FOR THE ASSOCIATED STATES JACQUET,1,1,Person,Person,0.0,False,person_name,,False
SECRETARY GENERAL ROSSI LONGHI,1,1,Person,Person,0.0,False,person_name,,False
SECRETARY OF DEFENSE GATES,1,1,Person,Person,0.0,False,person,,False
SECRETARY OF STATE ACHESON,1,1,Person,Person,0.0,False,location,,False
SECRETARY OF STATE FOR THE ASSOCIATED STATES JACQUET,1,1,Person,Person,0.0,False,location,,False
SECRETARY OF THE ARMY BRUCKER,1,1,Person,Person,0.0,False,person,,False
SECRETARY OF THE ARMY PACE,1,1,Person,Person,0.0,False,person,,False
SECRETARY OF THE ITALIAN FOREIGN MINISTRY,1,1,Person,Person,0.0,False,person,,False
SECRETARY QUARLES,1,1,Person,Person,0.0,False,person_name,,False
SECRETARY RUSK,1,1,Person,Person,0.0,False,person_name,,False
SEINE DISTRICT,1,1,Location,Location,0.0,False,location,,False
SEKAI SEIJI SHIRYO,1,1,Document,Document,0.0,False,document,,False
SELBMANN,1,1,Person,Person,0.0,False,person_name,,False
SEMI ERGIN,1,1,Person,Person,0.0,False,person_name,,False
SEMIPALATINSK AIRFIELD,1,1,Location,Location,0.0,False,location,,False
SEMYON SHTEMENKO,1,1,Person,Person,0.0,False,person_name,,False
SENATE PRESIDENT RODRIGUEZ,1,1,Person,Person,0.0,False,person_name,,False
SENATOR BERLINGUER,1,1,Person,Person,0.0,False,person_name,,False
SENATOR CABILI,1,1,Person,Person,0.0,False,person_name,,False
SENATOR CLARO RECTO,1,1,Person,Person,0.0,False,person_name,,False
SENATOR DIRKSEN,1,1,Person,Person,0.0,False,person_name,,False
