community_id,node_key,label,analyst_label,size,top_labels,top_types,analyst_summary
1887,COMMUNITY:1887,French Communist Party's Diplomatic Strategies,Cold War Political Movements and Alliances,4,FRENCH COMMUNIST PARTY PCF | Establishment of Legation | PCF Shift on Algeria | USSR [CZECHOSLOVAKIA / BULGARIA] [9470],"{""CanonicalEntity"": 2, ""EventCluster"": 2}",This community focuses on the French Communist Party's diplomatic actions and shifts during the Cold War era.
1896,COMMUNITY:1896,Cold War Diplomatic Tactics 5,Geopolitical Strategies during the Cold War,4,Czech legation ordered to leave | First Soviet visit to Somalia | PEDRO SAAD | USSR [ECUADOR / SAAD],"{""CanonicalEntity"": 2, ""EventCluster"": 2}",This community highlights key diplomatic events and interactions during the Cold War era.
1918,COMMUNITY:1918,Geopolitical Military Posture and Diplomacy,Military Strategy and International Relations,4,RAVNDAL SOUVANNAH PHOUMA | CZECH DEPUTY FOREIGN MINISTER | Military action warning | Threat of military action,"{""CanonicalEntity"": 2, ""EventCluster"": 2}",This community focuses on military actions and diplomatic warnings involving key political figures.
1976,COMMUNITY:1976,Eugenio Perez and Philippine Politics,Political Figures and Regional Events,4,EUGENIO PEREZ | PHILIPPINE HOUSE OF REPRESENTATIVES | Possible local attacks in Korea | Speech by Eugenio Perez,"{""CanonicalEntity"": 2, ""EventCluster"": 2}",This community focuses on Eugenio Perez's role in Philippine politics and related regional events.
1985,COMMUNITY:1985,Negotiations of the Pacific Pact,Cold War diplomatic engagements,4,Pacific Pact discussions | SPRUANCE | Trade agreement negotiation | USSR [SPRUANCE / MEXICO],"{""CanonicalEntity"": 2, ""EventCluster"": 2}",This community focuses on discussions and negotiations surrounding the Pacific Pact during the Cold War era.
2002,COMMUNITY:2002,Laotian Communist Party Protests,Political Movements and Government Response,4,COMMUNIST PARTY OF LAOS | Protests against government repression | Request for arms | Review of Laotian situation,"{""EventCluster"": 3, ""CanonicalEntity"": 1}",This community focuses on protests related to the Laotian Communist Party's governance and public dissent.
2010,COMMUNITY:2010,Soviet Naval Intelligence in Yemen,Cold War Military and Intelligence Operations,4,KOLKHOZNIK | Monitoring US Navy electronic signals | Soviet experts arriving in Yemen | USSR [KOLKHOZNIK / YEMEN],"{""CanonicalEntity"": 2, ""EventCluster"": 2}",This community focuses on Soviet activities related to naval intelligence and electronic monitoring in Yemen during the Cold War.
2011,COMMUNITY:2011,Leopoldville's Anti-European Unrest,Regional Conflicts and Authority Challenges,4,LEOPOLDVILLE PROVINCE | Anti-European Disorders | Breakdown of Authority | Khrushchev's Press Conference,"{""EventCluster"": 3, ""CanonicalEntity"": 1}",This community focuses on the unrest in Leopoldville Province linked to anti-European sentiments and authority breakdown.
2013,COMMUNITY:2013,Egypt's Diplomatic Maneuvers in the Cold War,Cold War International Relations and Alliances,4,Egypt approaches France | RENÉ MASSIGLI | Soviet arms offer to Israel | USSR [CZECHOSLOVAKIA / COLOMBIA],"{""CanonicalEntity"": 2, ""EventCluster"": 2}",This community explores Egypt's strategic diplomatic efforts and alliances during the Cold War era.
2023,COMMUNITY:2023,Bangkok Conference Defense Agreements,Military Alliances and Regional Security,4,BANGKOK CONFERENCE | Bangkok conference | Defense arrangements between Britain and Iraq | USSR [CHINA / TUNG],"{""CanonicalEntity"": 2, ""EventCluster"": 2}",The Bangkok Conference focused on defense arrangements involving Britain and Iraq amidst Cold War tensions.
2037,COMMUNITY:2037,Cold War Economic and Diplomatic Tensions,Cold War Political and Economic Dynamics,4,FIVE YEAR PLAN | Panmunjom talks walkout | Soviet economic growth decline | USSR [PANMUNJOM / MOLOTOV],"{""CanonicalEntity"": 2, ""EventCluster"": 2}",This community explores the intersection of economic planning and diplomatic negotiations during the Cold War.
2039,COMMUNITY:2039,Cold War Alliances and Agreements,Geopolitical Collaborations in the Cold War,4,FRENCH ISRAELI AGREEMENT | USSR [TIRANA / ALBANIA] | Franco-Israeli Nuclear Collaboration | Sino-Albanian Economic Aid Agreement,"{""CanonicalEntity"": 2, ""EventCluster"": 2}","This community explores key agreements and collaborations between France, Israel, and Albania during the Cold War era."
2041,COMMUNITY:2041,Food Aid and Agricultural Diplomacy,International Food Security and Cooperation,4,INDIAN FOOD AND AGRICULTURE MINISTRY | Food Relief Offer | Korean Administration Interest | Soviet Delegates Meeting,"{""EventCluster"": 3, ""CanonicalEntity"": 1}",This community focuses on food aid initiatives and agricultural collaborations during geopolitical tensions.
2042,COMMUNITY:2042,Kurdish Independence Movements in Iran,Ethnic Nationalism and Regional Autonomy,4,IRANIAN KURDS | LAHUNI CHIEFS | Plot for independent Kurdistan | Sino-Soviet talks,"{""CanonicalEntity"": 2, ""EventCluster"": 2}",This community focuses on the aspirations of Iranian Kurds for autonomy and independence amidst Cold War dynamics.
2045,COMMUNITY:2045,Soviet Naval Expansion in Asia,Cold War Military Alliances and Developments,4,KIANGNAN SHIPYARD | Submarine construction expansion | Indonesian acceptance of Soviet aid | Soviet arms offer to Lebanon,"{""EventCluster"": 3, ""CanonicalEntity"": 1}",This community focuses on the Soviet Union's naval construction efforts and strategic partnerships in Asia during the Cold War.
2049,COMMUNITY:2049,Naval Intelligence and Regional Protests,Naval Operations and Political Movements,4,OFFICE OF NAVAL INTELLIGENCE | Chinese Nationalist protests | Deployment of submarines | South Korea dissent,"{""EventCluster"": 3, ""CanonicalEntity"": 1}",This community explores the intersection of naval intelligence activities and significant political protests in East Asia.
2050,COMMUNITY:2050,Kuusinen's Role in Soviet Disarmament,Cold War Political Dynamics and Disarmament,4,OTTO KUUSINEN | USSR [KUUSINEN / GROMYKO] | Disarmament Talks | Speech on Lenin's 90th Birthday,"{""CanonicalEntity"": 2, ""EventCluster"": 2}",This community focuses on Otto Kuusinen's influence in Soviet disarmament discussions during the Cold War.
2053,COMMUNITY:2053,Communist Party Banquet in Moscow,Cold War Political Gatherings,4,Moscow meeting of Communist parties | Banquet | SOVIET PARTY [ALBANIA / TENG] | USSR [ALBANIA / TENG],"{""CanonicalEntity"": 2, ""EventCluster"": 2}",A significant event showcasing the alliances and strategies of Communist parties during the Cold War.
2061,COMMUNITY:2061,Soviet Engagement in Czechoslovakia,Cold War Diplomatic Activities,4,USSR [CZECHOSLOVAKIA / SEMENOV] | Establishment of air service | Resupply effort | Visit of Soviet deputy foreign minister,"{""EventCluster"": 3, ""CanonicalEntity"": 1}",This community focuses on Soviet diplomatic efforts and air service establishment in Czechoslovakia during the Cold War.
2062,COMMUNITY:2062,Cold War Negotiations in Europe,Geopolitical Dynamics of the Cold War,4,USSR [ITALY / SPAIN] | Geneva talks | Tankers construction contract | Trade negotiations,"{""EventCluster"": 3, ""CanonicalEntity"": 1}",This community focuses on key negotiations and agreements involving the USSR and European nations during the Cold War.
2133,COMMUNITY:2133,Greece's Pursuit of Common Market Membership,European Economic Integration Efforts,4,Greece's request for Common Market membership | COMMON MARKET [VICE / INVESTMENT] | DEPARTMENT OF STATE [VICE / INVESTMENT] | PRESIDENT [VICE / INVESTMENT],"{""CanonicalEntity"": 3, ""EventCluster"": 1}",This community focuses on Greece's efforts to join the Common Market and related governmental discussions.
2135,COMMUNITY:2135,Córdoba Province Military Tensions,Military and Political Dynamics in Córdoba,4,CORDOBA PROVINCE | 48-hour Ultimatum | Protests from Generals | US ARMY ATTACHE [OFFICES / ANAYA],"{""CanonicalEntity"": 2, ""EventCluster"": 2}","This community highlights the military and political tensions in Córdoba Province, particularly surrounding the 48-hour ultimatum and protests."
2138,COMMUNITY:2138,French Military and Political Dynamics,Military Influence on Governance and Stability,4,DEPARTMENT OF DEFENSE [84C3] | De Gaulle's public reference | NATIONAL ASSEMBLY [INVESTIGATION / GUY] | PRESIDENT [OFFICES / GUAYAQUIL],"{""CanonicalEntity"": 3, ""EventCluster"": 1}",Explores the interplay between military actions and political structures in France.
2145,COMMUNITY:2145,UN Representation and Economic Analysis,International Relations and Economic Policy,4,Economic and Political Survey | Establishment of UN Representative | NATIONAL INDICATIONS CENTER [TUOMIOJA / SAKARI] | WHITE HOUSE [TUOMIOJA / SAKARI],"{""CanonicalEntity"": 2, ""EventCluster"": 2}",This community focuses on the establishment of UN representation and related economic and political surveys.
2155,COMMUNITY:2155,Israeli Political Alliances Overview,Military and Political Alliances in Israel,4,ISRAELI GOVERNMENT [TUNG / TSE] | ALLIED MILITARY SECURITY BOARD | Adenauer's opposition | Purchase of tanks,"{""CanonicalEntity"": 2, ""EventCluster"": 2}",This community explores the interactions between Israeli government actions and military alliances.
2175,COMMUNITY:2175,Yoshida Government and Policy Changes,Government Leadership and Policy Dynamics,4,YOSHIDA GOVERNMENT [TUNG / TSE] | Modification of exclusion policy | Plenary session of the Chinese Communist Party | SOVIET TRADERS,"{""CanonicalEntity"": 2, ""EventCluster"": 2}",This community focuses on the Yoshida government's influence on policy modifications and political events.
2188,COMMUNITY:2188,Finnish Caretaker Government Dynamics,Political Leadership and Economic Challenges in Finland,4,CARETAKER GOVERNMENT | COMMUNISTS [FINLAND / CARETAKER] | Currency devaluation in Finland | USSR [FINLAND / CARETAKER],"{""CanonicalEntity"": 3, ""EventCluster"": 1}",This community explores the interplay between caretaker governance and economic issues in Finland during a turbulent historical period.
2192,COMMUNITY:2192,Finnish Political Factions in Diet Elections,Political Dynamics in Finnish Governance,4,Finnish Diet elections | COMMUNISTS [FINLAND / DIET] | FINNISH DIET [C8A3] | SOCIAL DEMOCRATS [FINLAND / DIET],"{""CanonicalEntity"": 3, ""EventCluster"": 1}",This community focuses on the various political factions involved in the Finnish Diet elections.
2225,COMMUNITY:2225,NATO's Strategic Response to Irian Campaign,International Security and Diplomatic Engagements,4,NATO meeting | IRIAN CAMPAIGN | Sukarno's potential departure | USSR [MOCH / JULES] [86D8],"{""CanonicalEntity"": 2, ""EventCluster"": 2}",This community focuses on NATO's diplomatic actions during the Irian Campaign and Sukarno's political challenges.
2226,COMMUNITY:2226,Military Alliances and Communication in Portugal,Geopolitical Dynamics in Cold War Europe,4,MAAG [PRAVDA / PORTUGAL] | USSR [PRAVDA / PORTUGAL] | Portugal's defense needs communication | Soviet pressure on Denmark,"{""CanonicalEntity"": 2, ""EventCluster"": 2}",This community explores the intersection of military alliances and communication strategies in Portugal during the Cold War.
2227,COMMUNITY:2227,Soviet Strategic Leadership in the Far East,Cold War Military and Political Dynamics,4,SOVIET HIGH COMMAND | SOVIET FAR EAST | Meeting proposal between Tito and Gruber | Soviet interference complaint,"{""CanonicalEntity"": 2, ""EventCluster"": 2}",This community focuses on the Soviet high command's influence and activities in the Far East during the Cold War.
2235,COMMUNITY:2235,Benghazi Anti-Western Protests,Regional Unrest and Political Movements,4,BENGAZI | Anti-Western Demonstration | Defeat of Proposed Algerian Statute | French Attack,"{""EventCluster"": 3, ""CanonicalEntity"": 1}",This community focuses on the protests in Benghazi against Western influence and related political events.
2236,COMMUNITY:2236,British Government Decision-Making Processes,Political Leadership and Governance Dynamics,4,British Cabinet Decision | BOARD OF TRADE [VREDENBURCH / COORDINATING] | TREASURY [VREDENBURCH / COORDINATING] | VAN VREDENBURCH,"{""CanonicalEntity"": 3, ""EventCluster"": 1}","This community focuses on the decision-making processes within the British government, particularly involving the Cabinet and trade policies."
2249,COMMUNITY:2249,Labor Strikes at Fiat in Turin,Labor Movements and Industrial Actions,4,FIAT FACTORY | TURIN | Firing of employees | Wave of strikes,"{""CanonicalEntity"": 2, ""EventCluster"": 2}",This community focuses on labor strikes and employee dismissals at Fiat factories in Turin.
2254,COMMUNITY:2254,Ceylonese Diplomatic Engagements in Southeast Asia,Cold War Diplomacy and Trade Relations,4,Ceylonese minister's visit to Rangoon | KOPCOK | Trilateral trade agreement proposal | USSR [KOPCOK / YUGOSLAVIA],"{""CanonicalEntity"": 2, ""EventCluster"": 2}",This community explores Ceylon's diplomatic activities and trade proposals during the Cold War era.
2256,COMMUNITY:2256,Korean Peninsula Political Dynamics,Geopolitical Tensions in East Asia,4,NORTH KOREAN | SOUTH KOREAN GOVERNMENT [ADENAUER / CHANCELLOR] | Communist penetration efforts | Proposed Western note on Germany,"{""CanonicalEntity"": 2, ""EventCluster"": 2}","This community explores the political interactions and conflicts between North and South Korea, including government strategies and external influences."
2257,COMMUNITY:2257,Caspian Fisheries Agreement Negotiations,Cold War Diplomacy and Agreements,4,USSR [RUSSIANS / BRITAIN] | Agreement on Caspian fisheries | Negotiations for Indochina peace | Quirino's potential charges,"{""EventCluster"": 3, ""CanonicalEntity"": 1}",This community focuses on negotiations related to fisheries in the Caspian Sea during the Cold War era.
2259,COMMUNITY:2259,Nesterov's Influence on Cold War Discourse,Cold War Political Dynamics and Rhetoric,4,V M NESTEROV | Nesterov speech at World Economic Conference | USSR [STALIN / NESTEROV] | Interview between Stalin and Radhakrishnan,"{""CanonicalEntity"": 2, ""EventCluster"": 2}",This community explores Nesterov's role in shaping Cold War narratives through key speeches and interactions.
2275,COMMUNITY:2275,Israeli Military Operations in Mafraq,Military Strategy and Regional Security,4,MAFRAQ | ISRAELI GOVERNMENT [MAFRAQ / NURI] | Israeli retaliatory raids discussion | Troop and supply movement planning,"{""CanonicalEntity"": 2, ""EventCluster"": 2}",Discussion focuses on Israeli military actions and troop movements in the Mafraq region.
2280,COMMUNITY:2280,Shammar-Yazidi Intertribal Dynamics,Intertribal Relations in the Middle East,4,SHAMMAR | YAZIDI | Intertribal clash | UAR propaganda,"{""CanonicalEntity"": 2, ""EventCluster"": 2}",This community explores the interactions and conflicts between the Shammar and Yazidi groups.
2290,COMMUNITY:2290,Central Java Military Leadership Dynamics,Military Influence and Political Stability in Central Java,4,CENTRAL JAVA COMMANDER | GENERAL SHEHAB | Chamoun's re-election plans | Military activity in Sinai,"{""CanonicalEntity"": 2, ""EventCluster"": 2}",This community explores the interplay between military leadership and political strategies in Central Java.
2298,COMMUNITY:2298,General Shihab's Political Influence,Leadership and Political Dynamics in Governance,4,GENERAL SHIHAB | Article Publication by Gyula Kallai | General Shihab's presidential consideration | Publication of Kadar's Speech,"{""EventCluster"": 3, ""CanonicalEntity"": 1}",This community explores General Shihab's role in political events and publications impacting governance.
2319,COMMUNITY:2319,Political Dynamics in Cold War Context,Cold War Political Movements and Strategies,4,Transportation of wounded soldiers | SOCIAL CHRISTIAN LIBERAL PARTY [SALY / NEUA] | SOCIALIST PARTY [SALY / NEUA] | USSR [SALY / NEUA],"{""CanonicalEntity"": 3, ""EventCluster"": 1}",This community explores the interplay of political parties and wartime logistics during the Cold War era.
2324,COMMUNITY:2324,Spanish Diplomatic Relations in the Cold War,Cold War Diplomacy and Alliances,4,ALLIES [LEQUERICA / FRANCO] | SPANISH AMBASSADOR TO THE US LEQUERICA | Statement by Spanish Ambassador | Yielding to Soviet Pressure,"{""CanonicalEntity"": 2, ""EventCluster"": 2}","This community focuses on the diplomatic interactions of Spain during the Cold War, particularly involving Lequerica and Franco."
2334,COMMUNITY:2334,Political Dynamics in Greek Elections,Government Leadership and International Relations,4,Greek elections | KING [USSR / PAKISTAN] | Soviet policy speculation | USSR [PAKISTAN / INDONESIA],"{""CanonicalEntity"": 2, ""EventCluster"": 2}",This community explores the interplay of Greek elections and Soviet influence on global politics.
2348,COMMUNITY:2348,Paraguayan Political Leadership Under Stroessner,Authoritarian Governance and Political Dynamics,4,STROESSNER | MENDEZ FLEITAS | COLORADO YOUTH GROUP | PARAGUAYAN GOVERNMENT EEA45C9E0F,"{""CanonicalEntity"": 4}",This community focuses on the political leadership and dynamics during Stroessner's regime in Paraguay.
2354,COMMUNITY:2354,Military Withdrawal and Regime Dynamics,Geopolitical Military Strategies and Governance,4,Withdrawal of army paratroopers | SAUDI GOVERNMENT [ULBRICHT / CUBA] | Control in East Germany | PADANG BUKITTINGGI,"{""CanonicalEntity"": 2, ""EventCluster"": 2}",This community explores the implications of military withdrawals on regime stability and control in various geopolitical contexts.
72,COMMUNITY:72,Soviet Diplomatic Communications,Cold War Diplomacy and Strategy,3,USSR [KUNI / ZORIN] | Communication between Zorin and Kuni | Israeli Mobilization,"{""EventCluster"": 2, ""CanonicalEntity"": 1}",This community focuses on key communications between Soviet representatives during the Cold War.
505,COMMUNITY:505,Cold War Aerial Engagements,Cold War Military Conflicts and Strategies,3,Engagement of MIG-15's and US Navy jets | US NAVY [BRITAIN / GREAT] | USSR [BRITAIN / GREAT] [012A],"{""CanonicalEntity"": 2, ""EventCluster"": 1}",This community focuses on aerial confrontations involving MIG-15s and US Navy jets during the Cold War.
564,COMMUNITY:564,Geopolitical Dynamics in the USSR and Arabia,International Relations and Military Strategies,3,USSR [BRITAIN / ARABIA] | Saudi Negotiations with Britain | Turkish Military Movement,"{""EventCluster"": 2, ""CanonicalEntity"": 1}","This community explores the interactions and negotiations between the USSR, Britain, and Arabian states during military movements."
602,COMMUNITY:602,Cuban Sugar Institute and Cold War Dynamics,Cold War Economic and Political Strategies,3,CUBAN SUGAR INSTITUTE | Khrushchev's proposals | Promise to not schedule Soviet ships,"{""EventCluster"": 2, ""CanonicalEntity"": 1}",This community explores the intersection of Cuban sugar production and Soviet diplomatic strategies during the Cold War.
637,COMMUNITY:637,Diplomatic Engagements of American Ambassador Johnson,U.S. Foreign Policy and Diplomacy,3,AMERICAN AMBASSADOR JOHNSON | Conference of Foreign Ministers | Delivery of Soviet Aircraft,"{""EventCluster"": 2, ""CanonicalEntity"": 1}",This community focuses on the diplomatic activities and events involving American Ambassador Johnson and international relations.
662,COMMUNITY:662,Soviet Agricultural Science and Politics,Cold War Agricultural and Political Dynamics,3,LENIN ACADEMY OF AGRICULTURAL SCIENCES | Pravda rebuke of Lysenko | Soviet note to Pakistan,"{""EventCluster"": 2, ""CanonicalEntity"": 1}",This community explores the intersection of Soviet agricultural science and political discourse during the Cold War.
671,COMMUNITY:671,Turkey Iraq Pact Context,Geopolitical Dynamics of the Cold War,3,TURKEY IRAQ PACT | Israeli request for Western intentions | Soviet protest to Iran,"{""EventCluster"": 2, ""CanonicalEntity"": 1}",This community explores the strategic alliances and tensions in the Middle East during the Cold War era.
672,COMMUNITY:672,UK-Soviet Diplomatic Engagements,Cold War Diplomacy and Negotiations,3,UK [AJOY / TUNG] | Border talks invitation | Soviet diplomatic visit,"{""EventCluster"": 2, ""CanonicalEntity"": 1}",This community focuses on key diplomatic interactions between the UK and the Soviet Union during the Cold War.
860,COMMUNITY:860,Cold War Dynamics in Arab Politics,Geopolitical Strategies in the Cold War,3,NASR [ARABIA / EGYPT] | Encouragement of American proposals | Warning against Communist sabotage,"{""EventCluster"": 2, ""CanonicalEntity"": 1}",This community explores the interplay of Arab leadership and American influence during the Cold War era.
910,COMMUNITY:910,Jovito Villalba and Political Dynamics,Political Movements and Election Outcomes,3,JOVITO VILLALBA | REPUBLICAN DEMOCRATIC UNION | Election Results Announcement,"{""CanonicalEntity"": 2, ""EventCluster"": 1}",This community focuses on the intersection of Jovito Villalba's influence and the Republican Democratic Union during election announcements.
1129,COMMUNITY:1129,East-West German Unity Movements,Political Dynamics in German Reunification,3,Revival of Unity Campaign | EAST GERMAN PEOPLES CHAMBER [GERMANY / GROTEWOHL] | WEST GERMAN PARLIAMENT [GERMANY / GROTEWOHL],"{""CanonicalEntity"": 2, ""EventCluster"": 1}",This community focuses on the political efforts and discussions surrounding the reunification of East and West Germany.
1131,COMMUNITY:1131,Diplomatic Engagements in England,International Relations and Diplomacy,3,ENGLAND | Foreign Ministers' Conference | Interview with West German Socialist Editors,"{""EventCluster"": 2, ""CanonicalEntity"": 1}",This community focuses on key diplomatic events and discussions involving England and foreign ministers.
1141,COMMUNITY:1141,Cold War Dynamics in Eastern Europe,Geopolitical Tensions in the Cold War Era,3,USSR [GERMANY / CZECHOSLOVAKIA] | Khrushchev's Visit to East Germany | Polish Proposal for Nuclear Ban,"{""EventCluster"": 2, ""CanonicalEntity"": 1}",This community explores key events and proposals influencing Cold War relations in Eastern Europe.
1145,COMMUNITY:1145,Soviet-German Trade Relations Discourse,Cold War Political Communications,3,USSR [GERMANY / PRAVDA] | Communication regarding trade relations | Criticism of Adenauer's note,"{""EventCluster"": 2, ""CanonicalEntity"": 1}",This community focuses on discussions surrounding trade relations and political critiques between the USSR and Germany during the Cold War.
1169,COMMUNITY:1169,Political Transition in Colombia,Leadership Changes and Political Dynamics,3,Retirement of Rojas Pinilla | BONN [SEMENOV / OSPINA] | COLOMBIAN PRESIDENT,"{""CanonicalEntity"": 2, ""EventCluster"": 1}",This community explores the political shifts surrounding the retirement of Rojas Pinilla and related events.
1337,COMMUNITY:1337,International Humanitarian Responses and Solidarity,Global Humanitarian Movements and Political Support,3,JAPAN RED CROSS | Demonstrations of support for Fidel Castro | Naval crisis in Argentina,"{""EventCluster"": 2, ""CanonicalEntity"": 1}",This community highlights the intersection of humanitarian efforts and political demonstrations across different regions.
1380,COMMUNITY:1380,Arabi Island Military and Diplomatic Events,International Military and Diplomatic Engagements,3,ARABI ISLAND | British Detachment Landing | NATO Council Meeting,"{""EventCluster"": 2, ""CanonicalEntity"": 1}",This community encompasses significant military and diplomatic activities centered around Arabi Island.
1383,COMMUNITY:1383,Sino-Soviet Cold War Conferences,Cold War Political Alliances and Events,3,Possible high-level Sino-Soviet conference | BAKU CATALYTIC PLANT | BURMESE FOREIGN MINISTRY,"{""CanonicalEntity"": 2, ""EventCluster"": 1}","This community highlights significant diplomatic interactions during the Cold War, focusing on Sino-Soviet relations and strategic developments."
1400,COMMUNITY:1400,Japanese Government Response to US Proposals,International Relations and Government Decision-Making,3,Drafting of reply to US proposal | COCOM [NOBUSUKE / CHINCOM] | JAPANESE GOVERNMENT [NOBUSUKE / CHINCOM],"{""CanonicalEntity"": 2, ""EventCluster"": 1}",This community focuses on the Japanese government's strategic responses to US diplomatic initiatives.
1406,COMMUNITY:1406,Border Tension Discussions in Egypt,Regional Conflict and Diplomacy Events,3,Meeting regarding border tension | EGYPTIAN PRESS | UN OFFICIALS,"{""CanonicalEntity"": 2, ""EventCluster"": 1}",This community focuses on discussions surrounding border tensions involving Egyptian press and UN officials.
1407,COMMUNITY:1407,Khrushchev's Views on European Unity,Cold War Political Dynamics,3,Khrushchev's comments on European integration | EURATOM [BRITAIN / ARABIA] | SOVIET PARTY [BRITAIN / ARABIA],"{""CanonicalEntity"": 2, ""EventCluster"": 1}",This community explores Khrushchev's perspectives on European integration and its implications for Cold War alliances.
1409,COMMUNITY:1409,French Opposition to US Treaty Initiatives,International Relations and Treaty Dynamics,3,French rejection of US treaty strategy | FRENCH FOREIGN OFFICE [PLASTIRAS / GREEK] | GREEK FOREIGN OFFICE [PLASTIRAS / STATES],"{""CanonicalEntity"": 2, ""EventCluster"": 1}",This community explores France's stance against US treaty strategies and its implications for regional diplomacy.
1420,COMMUNITY:1420,Cold War Strategic Alliances and Requests,Geopolitical Dynamics of the Cold War,3,NASR [BRITAIN / HUSSAIN] | Consideration of International Communist Links | Troop Stationing Request,"{""EventCluster"": 2, ""CanonicalEntity"": 1}",This community explores the interplay of troop requests and international communist affiliations during the Cold War.
1421,COMMUNITY:1421,Norodom Sihanouk's Political Transition,Cambodian Leadership Changes and Events,3,NORODOM SIHANOUK | Abdication of Norodom Sihanouk | Proposed Big Three talks,"{""EventCluster"": 2, ""CanonicalEntity"": 1}",This community focuses on the political events surrounding Norodom Sihanouk's abdication and its regional implications.
1426,COMMUNITY:1426,Indonesian Defense Policy Developments,Military Strategy and Governance in Indonesia,3,RESIDENT GENERAL | Clarification of Defense Objectives | Indonesian Cabinet Announcement,"{""EventCluster"": 2, ""CanonicalEntity"": 1}",This community focuses on key announcements and clarifications regarding Indonesia's defense objectives and military posture.
1427,COMMUNITY:1427,Saudi Arabian Military Leadership Dynamics,Military Strategy and Regional Stability,3,SAUDI ARABIAN DEPUTY DEFENSE MINISTER | Arms Preference Statement | Transfer of POWs,"{""EventCluster"": 2, ""CanonicalEntity"": 1}",Explores the influence of Saudi Arabian military leadership on regional security and defense strategies.
1428,COMMUNITY:1428,China Trade Controls and Regional Security,Geopolitical Dynamics in East Asia,3,SIR HAROLD CACCIA | Discussion on China trade controls | Reinforcement of Quemoy garrison,"{""EventCluster"": 2, ""CanonicalEntity"": 1}",This community focuses on discussions surrounding trade controls and military reinforcement in the context of East Asian geopolitics.
1429,COMMUNITY:1429,CENTO Membership Negotiations,International Security Alliances and Diplomacy,3,SIR ROGER STEVENS | Britain's request to US for CENTO membership | CENTO ministerial council meetings,"{""EventCluster"": 2, ""CanonicalEntity"": 1}",This community focuses on the diplomatic efforts surrounding Britain's request for CENTO membership and related ministerial meetings.
1453,COMMUNITY:1453,Brest Agreements and Regional Dynamics,Brest and Cold War Diplomacy,3,BREST | Joint Communiqué Agreement | Khrushchev's Visit to Leningrad,"{""EventCluster"": 2, ""CanonicalEntity"": 1}",This community focuses on the Brest Agreements and their impact on regional geopolitical relations during the Cold War.
1478,COMMUNITY:1478,Soviet Influence in Middle Eastern Education,Cold War Cultural and Political Dynamics,3,USSR [IRAQ / ALGERIA] | Cairo's decision to send students | Soviet-Iraqi cultural exchange agreement,"{""EventCluster"": 2, ""CanonicalEntity"": 1}",This community explores the USSR's role in shaping educational exchanges in Iraq and Algeria during the Cold War.
1727,COMMUNITY:1727,Syrian Military Dynamics and Alliances,Geopolitical Military Relationships in the Middle East,3,Acceptance of Egyptian arms gift | SARIT MILITARY GROUP | USSR [IDRISS / SYRIA],"{""CanonicalEntity"": 2, ""EventCluster"": 1}",This community explores the interplay of military support and insurgency within Syria's geopolitical landscape.
1804,COMMUNITY:1804,Allied Council Meetings and Events,Allied Council Activities and Regional Dynamics,3,Meeting of the Allied Council | ALLIED COUNCIL [HANKOW / SVIRIDOV] | TULLN AIRPORT,"{""CanonicalEntity"": 2, ""EventCluster"": 1}",This community encompasses significant meetings and events related to the Allied Council's operations and regional interactions.
1835,COMMUNITY:1835,KHUANG's Diplomatic Engagements,Cold War Political Dynamics,3,KHUANG | National Assembly Speech | Visit to Moscow,"{""EventCluster"": 2, ""CanonicalEntity"": 1}","This community focuses on KHUANG's significant diplomatic activities during the Cold War, including speeches and international visits."
1840,COMMUNITY:1840,Political Shifts in Thai Governance,Cold War Era Political Dynamics,3,Mass resignation from governing party | THAI NATIONAL ASSEMBLY | USSR [SERI / MILLS],"{""CanonicalEntity"": 2, ""EventCluster"": 1}",This community highlights significant political changes within Thailand's governing party during the Cold War period.
1893,COMMUNITY:1893,OPEC's Influence on Regional Stability,Geopolitical Dynamics in Oil-Producing Nations,3,OPEC | Ethiopian coup | Shah's interview,"{""EventCluster"": 2, ""CanonicalEntity"": 1}",This community explores the interplay between OPEC's decisions and political upheavals in member states.
1956,COMMUNITY:1956,USSR Consultative Committee Engagements,Diplomatic Interactions in the Cold War,3,Consultative Committee Meeting | USSR [GHANA / ETHIOPIA] [77BC] | USSR [YOST / GAULLE],"{""CanonicalEntity"": 2, ""EventCluster"": 1}",This community focuses on key consultative meetings involving the USSR and its diplomatic relations with Ghana and Ethiopia.
2012,COMMUNITY:2012,Mikhail Pervukhin's Political Influence,Cold War Political Dynamics,3,MIKHAIL PERVUKHIN | USSR [PERVUKHIN / MIKHAIL] | Appointment of Mikhail Pervukhin,"{""CanonicalEntity"": 2, ""EventCluster"": 1}",This community explores Mikhail Pervukhin's role in USSR politics during the Cold War era.
2016,COMMUNITY:2016,Cold War Naval and Political Alliances,Geopolitical Strategies during the Cold War,3,USSR [VALONA / NYERERE] | Constitutional Conference | Joint Naval Exercise,"{""EventCluster"": 2, ""CanonicalEntity"": 1}",This community focuses on naval exercises and political conferences involving the USSR and its allies.
2048,COMMUNITY:2048,N G Palgunov's Policy Influence in Egypt,Regional Political Dynamics and Policy Changes,3,N G PALGUNOV | Promise of policy change | Visit to Egypt,"{""EventCluster"": 2, ""CanonicalEntity"": 1}",This community explores N G Palgunov's impact on policy discussions during his visit to Egypt.
