alias,canonical_label,review_status,heuristic_reason,final_score,openai_decision,openai_confidence
PRINCE WAN,THAI PRINCE WAN,accept_openai,lexical_context_similarity,0.6788,merge,0.8
PRIO SOCARRAS,CARLOS PRIO SOCARRAS,accept_openai,lexical_context_similarity,0.6758,merge,0.9
PROGRESSIVE PEOPLES PARTY,PEOPLES PROGRESSIVE PARTY,accept_openai,lexical_context_similarity,0.7619,merge,0.8
PROVISIONAL ALGERIAN GOVERNMENT,ALGERIAN PROVISIONAL GOVERNMENT,accept_rule,token_bag_match,0.94,,
PROVISIONAL ALGERIAN GOVERNMENT (PAG),ALGERIAN PROVISIONAL GOVERNMENT,accept_openai,lexical_context_similarity,0.7142,merge,0.85
PROVISIONAL PRESIDENT ARAMBURU,ARAMBURU,accept_openai,lexical_context_similarity,0.7242,merge,0.85
PROVISIONAL PRESIDENT PEREZ,PRESIDENT PEREZ,accept_openai,lexical_context_similarity,0.6613,merge,0.8
PUSHTOON TRIBESMEN,PUSHTOON TRIBES,accept_openai,lexical_context_similarity,0.6594,merge,0.85
QASHQAI CHIEFS,QASHQAI,accept_openai,lexical_context_similarity,0.6897,merge,0.8
QASHQAI TRIBE,QASHQAI,accept_openai,lexical_context_similarity,0.7015,merge,0.85
QASHQAI TRIBES,QASHQAI,accept_openai,lexical_context_similarity,0.6734,merge,0.8
QATAR PETROLEUM COMPANY (QPC),QATAR PETROLEUM COMPANY,accept_rule,parenthetical_base_match,0.91,,
QUEMOY (CHINMEN),QUEMOY,accept_rule,parenthetical_base_match,0.91,,
QUEMOY AND MATSU,QUEMOY,accept_openai,lexical_context_similarity,0.6476,merge,0.8
QUEMOY ISLAND,QUEMOY,accept_openai,lexical_context_similarity,0.6924,merge,0.85
QUEMOY ISLANDS,QUEMOY,accept_openai,lexical_context_similarity,0.6787,merge,0.8
QUEUILLE,HENRI QUEUILLE,accept_openai,lexical_context_similarity,0.6763,merge,0.85
QUIRINO,PRESIDENT QUIRINO,accept_rule,person_title_variant,0.95,,
QUWWATLI,QUWATLI,accept_rule,person_title_variant,0.95,,
R. G. SENANAYAKE,DUDLEY SENANAYAKE,accept_openai,lexical_context_similarity,0.8056,merge,0.8
RAAB,CHANCELLOR RAAB,accept_openai,lexical_context_similarity,0.6407,merge,0.85
RADEN DJUANDA,DJUANDA,accept_openai,lexical_context_similarity,0.7134,merge,0.85
RADICAL SOCIALIST,RADICAL SOCIALISTS,accept_openai,lexical_context_similarity,0.6816,merge,0.9
RADICAL SOCIALIST PARTY,RADICAL SOCIALISTS,accept_openai,lexical_context_similarity,0.6457,merge,0.8
RADIO CAIRO,CAIRO RADIO,accept_rule,token_bag_match,0.94,,
RADIO PEIPING,PEIPING RADIO,accept_rule,token_bag_match,0.94,,
"RAFAEL RAMFIS TRUJILLO, JR.",RAMFIS TRUJILLO,accept_openai,lexical_context_similarity,0.678,merge,0.8
RAFAEL TRUJILLO,TRUJILLO,accept_openai,lexical_context_similarity,0.7543,merge,0.9
RALLY OF THE LAO PEOPLE (RLP),RALLY OF THE LAO PEOPLE,accept_rule,parenthetical_base_match,0.91,,
RAMON BARQUIN,COLONEL RAMON BARQUIN,accept_rule,person_title_variant,0.95,,
RANKIN,AMBASSADOR RANKIN,accept_rule,person_title_variant,0.95,,
RAPHAEL-LEYGUES,JACQUES RAPHAEL-LEYGUES,accept_openai,lexical_context_similarity,0.7202,merge,0.85
RASCHID,U RASCHID,accept_openai,lexical_context_similarity,0.8019,merge,0.8
RAUL,RAUL CASTRO,accept_openai,lexical_context_similarity,0.6201,merge,0.85
RAZAK,ABDUL RAZAK,accept_openai,lexical_context_similarity,0.6117,merge,0.8
RCC,REVOLUTIONARY COMMAND COUNCIL,accept_rule,acronym_match,0.9,,
RECTO,CLARO RECTO,accept_openai,lexical_context_similarity,0.6489,merge,0.85
RED CHINA,CHINA,accept_openai,lexical_context_similarity,0.7006,merge,0.85
RED CROSS,US RED CROSS,accept_openai,lexical_context_similarity,0.823,merge,0.8
REDA GUEDIRA,AHMED REDA GUEDIRA,accept_openai,lexical_context_similarity,0.8033,merge,0.8
REFUGEE PARTY (BHE),REFUGEE PARTY,accept_rule,parenthetical_base_match,0.91,,
RENÉ PLEVEN,RENE PLEVEN,accept_openai,lexical_context_similarity,0.615,merge,0.9
REPUBLIC OF MALI,MALI REPUBLIC,accept_openai,lexical_context_similarity,0.8086,merge,0.8
REPUBLICAN DEMOCRATIC UNION,DEMOCRATIC REPUBLICAN UNION,accept_rule,token_bag_match,0.94,,
REPUBLICAN PEOPLES PARTY (RPP),REPUBLICAN PEOPLES PARTY,accept_rule,parenthetical_base_match,0.91,,
RESIDENT GENERAL,RESIDENT GENERAL GUILLAUME,accept_openai,lexical_context_similarity,0.6625,merge,0.85
RESIDENT GENERAL GRANDVAL,GRANDVAL,accept_openai,lexical_context_similarity,0.6355,merge,0.8
REUTER,MAYOR REUTER,accept_openai,lexical_context_similarity,0.6764,merge,0.8
REVOLUTIONARY COMMAND COUNCIL (RCC),REVOLUTIONARY COMMAND COUNCIL,accept_openai,lexical_context_similarity,0.653,merge,0.8
REVOLUTIONARY COUNCIL,ALGERIAN REVOLUTIONARY COUNCIL,accept_openai,lexical_context_similarity,0.7101,merge,0.85
REVOLUTIONARY PARTY (PR),REVOLUTIONARY PARTY,accept_rule,parenthetical_base_match,0.91,,
REYNAUD,PAUL REYNAUD,accept_openai,lexical_context_similarity,0.7298,merge,0.85
RFC,RECONSTRUCTION FINANCE CORPORATION,accept_rule,acronym_match,0.9,,
RHODESIA,SOUTHERN RHODESIA,accept_openai,lexical_context_similarity,0.7264,merge,0.8
RHODESIA-NYASALAND,RHODESIA AND NYASALAND,accept_openai,lexical_context_similarity,0.7563,merge,0.85
RHODESIA-NYASALAND FEDERATION,FEDERATION OF RHODESIA AND NYASALAND,accept_openai,lexical_context_similarity,0.7065,merge,0.8
RILEY,GENERAL RILEY,accept_rule,person_title_variant,0.95,,
RLP,RALLY OF THE LAO PEOPLE,accept_rule,acronym_match,0.9,,
ROA,RAUL ROA,accept_openai,lexical_context_similarity,0.6757,merge,0.85
ROBERT LACOSTE,LACOSTE,accept_openai,lexical_context_similarity,0.7324,merge,0.85
ROBERTO,HOLDEN ROBERTO,accept_openai,lexical_context_similarity,0.6946,merge,0.85
ROBERTO HOLDEN,HOLDEN ROBERTO,accept_rule,token_bag_match,0.94,,
ROBERTO LORENZANA,COLONEL ROBERTO LORENZANA,accept_rule,person_title_variant,0.95,,
ROBERTSON,GENERAL ROBERTSON,accept_rule,person_title_variant,0.95,,
ROCHEREAU,SENATOR HENRI ROCHEREAU,accept_openai,lexical_context_similarity,0.63,merge,0.8
ROLANDO DIAZ,ROLANDO DIAZ ASTARAIN,accept_openai,lexical_context_similarity,0.6663,merge,0.8
ROMAN CATHOLIC CHURCH,CATHOLIC CHURCH,accept_openai,lexical_context_similarity,0.8047,merge,0.85
ROMAN CATHOLIC CHURCH IN POLAND,CATHOLIC CHURCH,accept_openai,lexical_context_similarity,0.7516,merge,0.85
ROMULO BETANCOURT,BETANCOURT,accept_openai,lexical_context_similarity,0.6623,merge,0.85
ROYAL AIR FORCE,BRITISH ROYAL AIR FORCE,accept_openai,lexical_context_similarity,0.6913,merge,0.85
ROYAL LAOTIAN ARMY,LAOTIAN ARMY,accept_openai,lexical_context_similarity,0.7552,merge,0.8
ROYAL LAOTIAN GOVERNMENT,LAOTIAN GOVERNMENT,accept_openai,lexical_context_similarity,0.8,merge,0.8
RPP,REPUBLICAN PEOPLES PARTY,accept_rule,acronym_match,0.9,,
RUSLAN ABDULGANI,ABDULGANI,accept_openai,lexical_context_similarity,0.6682,merge,0.85
S. M. KUDRYAVTSEV,KUDRYAVTSEV,accept_openai,lexical_context_similarity,0.775,merge,0.85
S. W. R. D. BANDARANAIKE,BANDARANAIKE,accept_openai,lexical_context_similarity,0.8197,merge,0.9
SABRI,ALI SABRI,accept_openai,lexical_context_similarity,0.7125,merge,0.85
SABRI ASALI,SABRI AL ASALI,accept_openai,lexical_context_similarity,0.8278,merge,0.85
SABUROV,M. Z. SABUROV,accept_openai,lexical_context_similarity,0.7322,merge,0.85
SADDIQ AL-MAHDI,SIDDIQ AL-MAHDI,accept_openai,lexical_context_similarity,0.6328,merge,0.8
SADOK MOKADDEM,MOKADDEM,accept_openai,lexical_context_similarity,0.7242,merge,0.85
SAINTENY,JEAN SAINTENY,accept_openai,lexical_context_similarity,0.7403,merge,0.9
SALAH SALAM,MAJOR SALAH SALAM,accept_rule,person_title_variant,0.95,,
SALAM,SAIB SALAM,accept_openai,lexical_context_similarity,0.6659,merge,0.8
SALAN,GENERAL SALAN,accept_rule,person_title_variant,0.95,,
SALAZARS REGIME,SALAZAR REGIME,accept_openai,lexical_context_similarity,0.6776,merge,0.9
SALIM,MAJOR SALIM,accept_rule,person_title_variant,0.95,,
"SALISBURY, SOUTHERN RHODESIA",SOUTHERN RHODESIA,accept_openai,lexical_context_similarity,0.6748,merge,0.8
SAM NEUA PROVINCE,SAM NEUA,accept_openai,lexical_context_similarity,0.7239,merge,0.8
SAMIR AL-RIFAI,SAMIR RIFAI,accept_openai,lexical_context_similarity,0.7521,merge,0.85
SAMUAL,LT. COL. SUMUAL,accept_openai,lexical_context_similarity,0.6502,merge,0.8
SANGKUM,SANGKUM PARTY,accept_openai,lexical_context_similarity,0.6613,merge,0.85
SANTA FE,SANTA FE PROVINCE,accept_openai,lexical_context_similarity,0.6048,merge,0.8
SASTROAMIDJOJO,ALI SASTROAMIDJOJO,accept_openai,lexical_context_similarity,0.7609,merge,0.85
SAUD,KING SAUD,accept_rule,person_title_variant,0.95,,
SAUDI ARABIAN,SAUDI GOVERNMENT,accept_openai,lexical_context_similarity,0.7219,merge,0.85
SAUDI ARABIAN GOVERNMENT,SAUDI GOVERNMENT,accept_openai,lexical_context_similarity,0.7782,merge,0.8
SAVANG,CROWN PRINCE SAVANG,accept_openai,lexical_context_similarity,0.6092,merge,0.85
SAVANNAKHET PROVINCE,SAVANNAKHET,accept_openai,lexical_context_similarity,0.6934,merge,0.8
SAYED IDDRISS,EMIR SAYED IDDRISS,accept_openai,lexical_context_similarity,0.7116,merge,0.85
SCELBA COALITION GOVERNMENT,SCELBA GOVERNMENT,accept_openai,lexical_context_similarity,0.737,merge,0.8
SCHAERF,PRESIDENT SCHAERF,accept_rule,person_title_variant,0.95,,
SCHIRDEWAN,KARL SCHIRDEWAN,accept_openai,lexical_context_similarity,0.7209,merge,0.85
SCHMID,CARLO SCHMID,accept_openai,lexical_context_similarity,0.7105,merge,0.85
SCHNEIDER-CREUSOT,SCHNEIDER-CREUSOT COMPANY,accept_openai,lexical_context_similarity,0.7584,merge,0.8
SCHUMACHER,KURT SCHUMACHER,accept_openai,lexical_context_similarity,0.7019,merge,0.85
SCHUMANN,MAURICE SCHUMANN,accept_openai,lexical_context_similarity,0.6703,merge,0.85
SCNR,SUPREME COUNCIL FOR NATIONAL RECONSTRUCTION,accept_rule,acronym_match,0.9,,
SEAFARERS INTERNATIONAL,SEAFARERS INTERNATIONAL UNION,accept_openai,lexical_context_similarity,0.8355,merge,0.8355
SEATO COUNCIL,SEATO,accept_openai,lexical_context_similarity,0.6867,merge,0.85
SEBALD,AMBASSADOR SEBALD,accept_rule,person_title_variant,0.95,,
SECRET ARMY ORGANIZATION,ORGANIZATION OF THE SECRET ARMY,accept_openai,lexical_context_similarity,0.7369,merge,0.8
SECRETARY EDEN,EDEN,accept_rule,person_title_variant,0.95,,
SECRETARY GENERAL BAJPAI,BAJPAI,accept_rule,person_title_variant,0.95,,
SECRETARY GENERAL BIRGI,BIRGI,accept_rule,person_title_variant,0.95,,
SECRETARY GENERAL DAG HAMMARSKJOLD,HAMMARSKJOLD,accept_openai,lexical_context_similarity,0.611,merge,0.85
SECRETARY GENERAL HAMMARSKJOLD,HAMMARSKJOLD,accept_openai,lexical_context_similarity,0.7551,merge,0.9
SECRETARY GENERAL MOLLET,MOLLET,accept_rule,person_title_variant,0.95,,
SECRETARY GENERAL PILLAI,PILLAI,accept_rule,person_title_variant,0.95,,
SECRETARY GENERAL SPAAK,SPAAK,accept_rule,person_title_variant,0.95,,
SECRETARY OF DEFENSE GATES,SECRETARY OF DEFENSE,accept_openai,lexical_context_similarity,0.729,merge,0.85
SECRETARY OF STATE ACHESON,SECRETARY OF STATE,accept_openai,lexical_context_similarity,0.6573,merge,0.8
SECRETARY OF STATE DULLES,SECRETARY OF STATE,accept_openai,lexical_context_similarity,0.7363,merge,0.8
SECRETARY OF THE ARMY BRUCKER,SECRETARY OF THE ARMY,accept_openai,lexical_context_similarity,0.6824,merge,0.8
SECRETARY OF THE ARMY PACE,SECRETARY OF THE ARMY,accept_openai,lexical_context_similarity,0.739,merge,0.85
SECURITY COUNCIL,UN SECURITY COUNCIL,accept_openai,lexical_context_similarity,0.8641,merge,0.9
SEKOU TOURE,SEKOU TOURÉ,accept_openai,lexical_context_similarity,0.6359,merge,0.9
SEMIPALATINSK AIRFIELD,SEMIPALATINSK,accept_openai,lexical_context_similarity,0.7143,merge,0.85
SENANAYAKE,DUDLEY SENANAYAKE,accept_openai,lexical_context_similarity,0.7044,merge,0.9
SENATE,IRANIAN SENATE,accept_openai,lexical_context_similarity,0.6386,merge,0.8
SENATOR CLARO RECTO,CLARO RECTO,accept_openai,lexical_context_similarity,0.7686,merge,0.85
SENATOR ELLENDER,US SENATOR ELLENDER,accept_openai,lexical_context_similarity,0.7524,merge,0.9
SENATOR JOSE LAUREL,JOSE LAUREL,accept_openai,lexical_context_similarity,0.7754,merge,0.8
SENATOR JOSÉ LAUREL,JOSE LAUREL,accept_openai,lexical_context_similarity,0.7278,merge,0.9
SENATOR LAUREL,JOSE LAUREL,accept_openai,lexical_context_similarity,0.7674,merge,0.9
SENGHOR,LEOPOLD SENGHOR,accept_openai,lexical_context_similarity,0.6812,merge,0.9
SENUSSI,SENUSSI TRIBES,accept_openai,lexical_context_similarity,0.6102,merge,0.8
SERGE TIKHVINSKY,SERGEI TIKHVINSKY,accept_openai,lexical_context_similarity,0.6205,merge,0.85
SERGEI KUDRYAVTSEV,KUDRYAVTSEV,accept_openai,lexical_context_similarity,0.6874,merge,0.85
SERGEY KUDRYAVTSEV,KUDRYAVTSEV,accept_openai,lexical_context_similarity,0.664,merge,0.8
SERI-MANANGKHASILA,SERI MANANGKHASILA PARTY,accept_openai,lexical_context_similarity,0.6457,merge,0.8
SEVENTH FLEET,US SEVENTH FLEET,accept_openai,lexical_context_similarity,0.8386,merge,0.9
SEYYID ZIA ED DIN TABATABAI,SEYYID ZIA ED-DIN TABATABAI,accept_rule,person_title_variant,0.95,,
SHAH MAHMOUD,SHAH MAHMUD,accept_openai,lexical_context_similarity,0.7032,merge,0.8
SHAH MAHMOUD KHAN,SHAH MAHMUD,accept_openai,lexical_context_similarity,0.6064,merge,0.9
SHAH MAHMUD KHAN,SHAH MAHMUD,accept_openai,lexical_context_similarity,0.7881,merge,0.85
SHANNAN,BRIGADIER SHANNAN,accept_rule,person_title_variant,0.95,,
SHARA,SADIQ SHARA,accept_openai,lexical_context_similarity,0.6299,merge,0.8
SHARM AL SHAIKH,SHARM EL SHEIKH,accept_openai,lexical_context_similarity,0.7305,merge,0.85
SHARM EL SHAIKH,SHARM EL SHEIKH,accept_openai,lexical_context_similarity,0.6124,merge,0.9
SHARM EL SHEIK,SHARM EL SHEIKH,accept_openai,lexical_context_similarity,0.7007,merge,0.9
SHAWKAT,SHUQAYR,accept_openai,lexical_context_similarity,0.6214,merge,0.8
SHAWKAT SHUQAYR,SHUQAYR,accept_openai,lexical_context_similarity,0.6724,merge,0.8
SHAWQAT SHUQAYR,SHUQAYR,accept_openai,lexical_context_similarity,0.6262,merge,0.8
SHEIK ALI MUHSIN,ALI MUHSIN,accept_openai,lexical_context_similarity,0.7205,merge,0.8
SHEIKH,LT. GEN. SHEIKH,accept_openai,lexical_context_similarity,0.6107,merge,0.8
SHELL COMPANY,SHELL,accept_openai,lexical_context_similarity,0.6134,merge,0.8
SHELL MEX,SHELL,accept_openai,lexical_context_similarity,0.6787,merge,0.8
SHELL OIL,SHELL OIL COMPANY,accept_openai,lexical_context_similarity,0.7383,merge,0.85
SHIHAB,GENERAL SHIHAB,accept_rule,person_title_variant,0.95,,
SHIKOTAN ISLANDS,SHIKOTAN,accept_openai,lexical_context_similarity,0.7117,merge,0.85
SHINSUKE KISHI,KISHI,accept_openai,lexical_context_similarity,0.6485,merge,0.85
SHUKRI AL-QUWATLI,QUWATLI,accept_openai,lexical_context_similarity,0.7593,merge,0.8
SHUKRI QUWATLI,QUWATLI,accept_openai,lexical_context_similarity,0.7225,merge,0.9
SHUQAYRI,AHMAD SHUQAYRI,accept_openai,lexical_context_similarity,0.7176,merge,0.85
SIBIR SHIPS,SIBIR-CLASS SHIPS,accept_openai,lexical_context_similarity,0.6213,merge,0.85
SIDDIQ AL MAHDI,SIDDIQ AL-MAHDI,accept_rule,person_title_variant,0.95,,
SIDI IFNI,IFNI,accept_openai,lexical_context_similarity,0.6604,merge,0.8
SIDIQ AL-MAHDI,SIDDIQ AL-MAHDI,accept_openai,lexical_context_similarity,0.6591,merge,0.8
SIHO,MAJOR SIHO,accept_rule,person_title_variant,0.95,,
SILES,PRESIDENT SILES,accept_rule,person_title_variant,0.95,,
SILES ZUAZO,PRESIDENT SILES,accept_openai,lexical_context_similarity,0.6781,merge,0.8
SIMBOLON,COLONEL SIMBOLON,accept_rule,person_title_variant,0.95,,
SINGAPORE PEOPLES ALLIANCE (SPA),SINGAPORE PEOPLES ALLIANCE,accept_rule,parenthetical_base_match,0.91,,
SINO-SOVIET,SOVIET BLOC,accept_openai,lexical_context_similarity,0.7375,merge,0.8
SINO-SOVIET BLOC,SOVIET BLOC,accept_openai,lexical_context_similarity,0.7574,merge,0.8
SINO-SOVIET BLOC COMMUNIST PARTIES,SOVIET BLOC,accept_openai,lexical_context_similarity,0.701,merge,0.8
SINO-SOVIET FRIENDSHIP SOCIETY,SINO-SOVIET FRIENDSHIP ASSOCIATION,accept_openai,lexical_context_similarity,0.692,merge,0.85
SINO-SOVIET TREATY,SINO-SOVIET TREATY OF 1950,accept_openai,lexical_context_similarity,0.6912,merge,0.85
SINSUKE KISHI,KISHI,accept_openai,lexical_context_similarity,0.688,merge,0.85
SIR ANTHONY EDEN,ANTHONY EDEN,accept_rule,person_title_variant,0.95,,
SIR BRIAN ROBERTSON,GENERAL ROBERTSON,accept_rule,person_title_variant,0.95,,
SIR JOHN KOTELAWALA,KOTELAWALA,accept_openai,lexical_context_similarity,0.7193,merge,0.85
SIR OLIVER GOONETILLEKE,GOONETILLEKE,accept_openai,lexical_context_similarity,0.7041,merge,0.85
SIRRY,SIRRY PASHA,accept_openai,lexical_context_similarity,0.6565,merge,0.85
SISOUMANG,TIAO SISOUMANG,accept_openai,lexical_context_similarity,0.6824,merge,0.8
SIXTH BOMBER CORPS,6TH BOMBER CORPS,accept_openai,lexical_context_similarity,0.6242,merge,0.85
SIXTH FLEET,US SIXTH FLEET,accept_openai,lexical_context_similarity,0.7523,merge,0.9
SLFP,SRI LANKA FREEDOM PARTY,accept_rule,acronym_match,0.9,,
SOCIAL CHRISTIAN - LIBERAL PARTY,SOCIAL CHRISTIAN PARTY,accept_rule,token_bag_match,0.94,,
SOCIAL CHRISTIAN-LIBERAL PARTY,SOCIAL CHRISTIAN PARTY,accept_openai,lexical_context_similarity,0.7398,merge,0.8
SOCIAL CHRISTIANS,SOCIAL CHRISTIAN PARTY,accept_openai,lexical_context_similarity,0.6383,merge,0.8
SOCIAL DEMOCRATIC PARTY (SPD),SOCIAL DEMOCRATIC PARTY,accept_rule,parenthetical_base_match,0.91,,
SOCIAL DEMOCRATS (SPD),SOCIAL DEMOCRATIC PARTY,accept_openai,lexical_context_similarity,0.6746,merge,0.8
SOCIAL-DEMOCRATIC PARTY,SOCIAL DEMOCRATIC PARTY,accept_rule,token_bag_match,0.94,,
SOCIALIST,SOCIALIST PARTY,accept_openai,lexical_context_similarity,0.704,merge,0.8
SOCIALIST LEADER MOLLET,FRENCH SOCIALIST LEADER GUY MOLLET,accept_openai,lexical_context_similarity,0.6688,merge,0.85
SOCIALIST MASSES PARTY,OKINAWA SOCIALIST MASSES PARTY,accept_openai,lexical_context_similarity,0.6736,merge,0.8
SOCIALIST NATIONAL PARTY,NATIONAL SOCIALIST PARTY,accept_rule,token_bag_match,0.94,,
SOCIALIST PARTY (JSP),SOCIALIST PARTY,accept_rule,parenthetical_base_match,0.91,,
SOCIALIST REICH PARTY (SRP),SOCIALIST REICH PARTY,accept_rule,parenthetical_base_match,0.91,,
SOCIALIST REICHS PARTY,SOCIALIST REICH PARTY,accept_openai,lexical_context_similarity,0.6938,merge,0.8
SOCIALIST RESURRECTION (BAATH) PARTY,ARAB SOCIALIST RESURRECTION PARTY,accept_openai,lexical_context_similarity,0.6445,merge,0.8
SOCIALIST UNITY (COMMUNIST) PARTY,SOCIALIST UNITY PARTY,accept_openai,lexical_context_similarity,0.7334,merge,0.9
SOCIALIST UNITY PARTY (SED),SOCIALIST UNITY PARTY,accept_rule,parenthetical_base_match,0.91,,
SOCIALIST VICE CHANCELLOR PITTERMANN,VICE CHANCELLOR BRUNO PITTERMANN,accept_openai,lexical_context_similarity,0.6513,merge,0.85
SOCIALIST-RESURRECTIONIST PARTY,ARAB SOCIALIST RESURRECTION PARTY,accept_openai,lexical_context_similarity,0.8182,merge,0.8
SOHN WON-IL,SON WON-IL,accept_openai,lexical_context_similarity,0.6634,merge,0.85
SOKOLOVSKY,VASILY SOKOLOVSKY,accept_openai,lexical_context_similarity,0.6731,merge,0.8
SOLH,SAMI SOLH,accept_openai,lexical_context_similarity,0.6601,merge,0.85
SOLOMON BANDARANAIKE,BANDARANAIKE,accept_openai,lexical_context_similarity,0.722,merge,0.85
SOM-SANITH GOVERNMENT,SOMSANITH GOVERNMENT,accept_openai,lexical_context_similarity,0.6188,merge,0.8
SOMALILAND,BRITISH SOMALILAND,accept_openai,lexical_context_similarity,0.7495,merge,0.8
SOMALILAND PROTECTORATE,BRITISH SOMALILAND,accept_openai,lexical_context_similarity,0.6327,merge,0.8
SOMSANITH,TIAO SOMSANITH,accept_openai,lexical_context_similarity,0.7366,merge,0.85
SOMSANITH REGIME,SOMSANITH GOVERNMENT,accept_openai,lexical_context_similarity,0.6056,merge,0.8
SOPHOCLES VENIZELOS,VENIZELOS,accept_openai,lexical_context_similarity,0.6126,merge,0.8
SOUPHANOUVONG,SOUPHANNOUVONG,accept_openai,lexical_context_similarity,0.6605,merge,0.85
SOUSTELLE,JACQUES SOUSTELLE,accept_openai,lexical_context_similarity,0.6925,merge,0.85
SOUTH AFRICAN DEFENSE MINISTER,SOUTH AFRICAN DEFENSE MINISTER ERASMUS,accept_openai,lexical_context_similarity,0.7212,merge,0.85
SOUTH AFRICAN EXTERNAL AFFAIRS DEPARTMENT,SOUTH AFRICAN MINISTRY OF EXTERNAL AFFAIRS,accept_openai,lexical_context_similarity,0.6004,merge,0.8
SOUTH KOREAN ASSEMBLY,SOUTH KOREAN NATIONAL ASSEMBLY,accept_openai,lexical_context_similarity,0.8557,merge,0.9
SOUTH VIETNAM GOVERNMENT,SOUTH VIETNAMESE GOVERNMENT,accept_openai,lexical_context_similarity,0.6586,merge,0.9
SOUTOU,JEAN SOUTOU,accept_openai,lexical_context_similarity,0.6937,merge,0.8
SOUVANNA,SOUVANNA PHOUMA,accept_openai,lexical_context_similarity,0.7649,merge,0.8
SOUVANNA PHOUMA CABINET,SOUVANNA GOVERNMENT,accept_openai,lexical_context_similarity,0.6137,merge,0.8
SOUVANNA PHOUMA GOVERNMENT,SOUVANNA GOVERNMENT,accept_openai,lexical_context_similarity,0.7626,merge,0.8
SOUVANNA PHOUMA GROUP,SOUVANNA GROUP,accept_openai,lexical_context_similarity,0.7676,merge,0.8
SOUVANNA PHOUMA REGIME,SOUVANNA REGIME,accept_openai,lexical_context_similarity,0.7103,merge,0.85
SOUVANNAH PHOUMA,SOUVANNA PHOUMA,accept_openai,lexical_context_similarity,0.6425,merge,0.9
SOVIET,SOVIET UNION,accept_openai,lexical_context_similarity,0.655,merge,0.85
SOVIET 24TH AIR ARMY,24TH AIR ARMY,accept_openai,lexical_context_similarity,0.7741,merge,0.85
SOVIET 9TH AIR ARMY,9TH AIR ARMY,accept_openai,lexical_context_similarity,0.7601,merge,0.85
SOVIET ACADEMY OF SCIENCE,SOVIET ACADEMY OF SCIENCES,accept_openai,lexical_context_similarity,0.651,merge,0.85
SOVIET AMBASSADOR ABRAMOV,SOVIET AMBASSADOR,accept_openai,lexical_context_similarity,0.6643,merge,0.8
SOVIET AMBASSADOR LAPIN,SOVIET AMBASSADOR,accept_openai,lexical_context_similarity,0.6917,merge,0.85
SOVIET AMBASSADOR LAVRENTIEV,SOVIET AMBASSADOR LAVRENTYEV,accept_openai,lexical_context_similarity,0.6053,merge,0.9
SOVIET AMBASSADOR PAVLOV,SOVIET AMBASSADOR,accept_openai,lexical_context_similarity,0.7016,merge,0.85
SOVIET AMBASSADOR PEGOV,PEGOV,accept_openai,lexical_context_similarity,0.629,merge,0.85
SOVIET AMBASSADOR SHPEDKO,SOVIET AMBASSADOR,accept_openai,lexical_context_similarity,0.6631,merge,0.8
SOVIET AMBASSADOR SMIRNOV,SOVIET AMBASSADOR,accept_openai,lexical_context_similarity,0.7026,merge,0.8
SOVIET AMBASSADOR VINOGRADOV,VINOGRADOV,accept_openai,lexical_context_similarity,0.6405,merge,0.85
SOVIET AMBASSADOR-DESIGNATE ABRAMOV,SOVIET AMBASSADOR,accept_openai,lexical_context_similarity,0.6636,merge,0.8
SOVIET BLOC COUNTRIES,SOVIET BLOC,accept_openai,lexical_context_similarity,0.6842,merge,0.85
SOVIET DELEGATES,SOVIET DELEGATION,accept_openai,lexical_context_similarity,0.7315,merge,0.85
SOVIET DEPUTY FOREIGN MINISTER PUSHKIN,DEPUTY FOREIGN MINISTER PUSHKIN,accept_openai,lexical_context_similarity,0.7816,merge,0.8
SOVIET EMBASSY IN LONDON,SOVIET EMBASSY,accept_openai,lexical_context_similarity,0.6888,merge,0.8
SOVIET EMBASSY IN PARIS,SOVIET EMBASSY,accept_openai,lexical_context_similarity,0.6889,merge,0.8
SOVIET EMBASSY IN ROME,SOVIET EMBASSY,accept_openai,lexical_context_similarity,0.7009,merge,0.8
SOVIET EMBASSY IN VIENNA,SOVIET EMBASSY,accept_openai,lexical_context_similarity,0.6604,merge,0.85
SOVIET EMBASSY IN WASHINGTON,SOVIET EMBASSY,accept_openai,lexical_context_similarity,0.6091,merge,0.8
SOVIET FOREIGN MINISTER GROMYKO,FOREIGN MINISTER GROMYKO,accept_openai,lexical_context_similarity,0.8101,merge,0.81
SOVIET FREIGHTER ALEXANDER NEVSKY,ALEXANDER NEVSKY,accept_openai,lexical_context_similarity,0.6589,merge,0.8
SOVIET GROUND FORCES,SOVIET FORCES,accept_openai,lexical_context_similarity,0.6923,merge,0.8
SOVIET LEADERSHIP,SOVIET LEADERS,accept_openai,lexical_context_similarity,0.6105,merge,0.85
SOVIET MINISTRY OF FOREIGN AFFAIRS,SOVIET FOREIGN MINISTRY,accept_openai,lexical_context_similarity,0.7341,merge,0.85
SOVIET NORTHERN FLEET,NORTHERN FLEET,accept_openai,lexical_context_similarity,0.7926,merge,0.8
SOVIET PARLIAMENTARY DELEGATION,SOVIET DELEGATION,accept_openai,lexical_context_similarity,0.6522,merge,0.8
SOVIET PARTY,SOVIET COMMUNIST PARTY,accept_openai,lexical_context_similarity,0.7264,merge,0.8
SOVIET PARTY CENTRAL COMMITTEE,SOVIET CENTRAL COMMITTEE,accept_openai,lexical_context_similarity,0.6914,merge,0.85
