alias,canonical_label,notes,source,review_status,final_score
AMBASSADOR HARRIMAN,HARRIMAN,person_title_variant,stage_a1_auto,accept_rule,0.95
AMBASSADOR HILDRETH,HILDRETH,person_title_variant,stage_a1_auto,accept_rule,0.95
AMBASSADOR HUSSEIN,HUSSEIN,person_title_variant,stage_a1_auto,accept_rule,0.95
AMBASSADOR LAWSON,LAWSON,person_title_variant,stage_a1_auto,accept_rule,0.95
AMBASSADOR MASUD-ANSARI,MASUD-ANSARI,person_title_variant,stage_a1_auto,accept_rule,0.95
AMBASSADOR MCCLOY,MCCLOY,person_title_variant,stage_a1_auto,accept_rule,0.95
AMBASSADOR MCCONAUGHY,MCCONAUGHY,person_title_variant,stage_a1_auto,accept_rule,0.95
AMBASSADOR MILLS,MILLS,person_title_variant,stage_a1_auto,accept_rule,0.95
AMBASSADOR MURPHY,MURPHY,person_title_variant,stage_a1_auto,accept_rule,0.95
AMBASSADOR NUFER,NUFER,person_title_variant,stage_a1_auto,accept_rule,0.95
AMBASSADOR REINHARDT,REINHARDT,person_title_variant,stage_a1_auto,accept_rule,0.95
AMBASSADOR RIDDLEBERGER,RIDDLEBERGER,person_title_variant,stage_a1_auto,accept_rule,0.95
AMBASSADOR ROUNTREE,ROUNTREE,person_title_variant,stage_a1_auto,accept_rule,0.95
AMBASSADOR RUSSELL,RUSSELL,person_title_variant,stage_a1_auto,accept_rule,0.95
AMBASSADOR TAPPIN,TAPPIN,person_title_variant,stage_a1_auto,accept_rule,0.95
AMBASSADOR WARREN,WARREN,person_title_variant,stage_a1_auto,accept_rule,0.95
AMER,GENERAL AMER,person_title_variant,stage_a1_auto,accept_rule,0.95
AMIR-AZIZI,GENERAL AMIR-AZIZI,person_title_variant,stage_a1_auto,accept_rule,0.95
AROSEMENA,PRESIDENT AROSEMENA,person_title_variant,stage_a1_auto,accept_rule,0.95
ARSHAD AL UMARI,ARSHAD AL-UMARI,person_title_variant,stage_a1_auto,accept_rule,0.95
AUGUSTIN GUILLAUME,GENERAL AUGUSTIN GUILLAUME,person_title_variant,stage_a1_auto,accept_rule,0.95
AUNG GYI,BRIGADIER AUNG GYI,person_title_variant,stage_a1_auto,accept_rule,0.95
BAKHTIAR,GENERAL BAKHTIAR,person_title_variant,stage_a1_auto,accept_rule,0.95
BALLIVIAN,GENERAL BALLIVIAN,person_title_variant,stage_a1_auto,accept_rule,0.95
BARROSO,GENERAL BARROSO,person_title_variant,stage_a1_auto,accept_rule,0.95
BEAM,AMERICAN AMBASSADOR,person_title_variant,stage_a1_auto,accept_rule,0.95
BEN GURION,BEN-GURION,person_title_variant,stage_a1_auto,accept_rule,0.95
BEN-HALIM,BEN HALIM,person_title_variant,stage_a1_auto,accept_rule,0.95
BERRY,AMBASSADOR BERRY,person_title_variant,stage_a1_auto,accept_rule,0.95
BISHOP,AMBASSADOR BISHOP,person_title_variant,stage_a1_auto,accept_rule,0.95
BONSAL,AMBASSADOR BONSAL,person_title_variant,stage_a1_auto,accept_rule,0.95
BOUNTHENG,MAJOR BOUNTHENG,person_title_variant,stage_a1_auto,accept_rule,0.95
BOWLES,AMBASSADOR BOWLES,person_title_variant,stage_a1_auto,accept_rule,0.95
BRIGADIER GENERAL PHOUMI,GENERAL PHOUMI,person_title_variant,stage_a1_auto,accept_rule,0.95
BRIGADIER HASAN BASHIR NASIR,HASAN BASHIR NASIR,person_title_variant,stage_a1_auto,accept_rule,0.95
BRIGGS,AMBASSADOR BRIGGS,person_title_variant,stage_a1_auto,accept_rule,0.95
BROWN,AMBASSADOR BROWN,person_title_variant,stage_a1_auto,accept_rule,0.95
BRUCE,AMBASSADOR BRUCE,person_title_variant,stage_a1_auto,accept_rule,0.95
BUNKER,AMBASSADOR BUNKER,person_title_variant,stage_a1_auto,accept_rule,0.95
BURGESS,AMBASSADOR BURGESS,person_title_variant,stage_a1_auto,accept_rule,0.95
BURNS,GENERAL BURNS,person_title_variant,stage_a1_auto,accept_rule,0.95
BYROADE,AMBASSADOR BYROADE,person_title_variant,stage_a1_auto,accept_rule,0.95
CAFFERY,AMBASSADOR CAFFERY,person_title_variant,stage_a1_auto,accept_rule,0.95
CAPTAIN KONG LE,KONG LE,person_title_variant,stage_a1_auto,accept_rule,0.95
CAPTAIN KONG-LE,KONG LE,person_title_variant,stage_a1_auto,accept_rule,0.95
CAPTAIN MUSTAFA HAMDUN,COL. MUSTAFA HAMDUN,person_title_variant,stage_a1_auto,accept_rule,0.95
CASTILLO NAVARRETE,COL. CASTILLO NAVARRETE,person_title_variant,stage_a1_auto,accept_rule,0.95
CHAIRMAN LIU SHAO-CHI,LIU SHAO-CHI,person_title_variant,stage_a1_auto,accept_rule,0.95
CHAIRMAN VOROSHILOV,VOROSHILOV,person_title_variant,stage_a1_auto,accept_rule,0.95
CHALLE,GENERAL CHALLE,person_title_variant,stage_a1_auto,accept_rule,0.95
CHAMOUN,PRESIDENT CHAMOUN,person_title_variant,stage_a1_auto,accept_rule,0.95
CHANG CHING-WU,GENERAL CHANG CHING-WU,person_title_variant,stage_a1_auto,accept_rule,0.95
CHATAIGNEAU,AMBASSADOR CHATAIGNEAU,person_title_variant,stage_a1_auto,accept_rule,0.95
CHEHAB,GENERAL CHEHAB,person_title_variant,stage_a1_auto,accept_rule,0.95
CHIA YU-HUI,GENERAL CHIA YU-HUI,person_title_variant,stage_a1_auto,accept_rule,0.95
CHIARI,PRESIDENT CHIARI,person_title_variant,stage_a1_auto,accept_rule,0.95
CHOU-EN-LAI,CHOU EN-LAI,person_title_variant,stage_a1_auto,accept_rule,0.95
CHUIKOV,GENERAL CHUIKOV,person_title_variant,stage_a1_auto,accept_rule,0.95
CLARK,GENERAL CLARK,person_title_variant,stage_a1_auto,accept_rule,0.95
COGNY,GENERAL COGNY,person_title_variant,stage_a1_auto,accept_rule,0.95
COL HOUMPANH,COL. HOUMPANH,person_title_variant,stage_a1_auto,accept_rule,0.95
COL. ALPASLAN TURKES,COLONEL TURKES,person_title_variant,stage_a1_auto,accept_rule,0.95
COL. ANIBAL PORTILLO,ANIBAL PORTILLO,person_title_variant,stage_a1_auto,accept_rule,0.95
COL. DE CASTRIES,DE CASTRIES,person_title_variant,stage_a1_auto,accept_rule,0.95
COL. JANI,COLONEL JANI,person_title_variant,stage_a1_auto,accept_rule,0.95
COL. JUAN F. OLIVA,COLONEL JUAN F. OLIVA,person_title_variant,stage_a1_auto,accept_rule,0.95
COL. KAWILARANG,COLONEL KAWILARANG,person_title_variant,stage_a1_auto,accept_rule,0.95
COL. KHAMMOUANE,COLONEL KHAMMOUANE,person_title_variant,stage_a1_auto,accept_rule,0.95
COL. LUBIS,COLONEL LUBIS,person_title_variant,stage_a1_auto,accept_rule,0.95
COL. MOBUTU,MOBUTU,person_title_variant,stage_a1_auto,accept_rule,0.95
COL. SARRAJ,SARRAJ,person_title_variant,stage_a1_auto,accept_rule,0.95
COL. SIMBOLON,COLONEL SIMBOLON,person_title_variant,stage_a1_auto,accept_rule,0.95
COL. SUDIRMAN,COLONEL SUDIRMAN,person_title_variant,stage_a1_auto,accept_rule,0.95
COL. WEIZMANN,COLONEL WEIZMANN,person_title_variant,stage_a1_auto,accept_rule,0.95
COLLINS,GENERAL COLLINS,person_title_variant,stage_a1_auto,accept_rule,0.95
COLONEL ANIBAL PORTILLO,ANIBAL PORTILLO,person_title_variant,stage_a1_auto,accept_rule,0.95
COLONEL ARMANDO VELASQUEZ,ARMANDO VELASQUEZ,person_title_variant,stage_a1_auto,accept_rule,0.95
COLONEL DE CASTRIES,DE CASTRIES,person_title_variant,stage_a1_auto,accept_rule,0.95
COLONEL KOUPRASITH,COL. KOUPRASITH,person_title_variant,stage_a1_auto,accept_rule,0.95
COLONEL MAHDAWI,COL. MAHDAWI,person_title_variant,stage_a1_auto,accept_rule,0.95
COLONEL MARIANO OSPINA RODRIGUEZ,GENERAL MARIANO OSPINA RODRIGUEZ,person_title_variant,stage_a1_auto,accept_rule,0.95
COLONEL MAUNG MAUNG,BRIGADIER MAUNG MAUNG,person_title_variant,stage_a1_auto,accept_rule,0.95
COLONEL MENDOZA,MENDOZA,person_title_variant,stage_a1_auto,accept_rule,0.95
COLONEL MOBUTU,MOBUTU,person_title_variant,stage_a1_auto,accept_rule,0.95
COLONEL NAINGGOLAN,NAINGGOLAN,person_title_variant,stage_a1_auto,accept_rule,0.95
COLONEL NASR,NASR,person_title_variant,stage_a1_auto,accept_rule,0.95
COLONEL PAL MALETER,MAJOR GENERAL PAL MALETER,person_title_variant,stage_a1_auto,accept_rule,0.95
COLONEL REMON,REMON,person_title_variant,stage_a1_auto,accept_rule,0.95
COLONEL SANTOS COSTA,SANTOS COSTA,person_title_variant,stage_a1_auto,accept_rule,0.95
COLONEL SARRAJ,SARRAJ,person_title_variant,stage_a1_auto,accept_rule,0.95
COLONEL SHAH,SHAH,person_title_variant,stage_a1_auto,accept_rule,0.95
COLONEL SHISHAKLI,SHISHAKLI,person_title_variant,stage_a1_auto,accept_rule,0.95
COLONEL SOMOZA,SOMOZA,person_title_variant,stage_a1_auto,accept_rule,0.95
COMMANDER WINTERTON,GENERAL WINTERTON,person_title_variant,stage_a1_auto,accept_rule,0.95
CONANT,AMBASSADOR CONANT,person_title_variant,stage_a1_auto,accept_rule,0.95
COTY,PRESIDENT COTY,person_title_variant,stage_a1_auto,accept_rule,0.95
CROWE,AMBASSADOR CROWE,person_title_variant,stage_a1_auto,accept_rule,0.95
CUMMING,AMBASSADOR CUMMING,person_title_variant,stage_a1_auto,accept_rule,0.95
DAVIS,US AMBASSADOR DAVIS,person_title_variant,stage_a1_auto,accept_rule,0.95
DE LANGLADE,GENERAL DE LANGLADE,person_title_variant,stage_a1_auto,accept_rule,0.95
DE LATTRE,GENERAL DE LATTRE,person_title_variant,stage_a1_auto,accept_rule,0.95
DEBRE,DEBRÉ,person_title_variant,stage_a1_auto,accept_rule,0.95
DELGADO,GENERAL DELGADO,person_title_variant,stage_a1_auto,accept_rule,0.95
DIAZ,COLONEL CARLOS ENRIQUE DIAZ,person_title_variant,stage_a1_auto,accept_rule,0.95
DILLON,AMBASSADOR DILLON,person_title_variant,stage_a1_auto,accept_rule,0.95
DOCTOR MATTHEWS,AMBASSADOR MATTHEWS,person_title_variant,stage_a1_auto,accept_rule,0.95
DONOVAN,AMBASSADOR DONOVAN,person_title_variant,stage_a1_auto,accept_rule,0.95
DOVAS,GENERAL DOVAS,person_title_variant,stage_a1_auto,accept_rule,0.95
DOWLING,AMBASSADOR DOWLING,person_title_variant,stage_a1_auto,accept_rule,0.95
DR. HERRERA,HERRERA,person_title_variant,stage_a1_auto,accept_rule,0.95
DR. KURT SCHUMACHER,KURT SCHUMACHER,person_title_variant,stage_a1_auto,accept_rule,0.95
DR. RADHAKRISHNAN,RADHAKRISHNAN,person_title_variant,stage_a1_auto,accept_rule,0.95
DULLES,SECRETARY DULLES,person_title_variant,stage_a1_auto,accept_rule,0.95
DUNN,AMBASSADOR DUNN,person_title_variant,stage_a1_auto,accept_rule,0.95
DURBROW,AMBASSADOR DURBROW,person_title_variant,stage_a1_auto,accept_rule,0.95
ELY,GENERAL ELY,person_title_variant,stage_a1_auto,accept_rule,0.95
ENRIQUE LACAYO-FARFAN,ENRIQUE LACAYO FARFAN,person_title_variant,stage_a1_auto,accept_rule,0.95
ENRIQUE OLIVA,COLONEL ENRIQUE OLIVA,person_title_variant,stage_a1_auto,accept_rule,0.95
FABIO CASTILLO,DR. FABIO CASTILLO,person_title_variant,stage_a1_auto,accept_rule,0.95
FAHAD,PRINCE FAHAD,person_title_variant,stage_a1_auto,accept_rule,0.95
FAISAL,KING FAISAL,person_title_variant,stage_a1_auto,accept_rule,0.95
FAROUK,KING FAROUK,person_title_variant,stage_a1_auto,accept_rule,0.95
FECHTELER,ADMIRAL FECHTELER,person_title_variant,stage_a1_auto,accept_rule,0.95
FRITZ DORLS,DR. FRITZ DORLS,person_title_variant,stage_a1_auto,accept_rule,0.95
FULGENCIO BATISTA,BATISTA,person_title_variant,stage_a1_auto,accept_rule,0.95
GAILLARD,PREMIER GAILLARD,person_title_variant,stage_a1_auto,accept_rule,0.95
GALLMAN,AMBASSADOR GALLMAN,person_title_variant,stage_a1_auto,accept_rule,0.95
GARCIA,PRESIDENT GARCIA,person_title_variant,stage_a1_auto,accept_rule,0.95
GEN. ADIL SHIHAB,GENERAL SHIHAB,person_title_variant,stage_a1_auto,accept_rule,0.95
GEN. ALI ABU NUWAR,NUWAR,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL ABBOUD,ABBOUD,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL ABDI,MAJOR GENERAL ABDI,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL AMIR,AMIR,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL AYUB,AYUB,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL BATISTA,BATISTA,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL BOTELHO MONIZ,BOTELHO MONIZ,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL BRIGGS,AMBASSADOR BRIGGS,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL CHONG IL-KWON,CHONG IL-KWON,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL DAP CHHUON,DAP CHHUON,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL DE GAULLE,DE GAULLE,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL EISENHOWER,EISENHOWER,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL FERNANDEZ,FERNANDEZ,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL FRANCO,FRANCO,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL GUILLAUME,RESIDENT GENERAL GUILLAUME,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL HEDAYAT,HEDAYAT,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL HEJAZI,HEJAZI,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL HIYARI,HIYARI,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL KEBREAU,KEBREAU,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL LE VAN TY,LE VAN TY,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL LI MI,LI MI,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL MACARTHUR,AMBASSADOR MACARTHUR,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL MAHMOUD,MAHMOUD,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL MAHMUD AMINI,MAHMUD AMINI,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL MOBUTU,MOBUTU,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL NE WIN,NE WIN,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL NGUYEN VAN VY,NGUYEN VAN VY,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL NIZAM AL-DIN,NIZAM AL-DIN,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL NURI SAID,NURI SAID,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL NUWAR,NUWAR,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL ODRIA,ODRIA,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL OUAN,OUAN,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL PAL MALETER,MAJOR GENERAL PAL MALETER,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL PAPAGOS,PAPAGOS,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL PENG TEH-HUAI,PENG TEH-HUAI,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL PERON,PERON,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL PHAO,PHAO,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL POPOVIC,POPOVIC,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL PRAPAT,PRAPAT,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL ROJAS,ROJAS,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL ROJAS PINILLA,ROJAS PINILLA,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL ROMULO,ROMULO,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL SARIT,SARIT,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL SHUQAYR,SHUQAYR,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL SUBARNA,SUBARNA SHUMSHERE,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL SUN LI-JEN,SUN LI-JEN,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL SVIRIDOV,SVIRIDOV,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL THANOM,THANOM,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL THIMAYYA,THIMAYYA,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL TIBURCIO CARIAS,TIBURCIO CARIAS,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL TIOULONG,TIOULONG,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL TRINH MINH THE,COLONEL TRINH MINH THE,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL VO NGUYEN GIAP,VO NGUYEN GIAP,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL WON YONG-TOK,WON YONG-TOK,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL YDIGORAS,YDIGORAS,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL YI,YI,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERAL ZAHEDI,ZAHEDI,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERALISSIMO CHIANG KAI-SHEK,CHIANG KAI-SHEK,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERALISSIMO FRANCO,FRANCO,person_title_variant,stage_a1_auto,accept_rule,0.95
GENERALISSIMO TRUJILLO,TRUJILLO,person_title_variant,stage_a1_auto,accept_rule,0.95
GIAP,VO NGUYEN GIAP,person_title_variant,stage_a1_auto,accept_rule,0.95
GLUBB,GENERAL GLUBB,person_title_variant,stage_a1_auto,accept_rule,0.95
GONZALEZ VIDELA,PRESIDENT GONZALEZ VIDELA,person_title_variant,stage_a1_auto,accept_rule,0.95
GREEN,AMBASSADOR GREEN,person_title_variant,stage_a1_auto,accept_rule,0.95
GURSEL,GENERAL GURSEL,person_title_variant,stage_a1_auto,accept_rule,0.95
HAJ ALI KIA,GENERAL HAJ ALI KIA,person_title_variant,stage_a1_auto,accept_rule,0.95
HARE,AMBASSADOR HARE,person_title_variant,stage_a1_auto,accept_rule,0.95
HARRISON,GENERAL HARRISON,person_title_variant,stage_a1_auto,accept_rule,0.95
HASTINGS BANDA,DR. HASTINGS BANDA,person_title_variant,stage_a1_auto,accept_rule,0.95
HEATH,AMBASSADOR HEATH,person_title_variant,stage_a1_auto,accept_rule,0.95
HENDERSON,AMBASSADOR HENDERSON,person_title_variant,stage_a1_auto,accept_rule,0.95
HERTER,SECRETARY HERTER,person_title_variant,stage_a1_auto,accept_rule,0.95
HEUSS,PRESIDENT HEUSS,person_title_variant,stage_a1_auto,accept_rule,0.95
HINH,GENERAL HINH,person_title_variant,stage_a1_auto,accept_rule,0.95
HUGHES,AMBASSADOR HUGHES,person_title_variant,stage_a1_auto,accept_rule,0.95
HUSAYN,KING HUSAYN,person_title_variant,stage_a1_auto,accept_rule,0.95
HUSSAIN,KING HUSSAIN,person_title_variant,stage_a1_auto,accept_rule,0.95
HUSSAIN KHALIDI,DR. HUSSAIN KHALIDI,person_title_variant,stage_a1_auto,accept_rule,0.95
HUSSAYN,KING HUSAYN,person_title_variant,stage_a1_auto,accept_rule,0.95
IDRISS,KING IDRISS,person_title_variant,stage_a1_auto,accept_rule,0.95
JACOBS,AMBASSADOR JACOBS,person_title_variant,stage_a1_auto,accept_rule,0.95
JANABI,BRIGADIER JANABI,person_title_variant,stage_a1_auto,accept_rule,0.95
JEAN VALLUY,GENERAL JEAN VALLUY,person_title_variant,stage_a1_auto,accept_rule,0.95
JONES,AMBASSADOR JONES,person_title_variant,stage_a1_auto,accept_rule,0.95
JOSE ANTONIO RODRIGUEZ PORTH,DR. JOSE ANTONIO RODRIGUEZ PORTH,person_title_variant,stage_a1_auto,accept_rule,0.95
JUAN F. OLIVA,COLONEL JUAN F. OLIVA,person_title_variant,stage_a1_auto,accept_rule,0.95
JUIN,GENERAL JUIN,person_title_variant,stage_a1_auto,accept_rule,0.95
KAWILARANG,COLONEL KAWILARANG,person_title_variant,stage_a1_auto,accept_rule,0.95
KAYSON,GENERAL KAYSON,person_title_variant,stage_a1_auto,accept_rule,0.95
KENNAN,AMBASSADOR KENNAN,person_title_variant,stage_a1_auto,accept_rule,0.95
KENNEDY,PRESIDENT KENNEDY,person_title_variant,stage_a1_auto,accept_rule,0.95
KEY,AMBASSADOR KEY,person_title_variant,stage_a1_auto,accept_rule,0.95
KHALID AL AZM,KHALID AL-AZM,person_title_variant,stage_a1_auto,accept_rule,0.95
KHOURI,PRESIDENT KHOURI,person_title_variant,stage_a1_auto,accept_rule,0.95
KIM YUN-KUN,BRIGADIER GENERAL KIM YUN-KUN,person_title_variant,stage_a1_auto,accept_rule,0.95
KING FAYSAL,CROWN PRINCE FAYSAL,person_title_variant,stage_a1_auto,accept_rule,0.95
KITRILAKIS,GENERAL KITRILAKIS,person_title_variant,stage_a1_auto,accept_rule,0.95
KOUPRASITH,COL. KOUPRASITH,person_title_variant,stage_a1_auto,accept_rule,0.95
KUBAAR,PREMIER KUBAAR,person_title_variant,stage_a1_auto,accept_rule,0.95
KUBITSCHEK,PRESIDENT KUBITSCHEK,person_title_variant,stage_a1_auto,accept_rule,0.95
LACY,AMBASSADOR LACY,person_title_variant,stage_a1_auto,accept_rule,0.95
LAMINE DEBAGHINE,LAMINE-DEBAGHINE,person_title_variant,stage_a1_auto,accept_rule,0.95
LANIEL,PREMIER LANIEL,person_title_variant,stage_a1_auto,accept_rule,0.95
LI-MI,LI MI,person_title_variant,stage_a1_auto,accept_rule,0.95
LIU,GENERAL LIU,person_title_variant,stage_a1_auto,accept_rule,0.95
LIU SHAO CHI,LIU SHAO-CHI,person_title_variant,stage_a1_auto,accept_rule,0.95
LODGE,AMBASSADOR LODGE,person_title_variant,stage_a1_auto,accept_rule,0.95
LON NOL,GENERAL LON NOL,person_title_variant,stage_a1_auto,accept_rule,0.95
LOPES,PRESIDENT LOPES,person_title_variant,stage_a1_auto,accept_rule,0.95
LOPEZ,COLONEL LOPEZ,person_title_variant,stage_a1_auto,accept_rule,0.95
LOTT,HENRIQUE TEIXEIRA LOTT,person_title_variant,stage_a1_auto,accept_rule,0.95
LUBIS,COLONEL LUBIS,person_title_variant,stage_a1_auto,accept_rule,0.95
LUCE,AMBASSADOR LUCE,person_title_variant,stage_a1_auto,accept_rule,0.95
LUNDULA,GENERAL LUNDULA,person_title_variant,stage_a1_auto,accept_rule,0.95
M. D. A. BAGIROV,M. D. BAGIROV,person_title_variant,stage_a1_auto,accept_rule,0.95
MACARTHUR,AMBASSADOR MACARTHUR,person_title_variant,stage_a1_auto,accept_rule,0.95
MADANOGLU,GENERAL MADANOGLU,person_title_variant,stage_a1_auto,accept_rule,0.95
MAHDAWI,COL. MAHDAWI,person_title_variant,stage_a1_auto,accept_rule,0.95
MAHENDRA,KING MAHENDRA,person_title_variant,stage_a1_auto,accept_rule,0.95
MAHMUD SHAWKAT,COL. MAHMUD SHAWKAT,person_title_variant,stage_a1_auto,accept_rule,0.95
MAJOR ABD AL-HAMID SARRAJ,ABD AL-HAMID SARRAJ,person_title_variant,stage_a1_auto,accept_rule,0.95
MAJOR GENERAL AMER,GENERAL AMER,person_title_variant,stage_a1_auto,accept_rule,0.95
MAJOR GENERAL BIZRI,BIZRI,person_title_variant,stage_a1_auto,accept_rule,0.95
MAJOR GENERAL CHASE,GENERAL CHASE,person_title_variant,stage_a1_auto,accept_rule,0.95
MAJOR GENERAL HAKIM AMIR,AMIR,person_title_variant,stage_a1_auto,accept_rule,0.95
MAJOR GENERAL HIYARI,HIYARI,person_title_variant,stage_a1_auto,accept_rule,0.95
MAJOR GENERAL LATIF,GENERAL LATIF,person_title_variant,stage_a1_auto,accept_rule,0.95
MAJOR GENERAL MONIRETH,PRINCE MONIRETH,person_title_variant,stage_a1_auto,accept_rule,0.95
MAJOR GENERAL PAK CHONG-HUI,PAK CHONG-HUI,person_title_variant,stage_a1_auto,accept_rule,0.95
MAJOR GENERAL RILEY,GENERAL RILEY,person_title_variant,stage_a1_auto,accept_rule,0.95
MAJOR GENERAL SADIQ SHARA,SADIQ SHARA,person_title_variant,stage_a1_auto,accept_rule,0.95
MAJOR GENERAL SELO,COLONEL SELO,person_title_variant,stage_a1_auto,accept_rule,0.95
MAJOR GENERAL TIOULONG,TIOULONG,person_title_variant,stage_a1_auto,accept_rule,0.95
MAJOR NAINGGOLAN,NAINGGOLAN,person_title_variant,stage_a1_auto,accept_rule,0.95
MAJOR RAUL CASTRO,RAUL CASTRO,person_title_variant,stage_a1_auto,accept_rule,0.95
MAJOR ROBERTO GALVEZ,ROBERTO GALVEZ,person_title_variant,stage_a1_auto,accept_rule,0.95
MAJOR SALAH SALIM,SALAH SALIM,person_title_variant,stage_a1_auto,accept_rule,0.95
MAJOR SALAM,SAIB SALAM,person_title_variant,stage_a1_auto,accept_rule,0.95
MAJOR SARRAJ,SARRAJ,person_title_variant,stage_a1_auto,accept_rule,0.95
MALLORY,AMBASSADOR MALLORY,person_title_variant,stage_a1_auto,accept_rule,0.95
MANCINELLI,GENERAL MANCINELLI,person_title_variant,stage_a1_auto,accept_rule,0.95
MARCELLO CAETANO,DR. MARCELLO CAETANO,person_title_variant,stage_a1_auto,accept_rule,0.95
MARCIAL MERINO PEREIRA,GENERAL MARCIAL MERINO PEREIRA,person_title_variant,stage_a1_auto,accept_rule,0.95
MARIAN SPYCHALSKI,GENERAL SPYCHALSKI,person_title_variant,stage_a1_auto,accept_rule,0.95
MASSU,GENERAL MASSU,person_title_variant,stage_a1_auto,accept_rule,0.95
MATTHEWS,AMBASSADOR MATTHEWS,person_title_variant,stage_a1_auto,accept_rule,0.95
MAXIME WEYGAND,GENERAL MAXIME WEYGAND,person_title_variant,stage_a1_auto,accept_rule,0.95
MCCLINTOCK,AMBASSADOR MCCLINTOCK,person_title_variant,stage_a1_auto,accept_rule,0.95
MCGHEE,AMBASSADOR MCGHEE,person_title_variant,stage_a1_auto,accept_rule,0.95
MCKEOWN,GENERAL MCKEOWN,person_title_variant,stage_a1_auto,accept_rule,0.95
MERID,GENERAL MERID,person_title_variant,stage_a1_auto,accept_rule,0.95
MOHAMED EL BASRI,MOHAMED EL-BASRI,person_title_variant,stage_a1_auto,accept_rule,0.95
MOHAMED V,KING MOHAMED V,person_title_variant,stage_a1_auto,accept_rule,0.95
MOHAMMED V,KING MOHAMED V,person_title_variant,stage_a1_auto,accept_rule,0.95
MONZON,COLONEL MONZON,person_title_variant,stage_a1_auto,accept_rule,0.95
MOOSE,AMBASSADOR MOOSE,person_title_variant,stage_a1_auto,accept_rule,0.95
MR. CHURCHILL,CHURCHILL,person_title_variant,stage_a1_auto,accept_rule,0.95
MR. HARRIMAN,HARRIMAN,person_title_variant,stage_a1_auto,accept_rule,0.95
MR. VYSHINSKY,VYSHINSKY,person_title_variant,stage_a1_auto,accept_rule,0.95
MRS. BANDARANAIKE,BANDARANAIKE,person_title_variant,stage_a1_auto,accept_rule,0.95
MRS. PERON,PERON,person_title_variant,stage_a1_auto,accept_rule,0.95
